"Pathway","Adjusted_Pvalue","Genes"
"monosaccharide metabolic process",0.00946769428962564,"ADCY10/ADIPOQ/ADIPOR1/ADPGK/AKR1A1/AKR1B1/AKT1/AKT2/ALDOC/ATF3/ATF4/BAD/BCKDK/BRAT1/C1QTNF12/CLK2/CLSTN3/CRTC2/DCXR/DGKQ/DHDH/ENO1/ENO2/ENO3/ERRFI1/FBP1/FGGY/FKRP/FOXK1/FOXK2/FUCA1/FUCA2/FUOM/FUT5/FUT9/G6PC3/G6PD/GAA/GALE/GALK1/GALM/GAPDH/GAPDHS/GCKR/GHRL/GLB1/GLB1L2/GMPPB/GOT1/GPI/GPT/GSK3A/GSTO1/GSTO2/HK1/HK3/IGFBP3/IGFBP4/INPPL1/KAT2A/KCNQ1/KHK/LCMT1/LIPA/MAN2A2/MAN2B1/MAN2B2/MAN2C1/MDH2/MIDN/MIR103A1/MLYCD/MPI/MST1/OMA1/OTOGL/PCK1/PCK2/PDHA1/PDHA2/PDK1/PDK2/PFKFB3/PFKL/PFKP/PGAM1/PGM1/PGP/PHKG2/PKM/PMM1/POFUT2/PPARD/PPARGC1A/PPP1CA/PRKACA/PRKAG3/PRKN/RANBP2/RPIA/SDHAF3/SELENON/SELENOS/SERP1/SERPINA12/SESN2/SIK1/SIRT6/SIRT7/SLC25A10/SLC25A11/SLC2A1/SLC35A2/SLC37A4/SLC45A3/SRC/STK11/TFF3/TKFC/TPI1/WDR5/WDTC1/XYLB/ZNF692"
"ribosomal large subunit biogenesis",0.0251664244344236,"AFG2A/AFG2B/AIRIM/BOP1/CINP/DDX28/DHX30/EBNA1BP2/EIF6/FTSJ3/GTF3A/LTO1/MALSU1/MRTO4/NIP7/NOC2L/NOP16/NOP53/NPM1/NSA2/PES1/PPAN/RPF1/RPL11/RPL14/RPL24/RPL26L1/RPL35/RPL35A/RPL5/RPL7/RPL7A/RRS1/RSL24D1/SURF6/TRMT112/WDR74/ZNF622"
"ATP metabolic process",0.0251664244344236,"ABCC9/ADCY10/ADPGK/AK1/ALDOC/ANTKMT/ARL2/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5MC1/ATP5MC2/ATP5MC3/ATP5MF/ATP5MGL/ATP5MK/ATP5PB/ATP5PD/ATP6V0C/BAD/BPGM/COL6A1/COX11/CTNS/DDIT4/DNAJC30/EIF6/ENO1/ENO2/ENO3/ENO4/ENPP1/FBP1/FIS1/FKRP/FOXK1/FOXK2/GALK1/GAPDH/GAPDHS/GIT1/GPI/HK1/HK3/IER3/JMJD8/LDHA/LIPA/MLST8/NCOR1/NDUFA1/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA6/NDUFA8/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NUDT2/OGDH/OLA1/PFKFB3/PFKL/PFKP/PGAM1/PGAM4/PGM1/PKM/PRKAA2/PRKACA/PRKAG3/PRXL2C/SDHB/SDHC/SELENON/SIRT6/SLC25A25/SLC2A6/SPHK2/SRC/STOML2/TAFAZZIN/TGFB1/TMSB4X/TPI1/TRIM63/TSPO/UQCC3/VPS9D1/ZBTB20/ZBTB7A"
"hexose metabolic process",0.0251664244344236,"ADCY10/ADIPOQ/ADIPOR1/ADPGK/AKR1B1/AKT1/AKT2/ALDOC/ATF3/ATF4/BAD/BCKDK/BRAT1/C1QTNF12/CLK2/CRTC2/DCXR/DGKQ/ENO1/ENO2/ENO3/ERRFI1/FBP1/FOXK1/FOXK2/FUCA1/FUCA2/FUOM/FUT5/FUT9/G6PC3/G6PD/GAA/GALE/GALK1/GALM/GAPDH/GAPDHS/GCKR/GHRL/GLB1/GLB1L2/GMPPB/GOT1/GPI/GPT/GSK3A/HK1/HK3/IGFBP3/IGFBP4/INPPL1/KAT2A/KCNQ1/KHK/LCMT1/LIPA/MAN2A2/MAN2B1/MAN2B2/MAN2C1/MDH2/MIDN/MIR103A1/MLYCD/MPI/MST1/OMA1/PCK1/PCK2/PDHA1/PDHA2/PDK1/PDK2/PFKFB3/PFKL/PFKP/PGAM1/PGM1/PGP/PHKG2/PKM/PMM1/POFUT2/PPARD/PPARGC1A/PPP1CA/PRKACA/PRKAG3/PRKN/RANBP2/SDHAF3/SELENOS/SERP1/SERPINA12/SESN2/SIK1/SIRT6/SIRT7/SLC25A10/SLC25A11/SLC35A2/SLC37A4/SLC45A3/SRC/STK11/TFF3/TKFC/TPI1/WDR5/WDTC1/ZNF692"
"ribosome assembly",0.0255393531045632,"ABT1/BOP1/C1QBP/DDX28/DHX30/DHX37/EIF6/ERAL1/FAU/MCAT/METTL17/MPV17L2/MRPS2/MRPS7/MRTO4/NGRN/NIP7/NOA1/NOP53/NPM1/PRKDC/PWP2/RPL11/RPL24/RPL5/RPS14/RPS15/RPS19/RPS27/RPS28/RPS5/RPSA/RRP7A/RRS1/SBDS"
"mitochondrial transport",0.0291145643188401,"ABCB10/ABCB8/ADCY10/AIFM1/ALKBH7/ARHGAP11B/BAD/BAK1/BAX/BCL2L1/BLOC1S2/BOK/CCDC51/CHCHD10/CHCHD4/CNP/COL6A1/CPT1B/DNAJC19/GHITM/GSK3A/HIP1R/HSPA9/IER3/ITPR1/LETM1/MCUB/MCUR1/MDH2/MICU2/MIR29A/MPC1/MPC1L/MPV17L/MRPL18/MTCH1/MTCH2/MTX2/MUL1/NAIF1/NDUFA13/NOL3/PAM16/PRKN/RHOT2/SAMM50/SELENON/SFXN3/SIVA1/SLC25A1/SLC25A18/SLC25A20/SLC25A22/SLC25A23/SLC25A28/SLC25A29/SLC25A3/SLC25A33/SLC25A38/SLC25A39/SLC25A4/SLC25A5/SLC25A6/SLC30A2/SLC41A3/SMDT1/SPG7/STARD3/TIMM10/TIMM13/TIMM17A/TIMM17B/TIMM21/TIMM22/TIMM23/TIMM44/TIMM50/TIMM8B/TIMM9/TMEM102/TMEM14A/TMEM14C/TOMM20/TOMM22/TOMM40/TOMM7/TST/UCP1/VDAC1/VDAC2/ZNF205"
"mitochondrial respiratory chain complex assembly",0.0291145643188401,"AIFM1/BCS1L/CHCHD4/CHCHD7/COA3/COA4/COX20/DMAC2/ECSIT/FOXRED1/NDUFA1/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA6/NDUFA8/NDUFAB1/NDUFAF1/NDUFAF3/NDUFAF8/NDUFB1/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS7/NDUFS8/OMA1/OXA1L/PET100/SAMM50/SCO2/SDHAF1/SDHAF3/SDHAF4/SLC25A33/SMIM20/SURF1/TACO1/TAFAZZIN/TIMM21/TMEM186/TMEM223/UQCC2/UQCC3/UQCC4/UQCRFS1"
"ribosomal small subunit biogenesis",0.0315527810370926,"AATF/ABT1/DHX37/ERAL1/ERCC2/FAU/FBL/FCF1/GTF2H5/IMP3/IMP4/KRI1/MCAT/METTL17/MRPS7/NGDN/NOB1/NOL6/NOL7/NOP56/NPM1/PRKDC/PWP2/RIOK1/RPS11/RPS12/RPS14/RPS15/RPS16/RPS19/RPS19BP1/RPS24/RPS25/RPS27/RPS27A/RPS28/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA/RRP36/RRP7A/RRP9/RRS1/SLX9/SNU13/SURF6/TBL3/TRMT112/TSR2/TSR3/UTP3/UTP4/WDR46"
"rRNA metabolic process",0.032836671438197,"ABT1/BOP1/BRF1/BUD23/CDKN2A/DDX27/DDX49/DDX51/DDX54/DDX56/DEDD2/DHX37/EBNA1BP2/EIF4A3/EIF6/ERCC2/ERI3/EXOSC3/EXOSC5/EXOSC6/EXOSC7/FBL/FCF1/FTSJ3/GAR1/GEMIN4/GTF2H5/GTF3A/GTF3C2/GTF3C5/GTF3C6/IMP3/IMP4/IPPK/ISG20/KRI1/LYAR/MARS1/METTL15P1/METTL25B/MPHOSPH6/MRM1/MRM3/MRTO4/NGDN/NHP2/NOB1/NOC4L/NOL6/NOL7/NOP53/NOP56/NPM3/NSA2/NSUN5/PA2G4/PELO/PELP1/PES1/PIH1D1/PIN4/POLR1D/POLR2E/POP4/POP5/POP7/PPAN/PRKDC/PWP2/REXO1/REXO4/RIOK1/RPF1/RPL11/RPL14/RPL27/RPL35/RPL35A/RPL5/RPL7/RPL7A/RPP25/RPS14/RPS15/RPS16/RPS19/RPS24/RPS25/RPS27/RPS28/RPS6/RPS7/RPS8/RPUSD1/RPUSD2/RPUSD4/RRP36/RRP7A/RRP9/RRS1/SART1/SBDS/SIRT7/SLX9/SMARCA4/SMARCB1/SNU13/SUV39H1/TBL3/TFB2M/TRIR/TRMT112/TRMT2B/TSR2/TSR3/USP36/UTP3/UTP4/WBP11/WDR18/WDR46/WDR55/WDR74"
"purine nucleoside triphosphate metabolic process",0.0346935579552283,"ABCC9/ADA/ADCY10/ADPGK/AK1/AK3/ALDOC/ANTKMT/ARL2/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5MC1/ATP5MC2/ATP5MC3/ATP5MF/ATP5MGL/ATP5MK/ATP5PB/ATP5PD/ATP6V0C/BAD/BPGM/COL6A1/COX11/CTNS/DDIT4/DGUOK/DNAJC30/EIF6/ENO1/ENO2/ENO3/ENO4/ENPP1/FBP1/FIS1/FKRP/FOXK1/FOXK2/GALK1/GAPDH/GAPDHS/GIT1/GPI/GUK1/HK1/HK3/IER3/IMPDH1/ITPA/JMJD8/LDHA/LIPA/MLST8/NCOR1/NDUFA1/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA6/NDUFA8/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NME3/NME4/NUDT15/NUDT2/OGDH/OLA1/PFKFB3/PFKL/PFKP/PGAM1/PGAM4/PGM1/PKM/PRKAA2/PRKACA/PRKAG3/PRXL2C/RAB23/RAN/SDHB/SDHC/SELENON/SIRT6/SLC25A25/SLC2A6/SPHK2/SRC/STOML2/TAFAZZIN/TGFB1/TMSB4X/TPI1/TRIM63/TSPO/UQCC3/VPS9D1/ZBTB20/ZBTB7A"
