"Pathway","Adjusted_Pvalue","Genes"
"mitochondrial ribosome",0.000157507030303778,"AURKAIP1/CHCHD1/DAP3/MPV17L2/MRPL10/MRPL11/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL28/MRPL32/MRPL33/MRPL34/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL43/MRPL44/MRPL45/MRPL48/MRPL49/MRPL51/MRPL52/MRPL54/MRPL55/MRPL58/MRPL9/MRPS11/MRPS12/MRPS15/MRPS16/MRPS18B/MRPS18C/MRPS2/MRPS21/MRPS26/MRPS33/MRPS34/MRPS35/MRPS7/MTG1/MTG2"
"postsynaptic membrane",0.000759215656039046,"ABHD17A/ADAM22/ADCY1/ADRA2A/ANK3/ATP2B2/ATP6AP2/C1QA/C1QC/CACNA1C/CACNG2/CACNG3/CACNG8/CBLN1/CDH10/CDH2/CHRM4/CHRM5/CHRNA2/CHRNA4/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNG/CLCN2/CLMP/CLSTN1/CLSTN2/CLSTN3/CNIH2/CNKSR2/CNTN1/CNTN2/CSMD2/CSPG5/DBN1/DCC/DGKB/DLG3/DLG4/DNAJA3/DNM2/DNM3/DRD1/DTNBP1/EFNB3/ERBB4/FBXO2/FLRT2/FLRT3/GABRA1/GABRA2/GABRA3/GABRA4/GABRA6/GABRB1/GABRB3/GABRE/GABRG1/GABRG2/GABRG3/GABRR1/GLRA1/GLRB/GNAO1/GPR158/GRIA1/GRIA2/GRIA4/GRID2/GRIK1/GRIK2/GRIN2A/GRIN2B/GRIN2D/GRIN3B/GRIP2/GRM1/GRM2/GRM5/GRM7/GSG1L/HCN1/HTR3A/HTR3E/IGSF21/IGSF9/IL1RAPL1/ITGA3/ITGA8/KCNA1/KCNB1/KCNC2/KCND1/KCND2/KCNK2/KCTD16/KCTD8/LHFPL4/LIN7B/LRFN1/LRFN3/LRFN4/LRFN5/LRRC4B/LRRC4C/LRRTM2/LRRTM3/MAGEE1/MKLN1/MUSK/NETO2/NLGN1/NLGN2/NSG1/PCDH10/PCDH17/PCDH8/PDLIM4/PLXNB1/PPP1R9B/PRR7/PRRT2/RGS7BP/SCRIB/SEMA4B/SEMA4C/SEMA4F/SHANK2/SHISA6/SHISA8/SHISA9/SIGMAR1/SLC12A5/SLITRK3/SLITRK5/SNTA1/SYT1/TACR1/TAMALIN/TENM2/TMEM240/TMUB1/TRPV1/UTRN/VWC2"
"proteasome complex",0.000884017733449006,"ADRM1/DNAJB2/HSPB1/PAAF1/PSMA2/PSMA4/PSMA5/PSMA7/PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB5/PSMB6/PSMB7/PSMB8/PSMB9/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/PSMD13/PSMD2/PSMD3/PSMD4/PSMD8/PSME1/PSME2/PSME3/PSMF1/RAD23A/SEM1/UBE3A/UBQLN4/ZFAND2A/ZFAND2B"
"endopeptidase complex",0.00136870755701931,"ADRM1/CAPN1/CAPN2/CAPNS1/CASP9/COLEC10/DNAJB2/GPAA1/HSPB1/HTRA2/PAAF1/PIDD1/PIGS/PIGT/PMPCA/PSMA2/PSMA4/PSMA5/PSMA7/PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB5/PSMB6/PSMB7/PSMB8/PSMB9/PSMC1/PSMC2/PSMC3/PSMC4/PSMC5/PSMD10/PSMD13/PSMD2/PSMD3/PSMD4/PSMD8/PSME1/PSME2/PSME3/PSMF1/RAD23A/SEC11A/SEC11C/SEM1/SPCS1/SPCS2/UBE3A/UBQLN4/ZFAND2A/ZFAND2B"
"postsynaptic density",0.0016845170964053,"ABHD17A/ABI3/ABL1/ADAM22/ADCY1/ADCY8/ADD1/ADGRB1/ADRA2A/AGAP3/ANKS1B/ARF1/ARHGAP33/ATP2B2/ATP7A/BCR/BRSK1/CACNA1C/CACNG2/CACNG3/CACNG8/CAMK2B/CAMK2N1/CAP2/CAPZB/CDH2/CDK5/CDK5R1/CLSTN1/CLSTN2/CLSTN3/CNIH2/CNKSR2/CRIPT/CSMD2/CTNND1/DBN1/DCC/DCLK1/DGKI/DLG3/DLG4/DLGAP1/DLGAP3/DMTN/DNAJB1/DNM2/DNM3/DTNBP1/DVL1/EFNB3/ERBB4/FYN/GIT1/GNG3/GPR158/GPR50/GPSM2/GRIA1/GRIA2/GRIA4/GRID2/GRIK1/GRIK2/GRIN2A/GRIN2B/GRIN2D/GRIN3B/GRIP2/GRM1/GRM5/GSG1L/HIP1R/HNRNPD/HOMER3/IGSF21/IGSF9/INSYN2B/ITGA8/ITPR1/KCNK2/KLHL17/LIN7B/LRFN1/LRFN3/LRFN4/LRFN5/LRRC4B/LRRC4C/LRRTM2/LRRTM3/LZTS1/LZTS3/MAGI2/MAP1B/MAPK8IP2/MINK1/MPDZ/MPP2/NCK2/NCS1/NETO2/NEURL1/NGFR/NLGN1/NOS1/NSMF/PAK6/PCBP1/PCLO/PHB2/PICK1/PPFIA2/PPP1R9B/PRKCZ/PRKN/PRNP/PRR12/PRR7/PRRT2/PTK2B/RGS14/RGS7BP/RHEB/RNF112/RPL10A/RPL12/RPL14/RPL30/RPL6/RPL7/RPL8/RPLP0/RPS14/RPS18/RPS19/RPS25/RPS27/RPS3/RUSC1/SAMD14/SCRIB/SEMA4B/SEMA4C/SEMA4F/SHANK2/SHARPIN/SHISA6/SHISA8/SHISA9/SIGMAR1/SLITRK3/SLITRK5/SPTBN1/SYN2/SYT1/TAMALIN/TANC1/TMEM240/TSC2/ZDHHC15"
"monoatomic ion channel complex",0.00172300447986778,"ABCB8/ABCC9/ABHD12/AKAP6/ASPH/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5MC1/ATP5MC2/ATP5MC3/ATP5MF/ATP5MK/ATP5PB/ATP5PD/BEST4/CACHD1/CACNA1B/CACNA1C/CACNA1D/CACNA1F/CACNA1H/CACNA1I/CACNA2D1/CACNA2D2/CACNB1/CACNB3/CACNB4/CACNG2/CACNG3/CACNG8/CALM3/CATSPERB/CCDC51/CFTR/CHRNA2/CHRNA4/CHRNB1/CHRNB2/CHRNB3/CHRNB4/CHRND/CHRNG/CLCC1/CLCN2/CLCN7/CLIC1/CLIC3/CNGA1/CNGA2/CNIH2/DLG3/DLG4/DPP10/DPP6/GABRA1/GABRA2/GABRA3/GABRA4/GABRA6/GABRB1/GABRB3/GABRE/GABRG1/GABRG2/GABRG3/GABRP/GABRR1/GLRA1/GLRB/GRIA1/GRIA2/GRIA4/GRID2/GRIK1/GRIK2/GRIN2A/GRIN2B/GRIN2D/GRIN3B/HCN1/HCN2/HCN3/HCN4/HSPA2/HTR3A/HTR3E/KCNA1/KCNA4/KCNA7/KCNAB1/KCNAB2/KCNAB3/KCNB1/KCNC2/KCND1/KCND2/KCNH3/KCNH5/KCNH7/KCNIP1/KCNIP4/KCNJ10/KCNJ13/KCNJ14/KCNJ16/KCNJ18/KCNJ5/KCNJ6/KCNJ9/KCNK12/KCNK2/KCNK5/KCNK6/KCNMB2/KCNMB3/KCNN4/KCNQ1/KCNQ4/KCNS1/KCNS2/KCNU1/KCNV2/LRRC26/LRRC8A/MCUB/MICU2/NALCN/OLFM3/ORAI1/PKD1/PKD1L3/PKD2L1/PORCN/PRKACA/PTK2B/PTPA/RYR1/SCN1A/SCN1B/SCN2B/SCNN1D/SHISA6/SHISA8/SHISA9/SLC17A6/SLC26A6/SLC5A3/SMDT1/STAC3/STXBP5/SUMO1/TMEM109/TMEM249/TMEM37/TRPC5/TTYH2/TTYH3/UNC80/VAMP2/VWC2/VWC2L"
"lysosomal membrane",0.00172300447986778,"ABCA2/ABCA3/ABCC10/ABCD1/ABCD4/ACP2/ANXA2/ANXA6/AP1B1/AP1M1/AP1M2/AP1S1/AP2A1/AP2M1/AP2S1/AP3D1/ARL8A/ATG16L1/ATP10B/ATP13A2/ATP6AP1/ATP6AP2/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E1/ATP6V0E2/ATP6V1E1/ATP6V1F/ATP6V1G1/ATRAID/AZU1/B2M/BLOC1S2/BORCS5/BORCS6/BRI3/BST2/CD63/CD74/CDIP1/CFTR/CHMP1A/CHMP1B/CHMP2A/CHMP4A/CHMP4B/CHMP6/CLCN6/CLCN7/CLN5/CLTA/COL6A1/CP/CPNE1/CTNS/CTSA/CTSD/CYB561/CYB561A3/DDOST/DNAJC5/EEF1A1/EEF1A2/ENPEP/ENPP1/FLOT1/GAA/GDAP2/GLMP/GNA11/GNB1/GNB2/GPR137/GPR143/GRN/HGSNAT/HLA-DMA/HLA-DOA/HLA-DPA1/HLA-DPB1/HLA-DQA2/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-F/HLA-H/HPS6/ITM2C/KLC2/KPTN/KXD1/LAMP1/LAMP5/LAMTOR1/LAMTOR2/LAMTOR4/LAPTM4A/LAPTM5/LITAFD/LNPEP/LPCAT1/LRBA/LRP2/LRRC8A/M6PR/MARCHF2/MARCHF9/MCOLN1/MFSD12/MLST8/NEU1/NKG7/NPRL2/NPRL3/PCSK9/PGAP6/PI4K2A/PIP4P1/PLAAT3/PLD3/PLEKHF1/PLEKHM2/PRMT1/PSAP/RAB12/RAB37/RAB5C/RAB7A/RDH14/RHEB/RILP/RNASEK/RNF152/RNF167/RRAGA/SEC13/SESN2/SIDT2/SLC12A4/SLC17A9/SLC26A11/SLC2A6/SLC2A8/SLC30A2/SLC30A3/SLC38A7/SLC3A2/SLC44A2/SLC66A1/SLC66A1LP/SLC7A14/SLC7A5/SNAPIN/SPAAR/SPHK2/SPNS1/SPPL2B/STARD3/STARD3NL/STK11IP/SURF4/SYNGR1/TCIRG1/TECPR1/TFE3/TFEB/TMBIM1/TMEM150C/TMEM163/TMEM175/TMEM203/TMEM45B/TMEM59/TMEM74/TMEM79/TMEM9/TMEM9B/TOM1/TSC2/UBA1/UBA52/UBXN6/VAMP8/VASN/VOPP1/VPS11/VPS13B/VPS16/VPS18/VPS33B/VPS39/WDR24/WDR59/WDR81"
"lytic vacuole membrane",0.00172300447986778,"ABCA2/ABCA3/ABCC10/ABCD1/ABCD4/ACP2/ANXA2/ANXA6/AP1B1/AP1M1/AP1M2/AP1S1/AP2A1/AP2M1/AP2S1/AP3D1/ARL8A/ATG16L1/ATP10B/ATP13A2/ATP6AP1/ATP6AP2/ATP6V0B/ATP6V0C/ATP6V0D1/ATP6V0E1/ATP6V0E2/ATP6V1E1/ATP6V1F/ATP6V1G1/ATRAID/AZU1/B2M/BLOC1S2/BORCS5/BORCS6/BRI3/BST2/CD63/CD74/CDIP1/CFTR/CHMP1A/CHMP1B/CHMP2A/CHMP4A/CHMP4B/CHMP6/CLCN6/CLCN7/CLN5/CLTA/COL6A1/CP/CPNE1/CTNS/CTSA/CTSD/CYB561/CYB561A3/DDOST/DNAJC5/EEF1A1/EEF1A2/ENPEP/ENPP1/FLOT1/GAA/GDAP2/GLMP/GNA11/GNB1/GNB2/GPR137/GPR143/GRN/HGSNAT/HLA-DMA/HLA-DOA/HLA-DPA1/HLA-DPB1/HLA-DQA2/HLA-DRA/HLA-DRB1/HLA-DRB5/HLA-F/HLA-H/HPS6/ITM2C/KLC2/KPTN/KXD1/LAMP1/LAMP5/LAMTOR1/LAMTOR2/LAMTOR4/LAPTM4A/LAPTM5/LITAFD/LNPEP/LPCAT1/LRBA/LRP2/LRRC8A/M6PR/MARCHF2/MARCHF9/MCOLN1/MFSD12/MLST8/NEU1/NKG7/NPRL2/NPRL3/PCSK9/PGAP6/PI4K2A/PIP4P1/PLAAT3/PLD3/PLEKHF1/PLEKHM2/PRMT1/PSAP/RAB12/RAB37/RAB5C/RAB7A/RDH14/RHEB/RILP/RNASEK/RNF152/RNF167/RRAGA/SEC13/SESN2/SIDT2/SLC12A4/SLC17A9/SLC26A11/SLC2A6/SLC2A8/SLC30A2/SLC30A3/SLC38A7/SLC3A2/SLC44A2/SLC66A1/SLC66A1LP/SLC7A14/SLC7A5/SNAPIN/SPAAR/SPHK2/SPNS1/SPPL2B/STARD3/STARD3NL/STK11IP/SURF4/SYNGR1/TCIRG1/TECPR1/TFE3/TFEB/TMBIM1/TMEM150C/TMEM163/TMEM175/TMEM203/TMEM45B/TMEM59/TMEM74/TMEM79/TMEM9/TMEM9B/TOM1/TSC2/UBA1/UBA52/UBXN6/VAMP8/VASN/VOPP1/VPS11/VPS13B/VPS16/VPS18/VPS33B/VPS39/WDR24/WDR59/WDR81"
"organellar large ribosomal subunit",0.00223149146022106,"MPV17L2/MRPL10/MRPL11/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL28/MRPL32/MRPL33/MRPL34/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL43/MRPL44/MRPL45/MRPL48/MRPL49/MRPL51/MRPL52/MRPL54/MRPL55/MRPL58/MRPL9"
"mitochondrial large ribosomal subunit",0.00223149146022106,"MPV17L2/MRPL10/MRPL11/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL28/MRPL32/MRPL33/MRPL34/MRPL36/MRPL37/MRPL38/MRPL4/MRPL40/MRPL41/MRPL43/MRPL44/MRPL45/MRPL48/MRPL49/MRPL51/MRPL52/MRPL54/MRPL55/MRPL58/MRPL9"
"mitochondrial intermembrane space",0.00238191969971345,"AIFM1/AKT1/ARL2/CHCHD10/CHCHD2/CHCHD4/CHCHD5/CHCHD7/CIAPIN1/COA4/COA6/COX4I1/COX5A/CPOX/FBXL4/FGR/FKBP10/GFER/HAX1/HSD3B1/HSD3B2/HTRA2/MICU2/MYOC/NDUFA8/NDUFB7/NDUFS5/NME4/OMA1/PARK7/PPOX/PRELID1/PRELID3B/SDHAF3/SOD1/STAR/STOML2/SUOX/THOP1/TIMM10/TIMM13/TIMM21/TIMM23/TIMM8B/TIMM9/TRAP1/TRIAP1/UQCC2"
