"Pathway","Adjusted_Pvalue","Genes"
"tRNA metabolic process",2.18915049465425e-08,"ALKBH1/ANKRD16/BCDIN3D/CTU1/DARS1/DARS2/DTD1/DUS1L/ELAC1/ELP3/ELP4/ELP5/FARS2/FARSA/GON7/GTF3C6/LAGE3/LRRC47/MOCS3/MTO1/OSGEPL1/PARS2/POLR2L/POP4/POP5/POP7/PUS3/PUSL1/QNG1/RPP25/RPP25L/RPP38/RPP40/RTCB/TP53RK/TRMT10C/TRMT112/TRMT2A/TRMT5/TRPT1/TYW1B/YARS2"
"tRNA processing",2.34169005592894e-08,"ALKBH1/ANKRD16/BCDIN3D/CTU1/DUS1L/ELAC1/ELP3/ELP4/ELP5/FARS2/GON7/LAGE3/MOCS3/MTO1/OSGEPL1/POP4/POP5/POP7/PUS3/PUSL1/QNG1/RPP25/RPP25L/RPP38/RPP40/RTCB/TP53RK/TRMT10C/TRMT112/TRMT2A/TRMT5/TRPT1/TYW1B"
"electron transport chain",9.88385195689438e-08,"COA6/COQ9/COX5A/COX5B/COX6A1/COX6C/CYC1/DGUOK/FDX1/HCCS/MDH1/MDH2/MTCO2P12/NDUFA8/NDUFAB1/NDUFB10/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/SCO2/SDHAF2/SDHD/SLC25A22/THAP11/UQCC3/UQCR10/UQCR11/UQCRFS1/UQCRQ"
"generation of precursor metabolites and energy",9.91498529448284e-08,"ACADM/ACAT1/ANTKMT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5ME/ATP5PF/CHCHD4/CHCHD5/CISD1/COA6/COA8/COL6A1/COMT/COQ9/COX5A/COX5B/COX6A1/COX6C/CYC1/DGUOK/DLAT/DNAJC30/FDX1/GALK1/GYS1/HCCS/HMGCL/IDH2/JMJD8/LDHA/MDH1/MDH2/MLST8/MSH2/MTCO2P12/MTLN/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/OPN3/PDHB/PFKL/PNPT1/POMC/PPP1R2P1/PRPS2/RBKS/SCO2/SDHAF2/SDHD/SLC25A22/SLC25A23/SLC35A4/STOML2/SUCLA2/THAP11/UCN/UQCC3/UQCR10/UQCR11/UQCRFS1/UQCRQ"
"respiratory electron transport chain",2.23787476751481e-07,"COA6/COQ9/COX5A/COX5B/COX6A1/COX6C/CYC1/DGUOK/HCCS/MDH1/MDH2/MTCO2P12/NDUFA8/NDUFAB1/NDUFB10/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/SCO2/SDHAF2/SDHD/SLC25A22/UQCC3/UQCR10/UQCR11/UQCRFS1/UQCRQ"
"RNA modification",3.03625427166421e-07,"ALKBH1/ANKRD16/APOBEC3C/APOBEC3G/BCDIN3D/CTU1/DIMT1/DUS1L/ELP3/ELP4/ELP5/FDXACB1/GON7/HENMT1/METTL5/MOCS3/MRM1/MRM3/MTO1/NHP2/NSUN5/OSGEPL1/PUS3/PUSL1/QNG1/RPUSD1/RPUSD2/RPUSD3/SNRPB/SNRPG/TFB1M/TRMT10C/TRMT112/TRMT5/TSR3/TYW1B"
"nucleoside phosphate biosynthetic process",3.13193433567582e-07,"ACAT1/ADK/AK6/AK7/ANTKMT/APRT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/CMAS/DCK/DGUOK/DLAT/DNAJC30/DTYMK/FLAD1/GART/GCDH/GFUS/GUK1/HPRT1/MMUT/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NNMT/PANK4/PDHB/PDK2/PPCS/PRPS2/PRPSAP1/RRM1/SDHD/SLC27A2/STOML2/TECR/UGDH/UMPS/UQCC3"
"nucleotide metabolic process",1.11214240277662e-06,"ADK/AK6/AK7/ANTKMT/APRT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/BAD/COL6A1/DCK/DCTPP1/DCXR/DGUOK/DNAJC30/DNPH1/DPYS/DTYMK/EFL1/FLAD1/GALK1/GART/GIMAP7/GUK1/HPRT1/IDH2/JMJD8/LDHA/LDHB/MDH1/MDH2/MLST8/NAXE/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NNMT/NQO1/NT5C/NT5C3B/NT5E/NTHL1/NUDT3/PFKL/PRPS2/PRPSAP1/RAN/RBKS/RRM1/SDHD/STOML2/SULT1C4/TSPO/UMPS/UNG/UQCC3"
"rRNA processing",1.1808647214456e-06,"ABT1/AK6/BOP1/DIMT1/EBNA1BP2/EIF4A3/EXOSC1/EXOSC5/FDXACB1/GEMIN4/IMP3/IMP4/LYAR/METTL18/METTL5/MRM1/MRM3/NHP2/NOC4L/NSUN5/PAK1IP1/POP4/POP5/POP7/RIOK2/RPF2/RPP25/RPP38/RPP40/RPUSD1/RPUSD2/RRP1/RRP7A/SUV39H1/TBL3/TFB1M/TRMT112/TSR3/UTP11/UTP18/WDR18"
"ribonucleoprotein complex biogenesis",1.20327799751723e-06,"ABT1/AK6/BOP1/C1QBP/DDX28/DHX30/DIMT1/EBNA1BP2/EFL1/EIF4A3/EXOSC1/EXOSC5/FDXACB1/GEMIN2/GEMIN4/GEMIN5/GEMIN6/GRWD1/GTF3A/IMP3/IMP4/LSM2/LYAR/MCAT/METTL18/METTL5/MPV17L2/MRM1/MRM3/MRPS2/MRPS7/MTERF3/NHP2/NOA1/NOC4L/NSUN5/PAK1IP1/POP4/POP5/POP7/PRPF31/PUF60/RAN/RCC1L/RIOK2/RPF2/RPP25/RPP38/RPP40/RPUSD1/RPUSD2/RRP1/RRP7A/RUVBL1/RUVBL2/SHQ1/SNRPB/SNRPG/SUV39H1/TARBP2/TBL3/TFB1M/TRMT112/TSR3/TSSC4/UTP11/UTP18/WDR18/ZNF622"
"purine-containing compound biosynthetic process",1.4832762999213e-06,"ACAT1/ADK/ANTKMT/APRT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DCK/DGUOK/DLAT/DNAJC30/GART/GCDH/GUK1/HPRT1/MMUT/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NNMT/NT5E/PANK4/PDHB/PDK2/PPCS/PRPS2/PRPSAP1/SDHD/SLC27A2/STOML2/TECR/UQCC3"
"ATP synthesis coupled electron transport",1.93884468550363e-06,"COA6/COQ9/COX5A/COX5B/COX6A1/COX6C/CYC1/DGUOK/MTCO2P12/NDUFA8/NDUFAB1/NDUFB10/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/SDHAF2/SDHD/UQCC3/UQCR10/UQCR11/UQCRFS1/UQCRQ"
"mitochondrial ATP synthesis coupled electron transport",1.93884468550363e-06,"COA6/COQ9/COX5A/COX5B/COX6A1/COX6C/CYC1/DGUOK/MTCO2P12/NDUFA8/NDUFAB1/NDUFB10/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/SDHAF2/SDHD/UQCC3/UQCR10/UQCR11/UQCRFS1/UQCRQ"
"rRNA metabolic process",2.35797783437195e-06,"ABT1/AK6/BOP1/DIMT1/EBNA1BP2/EIF4A3/EXOSC1/EXOSC5/FDXACB1/GEMIN4/GTF3A/GTF3C6/IMP3/IMP4/LYAR/METTL18/METTL5/MRM1/MRM3/NHP2/NOC4L/NSUN5/PAK1IP1/PELO/POLR1B/POP4/POP5/POP7/RIOK2/RPF2/RPP25/RPP38/RPP40/RPUSD1/RPUSD2/RRP1/RRP7A/SUV39H1/TBL3/TFB1M/TRMT112/TSR3/UTP11/UTP18/WDR18"
"aerobic electron transport chain",7.06585378624178e-06,"COQ9/COX5A/COX5B/COX6A1/COX6C/CYC1/MTCO2P12/NDUFA8/NDUFAB1/NDUFB10/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/SDHAF2/SDHD/UQCC3/UQCR10/UQCR11/UQCRFS1/UQCRQ"
"nucleotide biosynthetic process",7.49239219172571e-06,"ADK/AK6/AK7/ANTKMT/APRT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DCK/DGUOK/DNAJC30/DTYMK/FLAD1/GART/GUK1/HPRT1/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NNMT/PRPS2/PRPSAP1/RRM1/SDHD/STOML2/UMPS/UQCC3"
"methylation",8.13541489965881e-06,"ANTKMT/BCDIN3D/CAMKMT/CMTR2/COMT/COMTD1/COQ5/DIMT1/EEF1AKMT1/EEF1AKMT3/EEF1AKMT4/EEF2KMT/FDXACB1/GAMT/HENMT1/METTL13/METTL18/METTL23/METTL5/MGMT/MRM1/MRM3/MTO1/N6AMT1/NNMT/NSUN5/PCMT1/PEMT/PRMT1/PRMT6/SMYD3/SNRPB/SNRPG/SUV39H1/TFB1M/TRMT10C/TRMT112/TRMT2A/TRMT5"
"proton motive force-driven mitochondrial ATP synthesis",1.17612921530876e-05,"ANTKMT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5ME/ATP5PF/DNAJC30/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/SDHD/STOML2"
"RNA 5'-end processing",1.29907126490215e-05,"ABT1/CMTR2/PNPT1/POP4/POP5/POP7/RPP25/RPP25L/RPP38/RPP40/SNRPB/SNRPG/TBL3/TRMT10C"
"purine nucleoside triphosphate biosynthetic process",1.35813410752126e-05,"ADK/ANTKMT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DNAJC30/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/SDHD/STOML2/UQCC3"
"ribose phosphate biosynthetic process",1.48718542210318e-05,"ADK/ANTKMT/APRT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DCK/DNAJC30/GART/GUK1/HPRT1/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/PRPS2/PRPSAP1/SDHD/STOML2/UMPS/UQCC3"
"proton motive force-driven ATP synthesis",1.7749417622485e-05,"ANTKMT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DNAJC30/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/SDHD/STOML2"
"nucleoside triphosphate biosynthetic process",2.59351401353218e-05,"ADK/ANTKMT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DNAJC30/DTYMK/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/SDHD/STOML2/UQCC3"
"cytochrome complex assembly",3.33476675584319e-05,"COA3/COA6/COA8/COX14/COX16/FASTKD3/HCCS/SCO2/TIMM21/TMEM223/UQCC3/UQCC4/UQCC6/UQCRFS1"
"purine ribonucleoside triphosphate biosynthetic process",3.95612811638156e-05,"ANTKMT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DNAJC30/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/SDHD/STOML2/UQCC3"
"purine nucleotide biosynthetic process",4.87245996842386e-05,"ADK/ANTKMT/APRT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DCK/DGUOK/DNAJC30/GART/GUK1/HPRT1/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NNMT/PRPS2/PRPSAP1/SDHD/STOML2/UQCC3"
"ribonucleotide biosynthetic process",5.07238637807531e-05,"ADK/ANTKMT/APRT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DCK/DNAJC30/GART/GUK1/HPRT1/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/SDHD/STOML2/UMPS/UQCC3"
"nucleoside triphosphate metabolic process",6.0794498845194e-05,"ADK/ANTKMT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/BAD/COL6A1/DCTPP1/DGUOK/DNAJC30/DTYMK/EFL1/GALK1/GIMAP7/GUK1/JMJD8/LDHA/MLST8/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NT5E/PFKL/RAN/SDHD/STOML2/TSPO/UQCC3"
"purine ribonucleotide biosynthetic process",6.57783607911768e-05,"ADK/ANTKMT/APRT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DNAJC30/GART/GUK1/HPRT1/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/SDHD/STOML2/UQCC3"
"ribonucleoside triphosphate biosynthetic process",8.1526489615851e-05,"ANTKMT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DNAJC30/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/SDHD/STOML2/UQCC3"
"purine nucleotide metabolic process",8.21424123675946e-05,"ADK/ANTKMT/APRT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/BAD/COL6A1/DCK/DCXR/DGUOK/DNAJC30/DNPH1/EFL1/GALK1/GART/GIMAP7/GUK1/HPRT1/IDH2/JMJD8/LDHA/LDHB/MDH1/MDH2/MLST8/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NNMT/NQO1/NT5C/NT5E/NUDT3/PFKL/PRPS2/PRPSAP1/RAN/RBKS/SDHD/STOML2/SULT1C4/TSPO/UQCC3"
"purine nucleoside triphosphate metabolic process",8.41117855839196e-05,"ADK/ANTKMT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/BAD/COL6A1/DGUOK/DNAJC30/EFL1/GALK1/GIMAP7/GUK1/JMJD8/LDHA/MLST8/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NT5E/PFKL/RAN/SDHD/STOML2/TSPO/UQCC3"
"rRNA modification",0.000252834591636205,"DIMT1/FDXACB1/METTL5/MRM1/MRM3/NHP2/NSUN5/RPUSD1/RPUSD2/TFB1M/TRMT112/TSR3"
"NADH dehydrogenase complex assembly",0.000252834591636205,"DMAC1/DMAC2/NDUFA8/NDUFAB1/NDUFAF3/NDUFAF4/NDUFAF8/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/TIMM21"
"mitochondrial respiratory chain complex I assembly",0.000252834591636205,"DMAC1/DMAC2/NDUFA8/NDUFAB1/NDUFAF3/NDUFAF4/NDUFAF8/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/TIMM21"
"ATP biosynthetic process",0.000270785732954598,"ANTKMT/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/DNAJC30/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/SDHD/STOML2/UQCC3"
"ribose phosphate metabolic process",0.000320262419320228,"ADK/ANTKMT/APRT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/BAD/COL6A1/DCK/DNAJC30/DPYS/EFL1/GALK1/GART/GIMAP7/GUK1/HPRT1/JMJD8/LDHA/MLST8/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NT5C/NT5E/NUDT3/PFKL/PRPS2/PRPSAP1/RAN/SDHD/STOML2/SULT1C4/TSPO/UMPS/UQCC3"
"mitochondrial transport",0.000320262419320228,"ACAA2/ALKBH7/ATP5IF1/BAD/CCDC51/CHCHD4/COL6A1/CPT2/DNAJC19/MCUB/MDH1/MDH2/MRPL18/MRS2/MTCH2/MTX2/PNPT1/RHOT2/ROMO1/SAMM50/SLC25A1/SLC25A22/SLC25A23/STPG1/TIMM13/TIMM21/TIMM22/TIMM23/TIMM8B/TMEM102/TMEM14A"
"tRNA 5'-end processing",0.000326871634815609,"POP4/POP5/POP7/RPP25/RPP25L/RPP38/RPP40/TRMT10C"
"macromolecule methylation",0.000542718438329697,"ANTKMT/BCDIN3D/DIMT1/EEF1AKMT1/EEF1AKMT3/EEF2KMT/FDXACB1/HENMT1/METTL18/METTL5/MRM1/MRM3/MTO1/N6AMT1/NSUN5/PCMT1/PRMT1/PRMT6/SNRPB/SNRPG/TFB1M/TRMT10C/TRMT112/TRMT5"
"purine ribonucleoside triphosphate metabolic process",0.000597683426847434,"ANTKMT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/BAD/COL6A1/DNAJC30/EFL1/GALK1/GIMAP7/JMJD8/LDHA/MLST8/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NT5E/PFKL/RAN/SDHD/STOML2/TSPO/UQCC3"
"tRNA 5'-leader removal",0.000683271174910266,"POP4/POP5/POP7/RPP25/RPP25L/RPP38/RPP40"
"mitochondrial ribosome assembly",0.000683271174910266,"DDX28/DHX30/MCAT/MPV17L2/MRPS2/MTERF3/NOA1"
"glycosyl compound metabolic process",0.000697477097571681,"ADK/AKR1B1/AKR7A2/APOBEC3C/APOBEC3G/APRT/DGUOK/DNPH1/DTYMK/HPRT1/MACROD1/NME4/NT5E/QNG1/SLC34A1/SULT1C4/TYW1B"
"ribonucleotide metabolic process",0.000733910585057624,"ADK/ANTKMT/APRT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/BAD/COL6A1/DCK/DNAJC30/DPYS/EFL1/GALK1/GART/GIMAP7/GUK1/HPRT1/JMJD8/LDHA/MLST8/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NT5C/NT5E/NUDT3/PFKL/RAN/SDHD/STOML2/SULT1C4/TSPO/UMPS/UQCC3"
"ribonucleoside triphosphate metabolic process",0.000938798114465888,"ANTKMT/ARL2/ATP5F1B/ATP5F1D/ATP5IF1/ATP5MC3/ATP5ME/ATP5PF/BAD/COL6A1/DNAJC30/EFL1/GALK1/GIMAP7/JMJD8/LDHA/MLST8/NDUFA8/NDUFAB1/NDUFB10/NDUFB11/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NDUFS7/NDUFS8/NME3/NME4/NME7/NT5E/PFKL/RAN/SDHD/STOML2/TSPO/UQCC3"
"respiratory chain complex IV assembly",0.000969819313616762,"COA3/COA6/COA8/COX14/COX16/FASTKD3/SCO2/TIMM21/TMEM223/UQCC6"
"tRNA modification",0.000969819313616762,"ALKBH1/ANKRD16/BCDIN3D/CTU1/DUS1L/ELP3/ELP4/ELP5/GON7/MOCS3/MTO1/OSGEPL1/PUS3/PUSL1/QNG1/TRMT10C/TRMT112/TRMT5/TYW1B"
