"Pathway","Adjusted_Pvalue","Genes"
"RNA methyltransferase activity",0.000127533492014828,"ALKBH8/BCDIN3D/BUD23/CMTR2/DIMT1/EMG1/FDXACB1/FTSJ1/FTSJ3/HENMT1/LCMT2/METTL1/METTL14/METTL15/METTL15P1/METTL2A/METTL4/METTL5/METTL6/MRM1/MRM3/NSUN2/NSUN5/PCIF1/TFB1M/TFB2M/TGS1/TRMT1/TRMT10A/TRMT10C/TRMT11/TRMT13/TRMT1L/TRMT2A/TRMT44/TRMT5/TRMT61A/TRMT61B/ZCCHC4"
"metal cluster binding",0.000158246422080955,"ABCE1/ACO1/ACO2/CDKAL1/CIAO3/CIAPIN1/CISD1/CISD2/CISD3/DPH2/ELP3/EXO5/FDX1/FDX2/FECH/GLRX3/GLRX5/GSTP1/ISCA2/ISCU/MOCS1/NDUFS2/NDUFS7/NDUFS8/NDUFV1/NFS1/NFU1/NTHL1/NUBP1/NUBP2/NUBPL/POLD1/PPAT/PRIM2/RFESD/RSAD1/RSAD2/SDHB/SLC25A39/TYW1/TYW1B/UQCRFS1/UQCRFS1P1"
"proton transmembrane transporter activity",0.000196428205247855,"ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MG/ATP5MGL/ATP5PB/ATP5PD/ATP5PF/ATP5PO/ATP6V0A4/ATP6V0D2/ATP6V0E1/ATP6V0E2/ATP6V1D/ATP6V1E1/ATP6V1F/ATP6V1G1/ATP6V1H/COX5A/COX5B/COX8A/CTNS/CYB5A/CYC1/GHITM/LETM1/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NNT/SLC15A1/SLC16A1/SLC17A5/SLC25A12/SLC25A22/SLC25A4/SLC2A13/SLC30A5/SLC30A8/SLC36A2/SLC38A3/SLC38A5/SLC45A1/SLC45A2/SLC47A1/SLC4A11/SLC9A6/SLC9B2/SURF1/TCIRG1/UCP2/UQCR10/UQCRC1/UQCRFS1/UQCRFS1P1"
"methyltransferase activity",0.000226345879681803,"ALKBH8/ANTKMT/ARMT1/ASMTL/BCDIN3D/BUD23/CAMKMT/CARNMT1/CMTR2/COMT/COMTD1/COQ3/COQ5/CSKMT/DIMT1/EEF1AKMT1/EEF1AKMT3/EEF1AKMT4/EEF2KMT/EHMT2/EMG1/FAM86C2P/FDXACB1/FTSJ1/FTSJ3/GAMT/HENMT1/ICMT/KMT5C/LCMT1/LCMT2/METTL1/METTL13/METTL14/METTL15/METTL15P1/METTL18/METTL21A/METTL23/METTL24/METTL25/METTL2A/METTL4/METTL5/METTL6/MGMT/MRM1/MRM3/N6AMT1/NDUFAF7/NSUN2/NSUN5/NTMT1/NTMT2/PCIF1/PCMT1/PEMT/PNMT/PRDM12/PRDM13/PRDM14/PRMT1/PRMT2/PRMT3/PRMT5/PRMT6/PRMT7/PRMT9/SETD3/SETD4/SETDB2/SETMAR/SMYD2/SMYD3/SMYD4/SUV39H1/TFB1M/TFB2M/TGS1/TRMT1/TRMT10A/TRMT10C/TRMT11/TRMT112/TRMT13/TRMT1L/TRMT2A/TRMT44/TRMT5/TRMT61A/TRMT61B/ZCCHC4"
"oxidoreductase activity, acting on NAD(P)H",0.000226345879681803,"AIFM1/AIFM2/CBR1/CBR3/CRYZ/CRYZL1/CYB5R1/CYB5R3/CYBA/DCXR/MIOX/MTRR/NDOR1/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NNT/NOX1/NQO1/POR/RNLS/RTN4IP1"
"iron-sulfur cluster binding",0.000226345879681803,"ABCE1/ACO1/ACO2/CDKAL1/CIAO3/CIAPIN1/CISD1/CISD2/CISD3/DPH2/ELP3/EXO5/FDX1/FDX2/FECH/GLRX3/GLRX5/ISCA2/ISCU/MOCS1/NDUFS2/NDUFS7/NDUFS8/NDUFV1/NFS1/NFU1/NTHL1/NUBP1/NUBP2/NUBPL/POLD1/PPAT/PRIM2/RFESD/RSAD1/RSAD2/SDHB/SLC25A39/TYW1/TYW1B/UQCRFS1/UQCRFS1P1"
"snoRNA binding",0.000422215324261476,"BMS1/BYSL/HEATR1/IMP3/IMP4/ISG20/NHP2/NOP14/NOP56/NOP58/NUDT1/NUDT16L1/NUDT5/NUDT7/NUFIP1/RRP9/SNU13/TBL3/UTP25/UTP6/WDR3/XRCC5"
"4 iron, 4 sulfur cluster binding",0.000426352161415241,"ABCE1/ACO1/ACO2/CDKAL1/CIAO3/CIAPIN1/DPH2/ELP3/EXO5/ISCA2/MOCS1/NDUFS2/NDUFS7/NDUFS8/NDUFV1/NFU1/NTHL1/NUBP1/NUBP2/NUBPL/POLD1/PPAT/PRIM2/RSAD1/RSAD2/SDHB/TYW1/TYW1B"
"tRNA binding",0.000585040565434689,"AARS1/AARS2/ALKBH1/ALKBH8/C6orf52/CARS1/CTU1/CTU2/DALRD3/DARS2/DTD1/EARS2/EEFSEC/ELP3/ELP5/FARS2/FARSA/GTSF1/HSD17B10/IARS2/IFIT5/IGHMBP2/KARS1/METTL1/MRPS27/MTRES1/MTRFR/NAT10/NSUN2/RARS1/SARS1/SSB/TARS1/TRMT1/TRMT10A/TRMT10C/TRMT11/TRMT1L/TRMU/TRNAU1AP/XPOT/YARS1/YARS2"
"MHC protein binding",0.000940640396998693,"ATP5F1A/ATP5F1B/BCAP31/CD4/CD81/CD8A/CD8B/CD8B2/DERL1/FCRL6/KIR2DS4/KIR3DL2/KLRD1/KLRK1/LAG3/TAP1/TAPBP/TRAV19/TRAV29DV5/TRAV8-4/TRBV12-3/TRBV7-9/TRGV3/TRGV9/TUBB4B/VCP"
"S-adenosylmethionine-dependent methyltransferase activity",0.00106180694957708,"ALKBH8/ANTKMT/ARMT1/BUD23/CAMKMT/CARNMT1/CMTR2/COMT/COMTD1/COQ3/CSKMT/DIMT1/EEF1AKMT1/EEF1AKMT3/EEF1AKMT4/EEF2KMT/EHMT2/EMG1/FDXACB1/FTSJ1/FTSJ3/GAMT/ICMT/KMT5C/LCMT1/METTL1/METTL13/METTL14/METTL15/METTL15P1/METTL18/METTL21A/METTL23/METTL2A/METTL4/METTL5/METTL6/MRM1/MRM3/N6AMT1/NDUFAF7/NSUN2/NSUN5/NTMT1/NTMT2/PCIF1/PCMT1/PEMT/PNMT/PRMT1/PRMT2/PRMT3/PRMT5/PRMT6/PRMT7/PRMT9/SETD3/SETD4/SETDB2/SETMAR/SMYD2/SMYD3/SUV39H1/TFB1M/TFB2M/TGS1/TRMT1/TRMT10A/TRMT10C/TRMT11/TRMT1L/TRMT2A/TRMT5/TRMT61A/TRMT61B/ZCCHC4"
"ribonucleoprotein complex binding",0.00178515210695171,"ABCE1/AFG2B/BOP1/C1QBP/CCDC47/CINP/CKAP5/CPEB1/DERL1/DERL2/DHX29/EEFSEC/EFL1/EIF2S1/EIF4A3/EIF5A2/EIF6/ERAL1/ERI1/G3BP1/GEMIN4/GEMIN5/GTPBP6/HABP4/IFIH1/IFRD2/IGHMBP2/LETM1/MAIP1/MALSU1/MRPS27/MTIF3/MTRES1/MTRFR/NCLN/NDUFAB1/NME1/NVL/PELO/PES1/PHF6/PPP1CA/PQBP1/PRMT3/PRMT5/PRMT7/PRPF31/PRPF6/PTCD3/PYM1/RHBDD2/RPLP1/SEC61B/SHFL/SND1/SNRPA/SNRPB/SNRPN/SRP54/SRP68/SRP9/SRPRA/STAU2/TIMM50/TMA16/TMCO1/TMEM147/TMEM223/TOP2B/TTC5/UNG/UQCC5/YBX3/YTHDF1/ZC3H12A/ZNF598/ZNF622"
"O-methyltransferase activity",0.00495727715991761,"ARMT1/ASMTL/BCDIN3D/CMTR2/COMT/COMTD1/COQ3/FTSJ1/FTSJ3/HENMT1/ICMT/LCMT1/MRM1/MRM3/PCMT1/TRMT13"
"RNA polymerase III activity",0.00687856321063462,"POLR1C/POLR2E/POLR2F/POLR2H/POLR2K/POLR2L/POLR3A/POLR3B/POLR3K"
"catalytic activity, acting on a rRNA",0.00952986086089088,"BUD23/DIMT1/EMG1/FDXACB1/FTSJ3/METTL15/METTL15P1/METTL5/MRM1/MRM3/NSUN5/TFB1M/TFB2M/TRMT61B/TSR3/ZCCHC4"
"oxidoreductase activity, acting on the CH-CH group of donors",0.00952986086089088,"ACAD11/ACAD8/ACAD9/ACADM/ACADS/ACADSB/ACOX3/AKR1D1/BDH2/BLVRB/CPOX/CRAT/CYP2S1/DECR2/DHCR24/DHCR7/DHDH/DUS1L/GCDH/IVD/MECR/PECR/PPOX/PTGES2/RSAD1/SDHA/SDHB/SDHD/TECR/TECRL/TM7SF2"
"3'-5' exonuclease activity",0.0165531385507582,"APEX2/APLF/CNOT7/CNOT8/DIS3L/ERI1/ERI3/EXD2/EXD3/EXO5/EXOSC10/EXOSC3/EXOSC5/ISG20/NME1/NME5/NME7/PARN/PNLDC1/PNPT1/POLD1/POLG/POLRMT/RAD1/RAD50/REXO2/REXO4/TATDN1/TREX2/TRIR"
"rRNA methyltransferase activity",0.0201640563431396,"BUD23/DIMT1/EMG1/FDXACB1/FTSJ3/METTL15/METTL15P1/METTL5/MRM1/MRM3/NSUN5/TFB1M/TFB2M/TRMT61B/ZCCHC4"
"nucleoside kinase activity",0.0227158045166661,"ADK/CMPK1/DCK/DGUOK/NMRK1/TK1/UCK1/UCK2/UCKL1"
"DNA-directed 5'-3' RNA polymerase activity",0.0227158045166661,"MED20/POLR1B/POLR1C/POLR1H/POLR2E/POLR2F/POLR2H/POLR2I/POLR2K/POLR2L/POLR3A/POLR3B/POLR3C/POLR3H/POLR3K/POLRMT/PRIM1/PRIMPOL"
"isomerase activity",0.0278502874852372,"AIP/ALOX12B/BLM/BPGM/CRELD2/CYP2J2/CYP2S1/DDX31/DEGS1/EBP/EBPL/ECH1/ECHS1/ECI1/ECI2/EHHADH/ENOPH1/ERCC3/ERP44/FAHD1/FAHD2B/FBH1/FKBP1B/FKBP3/FKBP4/FKBP5/FKBP7/FKBP8/FUOM/GALE/GALM/GFUS/GNPDA1/ISYNA1/KATNA1/MCEE/MIF/MMUT/MPI/MRI1/NAXE/PDIA4/PDIA6/PGM1/PGM2L1/PIGK/PIN1/PIN4/PMM1/PPIAL4A/PPIAL4H/PPID/PPIE/PPIL1/PTGES/PTGES2/PTGES3/PUS3/PUS7/PUSL1/RECQL/RECQL4/RECQL5/RPE/RPEL1/RPUSD1/RPUSD2/RPUSD3/THAP4/TMX1/TOP2B/TPI1/TRUB1/TRUB2"
"cullin family protein binding",0.0293467648122789,"ANAPC11/BTBD1/CCDC22/DCUN1D4/DDB1/GMCL2/KCTD17/KCTD21/KCTD5/KCTD6/KLHL13/KLHL21/KLHL9/PRKN/RBX1/RNF7"
"exonuclease activity",0.0330456752984775,"APEX2/APLF/APTX/CNOT7/CNOT8/CPSF3/DCLRE1A/DCLRE1B/DDX1/DIS3L/ERI1/ERI3/EXD2/EXD3/EXO5/EXOSC10/EXOSC3/EXOSC5/FEN1/ISG20/NME1/NME5/NME7/PARN/PLD4/PNLDC1/PNPT1/POLD1/POLG/POLRMT/RAD1/RAD50/REXO2/REXO4/TATDN1/TDP1/TREX2/TRIR/ZC3H12A"
"catalytic activity, acting on DNA",0.0381785938389125,"ALKBH1/ALKBH2/ALKBH3/ALKBH4/APEX2/APLF/APTX/ASTE1/BLM/CHTF18/DCLRE1A/DCLRE1B/DDX1/DHX30/DNASE1L2/DNASE2/ENDOG/ENDOV/ERCC3/ERCC6L2/EXD2/EXO5/FBH1/FEN1/FTO/G3BP1/HELQ/HLTF/IGHMBP2/ISG20/MBD4/MCM3/MCM5/MCM6/METTL4/MGMT/MLH1/MPG/MSH2/MSH3/MSH6/MUS81/N6AMT1/NAV2/NEIL2/NME1/NTHL1/PCNA/PLD4/PMS1/PMS2P3/POLD1/POLE3/POLE4/POLG/POLH/POLL/PRIMPOL/PTGES3/RAD1/RAD17/RAD50/RAD51B/RAD51C/RAD54B/RBBP4/RECQL/RECQL4/RECQL5/REXO2/RFC2/RFC4/RFC5/RUVBL1/RUVBL2/SETMAR/SMARCA1/SMARCA4/SMARCA5/SMARCAD1/SMARCAL1/SMUG1/TATDN1/TDP1/TERF2/THAP9/TOP2B/TREX2/UNG/UPF1/VPS72/WAPL/WRNIP1/XRCC1/XRCC5/XRCC6/ZRANB3"
"nucleotidyltransferase activity",0.0422298787412751,"ART3/CMAS/COASY/CTU1/CTU2/FICD/FLAD1/FPGT/GMPPB/GPHN/KARS1/MED20/MOCS3/NMNAT3/NUDT5/OAS1/OAS2/PAPOLG/PARP1/PARP10/PARP12/PARP16/PARP2/PARP3/PARP4/PCYT2/PNPT1/POLD1/POLE3/POLE4/POLG/POLH/POLL/POLR1B/POLR1C/POLR1H/POLR2E/POLR2F/POLR2H/POLR2I/POLR2K/POLR2L/POLR3A/POLR3B/POLR3C/POLR3H/POLR3K/POLRMT/PRIM1/PRIMPOL/PTGES3/RNGTT/RPAP1/SELENOO/SIRT4/TAMM41/TENT5B/TERF2/TUT1/UAP1/UGP2"
"tRNA methyltransferase activity",0.0422298787412751,"ALKBH8/BCDIN3D/FTSJ1/LCMT2/METTL1/METTL2A/METTL6/NSUN2/TRMT1/TRMT10A/TRMT10C/TRMT11/TRMT13/TRMT1L/TRMT2A/TRMT44/TRMT5/TRMT61A/TRMT61B"
"proton-transporting ATP synthase activity, rotational mechanism",0.0422298787412751,"ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5ME/ATP5MF/ATP5MG/ATP5MGL/ATP5PB/ATP5PD/ATP5PF/ATP5PO"
"NAD binding",0.0422298787412751,"ALDH1B1/BDH2/CRYL1/CTBP1/CYB5R3/EHHADH/GRHPR/HADH/HIBADH/HSD17B8/IDH1/IDH2/IDH3B/LDHB/ME1/NDUFS2/NDUFV1/NNT/PARP1/PHGDH/QDPR/RNLS/SIRT3/SIRT4/SIRT5/UGDH/UXS1"
"nucleobase-containing compound kinase activity",0.0422298787412751,"ADK/AK1/AK3/AK6/AK7/AK9/CASK/CMPK1/CMPK2/DCK/DGUOK/DTYMK/GUK1/NME1/NME3/NME4/NME5/NME6/NMRK1/TK1/UCK1/UCK2/UCKL1"
"RNA polymerase I activity",0.0422298787412751,"POLR1B/POLR1C/POLR1H/POLR2E/POLR2F/POLR2H/POLR2K/POLR2L"
"5'-3' RNA polymerase activity",0.0422298787412751,"MED20/POLR1B/POLR1C/POLR1H/POLR2E/POLR2F/POLR2H/POLR2I/POLR2K/POLR2L/POLR3A/POLR3B/POLR3C/POLR3H/POLR3K/POLRMT/PRIM1/PRIMPOL"
"RNA polymerase activity",0.0422298787412751,"MED20/POLR1B/POLR1C/POLR1H/POLR2E/POLR2F/POLR2H/POLR2I/POLR2K/POLR2L/POLR3A/POLR3B/POLR3C/POLR3H/POLR3K/POLRMT/PRIM1/PRIMPOL"
"acyl-CoA dehydrogenase activity",0.0422298787412751,"ACAD11/ACAD8/ACAD9/ACADM/ACADS/ACADSB/GCDH/IVD/TECR"
"arginine N-methyltransferase activity",0.0422298787412751,"METTL23/NDUFAF7/PRMT1/PRMT2/PRMT3/PRMT5/PRMT6/PRMT7/PRMT9"
"protein-arginine N-methyltransferase activity",0.0422298787412751,"METTL23/NDUFAF7/PRMT1/PRMT2/PRMT3/PRMT5/PRMT6/PRMT7/PRMT9"
"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",0.0422298787412751,"ACAD11/ACAD8/ACAD9/ACADM/ACADS/ACADSB/GCDH/IVD/TECR"
"DNA exonuclease activity, producing 5'-phosphomonoesters",0.0422298787412751,"APEX2/APTX/DCLRE1A/DCLRE1B/EXD2/EXO5/FEN1/ISG20/PLD4/POLD1/POLG/RAD1/REXO2/TATDN1/TREX2"
"primary active transmembrane transporter activity",0.054641305374085,"ABCA3/ABCB1/ABCB6/ABCB8/ABCC9/ABCD2/ABCD3/ABCG2/ABCG5/ATP13A1/ATP13A2/ATP1A2/ATP2B2/ATP2B3/ATP5F1B/ATP6V0A4/ATP6V0D2/ATP6V0E1/ATP6V0E2/ATP6V1D/ATP6V1E1/ATP6V1F/ATP6V1G1/ATP6V1H/COX5A/COX5B/COX8A/CYB561D2/CYB5A/CYC1/KCNJ11/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NNT/SURF1/TAP1/TCIRG1/UQCR10/UQCRC1/UQCRFS1/UQCRFS1P1"
"damaged DNA binding",0.05664643806626,"APTX/BLM/DCLRE1A/DCLRE1B/DDB1/ERCC3/FANCG/FEN1/H2AX/HMCES/KDM4D/MPG/MSH2/MSH6/NEIL2/NTHL1/PARP1/PARP2/PCNA/POLD1/POLH/POT1/RAD1/RAD23A/RECQL4/RPA1/RPA2/RPA3/UNG/XPA/XPC/XRCC1/XRCC5/XRCC6"
"2 iron, 2 sulfur cluster binding",0.05664643806626,"CIAPIN1/CISD1/CISD2/CISD3/FDX1/FDX2/FECH/GLRX5/ISCA2/ISCU/NFU1/RFESD/SDHB/SLC25A39/UQCRFS1/UQCRFS1P1"
"ligase activity, forming carbon-nitrogen bonds",0.0603914688620524,"ADSS2/ASNSD1/CAD/CTPS2/GART/GATB/GCLM/GHDC/GMPS/GSS/HLCS/MCCC1/MTHFD1L/MTHFS/NAPRT/PFAS/PPCS/QRSL1/RIMKLA/TPGS1/TTLL1/TTLL10/TTLL5/TTLL7"
"DNA exonuclease activity",0.0655917215243783,"APEX2/APTX/DCLRE1A/DCLRE1B/EXD2/EXO5/FEN1/ISG20/PLD4/POLD1/POLG/RAD1/REXO2/TATDN1/TREX2"
"nucleoside diphosphate kinase activity",0.0700242484518257,"AK1/AK7/AK9/CMPK1/CMPK2/DTYMK/NME1/NME3/NME4/NME5/NME6"
"phosphatidic acid binding",0.0759293786561173,"ATP13A2/CIDEC/COMMD1/DEPTOR/GSDMD/MAPKAP1/MICALL1/OPA1/PITPNC1/PITPNM1/PLCD1/PLEKHN1/PLTP/UQCC3"
"ubiquitin-protein transferase regulator activity",0.0868960657259079,"BMI1/BTRC/CBX8/CDC20B/CDKN2A/FBXO5/FZR1/GLMN/HTRA2/OTUB1/PARK7/PEX12/PIN1/RBCK1/RPS15/TRIB3/UBE2L3/UBE2N"
