"Pathway","Adjusted_Pvalue","Genes"
"NADH dehydrogenase complex",2.91420876938499e-07,"NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/WDR93"
"respiratory chain complex I",2.91420876938499e-07,"NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/WDR93"
"mitochondrial intermembrane space",3.14363265447703e-07,"AIFM1/ARL2/ARL2BP/CEP89/CHCHD10/CHCHD2/CHCHD4/CHCHD5/CHCHD7/CIAPIN1/COA4/COA6/COX17/COX19/COX5A/COX6C/CPOX/CYCS/GATM/GOLPH3/HAX1/HTRA2/IMMT/MICU2/NBR1/NDUFA8/NDUFB7/NDUFS5/NME4/OMA1/OPA1/PANK2/PARK7/PINK1/PNPT1/PPOX/REXO2/SDHAF3/SIRT5/SOD1/STMP1/STOML2/THOP1/TIMM13/TIMM21/TIMM23/TIMM29/TIMM8B/TIMM9/TRIAP1/UQCC2"
"oxidoreductase complex",3.85980154389694e-06,"ABHD11/BCKDHA/BCKDHB/BCKDK/BCS1L/COX5A/COX5B/COX6A1/COX7A2/COX7A2P2/COX8A/CYB5B/CYB5R3/CYBA/CYC1/DLAT/DLD/GCSH/HSD17B8/IDH3B/KGD4/LDHA/LDHB/METTL4/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NOX1/NOXA1/NOXO1/PDHA1/PDHB/PDHX/PDK2/RRM1/RRM2/SDHA/SDHB/SDHD/UQCR10/UQCRC1/UQCRFS1/UQCRFS1P1/UQCRQ/WDR93"
"organelle envelope lumen",5.87879980590925e-06,"AIFM1/ARL2/ARL2BP/CACYBP/CEP89/CHCHD10/CHCHD2/CHCHD4/CHCHD5/CHCHD7/CIAPIN1/COA4/COA6/COX17/COX19/COX5A/COX6C/CPOX/CYCS/GATM/GOLPH3/HAX1/HTRA2/IMMT/MICU2/NBR1/NDUFA8/NDUFB7/NDUFS5/NME4/OMA1/OPA1/PANK2/PARK7/PINK1/PNPT1/PPOX/PTGES/REXO2/SDHAF3/SIRT5/SOD1/STMP1/STOML2/THOP1/TIMM13/TIMM21/TIMM23/TIMM29/TIMM8B/TIMM9/TRIAP1/UQCC2"
"ciliary transition zone",6.3199118276362e-05,"ARL3/BBS4/BBS9/CEP131/CETN2/CETN3/CFAP53/CPLANE1/CPLANE2/DYNC2LI1/FAM161A/IFT140/IFT52/IFT57/IQCB1/KIAA1549/KIFAP3/LCA5/MACIR/MKS1/NEK4/NPHP1/PCM1/POC5/RPGRIP1L/SEPTIN2/SPATA7/TBCC/TMEM107/TMEM17/TMEM216/TMEM231/TMEM237/TMEM67/TMEM80/TRAF3IP1/TSGA10IP/TTC8/USH2A/WDR19/WHRN"
"ribosomal subunit",0.000113869746350662,"AURKAIP1/CHCHD1/DHX29/GADD45GIP1/LARP4/MPV17L2/MRPL1/MRPL10/MRPL11/MRPL12/MRPL13/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL27/MRPL28/MRPL3/MRPL30/MRPL32/MRPL33/MRPL34/MRPL35/MRPL36/MRPL37/MRPL39/MRPL4/MRPL40/MRPL41/MRPL43/MRPL45/MRPL46/MRPL47/MRPL48/MRPL49/MRPL50/MRPL51/MRPL52/MRPL55/MRPL57/MRPL58/MRPS10/MRPS11/MRPS12/MRPS14/MRPS16/MRPS17/MRPS18A/MRPS18B/MRPS18C/MRPS2/MRPS21/MRPS22/MRPS23/MRPS26/MRPS27/MRPS28/MRPS30/MRPS31/MRPS33/MRPS34/MRPS35/MRPS6/MRPS7/MRPS9/PTCD3/RPL26L1/RPL36/RPL39L/RPLP1/RPS15/RPS19/RPS2/RPS27L/ZCCHC17"
"90S preribosome",0.0001499768915477,"BOP1/HEATR1/IMP3/IMP4/KRI1/MPHOSPH10/NOC2L/NOC4L/NOP14/PES1/RRP36/RRP7A/SLX9/SRFBP1/TBL3/UTP18/UTP6/WDR3/WDR36"
"endopeptidase complex",0.000272983678251942,"ADRM1/CAPN2/CFH/CRADD/GPAA1/HSPB1/HTRA2/IMMP2L/PAAF1/PIDD1/PIGK/PIGS/PIGU/PMPCA/PSMA1/PSMA5/PSMA7/PSMA8/PSMB1/PSMB10/PSMB3/PSMB5/PSMB6/PSMB8/PSMB9/PSMC2/PSMC3/PSMC4/PSMC5/PSMD1/PSMD10/PSMD13/PSMD14/PSMD2/PSMD4/PSMD5/PSMD8/PSME1/PSME3/PSMF1/RAD23A/SEC11C/SPCS1/SPCS2/UBE3A/UCHL5/USP14/VCP/ZFAND2B"
"preribosome",0.000276912050107209,"BMS1/BOP1/BYSL/C1orf131/DCAF13/DIMT1/DNTTIP2/EBNA1BP2/EMG1/EXOSC10/FTSJ3/HEATR1/IMP3/IMP4/KRI1/MAK16/MPHOSPH10/MRTO4/NAT10/NOC2L/NOC4L/NOL7/NOP14/NOP56/NOP58/PES1/PIN4/RCL1/RIOK1/RIOK2/RPS19/RPS19BP1/RRP1/RRP1B/RRP36/RRP7A/RRP9/SLX9/SNU13/SRFBP1/TBL3/UTP11/UTP14A/UTP18/UTP25/UTP4/UTP6/WDR3/WDR36/WDR46/XRCC5/ZNF622"
"protein folding chaperone complex",0.000276912050107209,"BAG2/CCDC47/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/DNAAF2/DNAJC9/HSF1/HSPA8/PDRG1/PFDN2/PIH1D2/PPP5C/PSMG1/PSMG2/PTGES3/RUVBL1/RUVBL2/SDF2/SDF2L1/STIP1/STUB1/UXT"
"manchette",0.000315653914142719,"CCDC42/CEP131/CFAP221/CFAP53/IFT88/IQCG/LZTFL1/MEIG1/PACRG/RAN/RIMBP3/RIMBP3B/RIMBP3C/SNAPIN/SPEF2/SPMIP6/STK33/STRBP"
"proteasome complex",0.000380491536355254,"ADRM1/HSPB1/PAAF1/PSMA1/PSMA5/PSMA7/PSMA8/PSMB1/PSMB10/PSMB3/PSMB5/PSMB6/PSMB8/PSMB9/PSMC2/PSMC3/PSMC4/PSMC5/PSMD1/PSMD10/PSMD13/PSMD14/PSMD2/PSMD4/PSMD5/PSMD8/PSME1/PSME3/PSMF1/RAD23A/UBE3A/UCHL5/USP14/VCP/ZFAND2B"
"peptidase complex",0.000406512440201293,"ADRM1/CAPN2/CFH/CRADD/GPAA1/HSPB1/HTRA2/IMMP2L/PAAF1/PIDD1/PIGK/PIGS/PIGU/PMPCA/PSMA1/PSMA5/PSMA7/PSMA8/PSMB1/PSMB10/PSMB3/PSMB5/PSMB6/PSMB8/PSMB9/PSMC2/PSMC3/PSMC4/PSMC5/PSMD1/PSMD10/PSMD13/PSMD14/PSMD2/PSMD4/PSMD5/PSMD8/PSME1/PSME3/PSMF1/RAD23A/SEC11C/SF3B3/SF3B5/SGF29/SPCS1/SPCS2/SUPT20H/SUPT3H/TADA1/TADA2A/TADA3/TAF12/TAF6/TAF6L/UBE3A/UCHL5/USP14/VCP/ZFAND2B"
"U2-type precatalytic spliceosome",0.000432122601562342,"BUD13/CWC22/DHX16/EFTUD2/IK/LSM2/LSM3/LSM4/LSM5/LSM6/MAGOHB/MFAP1/PRPF31/PRPF38A/PRPF4/PRPF6/RNF113A/SART1/SF3A2/SF3A3/SF3B3/SF3B4/SF3B5/SNRPB/SNRPD2/SNRPE/SNRPG/SNU13/TXNL4A"
"U2-type spliceosomal complex",0.000436775099160573,"BCAS2/BUD13/CCDC12/CDC5L/CWC22/DHX16/EFTUD2/EIF4A3/GCFC2/IK/LSM2/LSM3/LSM4/LSM5/LSM6/LUC7L/MAGOHB/MFAP1/PLRG1/PPIE/PPIL1/PRPF31/PRPF38A/PRPF4/PRPF40B/PRPF6/RBM8A/RNF113A/SART1/SF3A2/SF3A3/SF3B3/SF3B4/SF3B5/SNRNP40/SNRPB/SNRPC/SNRPD2/SNRPE/SNRPG/SNRPN/SNU13/SNW1/TFIP11/TXNL4A/YJU2/YJU2B"
"ribosome",0.000459008135120455,"ABCE1/ASCC2/AURKAIP1/CHCHD1/DHX29/FUBP3/GADD45GIP1/GCN1/GSPT1/HBS1L/LARP4/MPV17L2/MRPL1/MRPL10/MRPL11/MRPL12/MRPL13/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL27/MRPL28/MRPL3/MRPL30/MRPL32/MRPL33/MRPL34/MRPL35/MRPL36/MRPL37/MRPL39/MRPL4/MRPL40/MRPL41/MRPL43/MRPL45/MRPL46/MRPL47/MRPL48/MRPL49/MRPL50/MRPL51/MRPL52/MRPL55/MRPL57/MRPL58/MRPS10/MRPS11/MRPS12/MRPS14/MRPS16/MRPS17/MRPS18A/MRPS18B/MRPS18C/MRPS2/MRPS21/MRPS22/MRPS23/MRPS26/MRPS27/MRPS28/MRPS30/MRPS31/MRPS33/MRPS34/MRPS35/MRPS6/MRPS7/MRPS9/MT3/MTG1/MTG2/NCK1/OAS1/PELO/PNPT1/PTCD3/RNF14/RNF25/RPL26L1/RPL36/RPL39L/RPLP1/RPS15/RPS19/RPS2/RPS27L/SERP1/SRP68/ZCCHC17/ZNF598"
"inner mitochondrial membrane protein complex",0.000649819373231548,"APOO/CHCHD10/CHCHD3/CHCHD6/DNAJC15/DNAJC19/IMMP2L/IMMT/MCU/MCUB/MICOS10/MICOS13/MICU2/MPC1/MPC2/MTX2/PDSS2/PHB1/ROMO1/SAMM50/SLC25A6/SMDT1/TIMM17B/TIMM21/TIMM22/TIMM23/TIMM29/TIMM50/TIMM9"
"proton-transporting two-sector ATPase complex",0.00126301012832899,"ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MG/ATP5MJ/ATP5MK/ATP5PB/ATP5PD/ATP5PF/ATP5PO/ATP6AP2/ATP6V0A4/ATP6V0D2/ATP6V0E1/ATP6V0E2/ATP6V1D/ATP6V1E1/ATP6V1F/ATP6V1G1/ATP6V1H/CCDC115/TCIRG1/TMEM199"
"SCF ubiquitin ligase complex",0.00132982760539069,"BTRC/CACYBP/CCNF/CKS1B/CKS2/CUL1/CUL2/DAW1/DMAC2/FBH1/FBXL14/FBXL15/FBXL16/FBXL18/FBXL6/FBXO15/FBXO17/FBXO2/FBXO27/FBXO31/FBXO32/FBXO4/FBXO42/FBXO45/FBXO6/FBXO9/FBXW5/RBX1/SPSB1/SPSB2/SPSB3/TMEM183BP/TRIM21/USP47"
"proton-transporting ATP synthase complex",0.00145955414932497,"ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MG/ATP5MJ/ATP5MK/ATP5PB/ATP5PD/ATP5PF/ATP5PO"
"precatalytic spliceosome",0.00145955414932497,"BUD13/CWC22/DHX16/EFTUD2/IK/LSM2/LSM3/LSM4/LSM5/LSM6/MAGOHB/MFAP1/PRPF31/PRPF38A/PRPF4/PRPF6/RNF113A/SART1/SF3A2/SF3A3/SF3B3/SF3B4/SF3B5/SNRPB/SNRPD2/SNRPE/SNRPG/SNU13/TXNL4A"
"nuclear replication fork",0.00145955414932497,"BCAS2/CAMSAP3/CDC5L/MCM3/MUS81/PARP1/PCNA/PLRG1/POLD1/POLD2/PRIM1/PRIM2/RPA1/RPA2/RPA3/SMARCA5/SMARCAD1/SMARCAL1/TIMELESS/TIPIN/TONSL/WDHD1/XPA/ZRANB3"
"endoplasmic reticulum protein-containing complex",0.00162547434208072,"ALG14/AMFR/ARL6IP1/B2M/DAD1/DDOST/DERL1/DPM2/EMC4/EMC6/EMC8/EMC9/EXT2/FAF1/GET1/GET3/GPAA1/HLA-A/HM13/INSIG1/INSIG2/NBAS/OST4/OSTC/PDIA6/PIGC/PIGK/PIGM/PIGP/PIGQ/PIGS/PIGU/RPN1/RPN2/SDF2L1/SEC11C/SEC61B/SELENOS/SPCS1/SPCS2/SREBF2/SRP9/SRPRA/SRPRB/SSR4/STT3A/TAP1/TAPBP/TAPBPL/TMEM258/TRAF2/VCP/ZW10"
"ubiquitin ligase complex",0.00179303499860106,"AMFR/ANAPC10/ANAPC11/ANAPC13/ANAPC16/ANAPC7/ANKRD9/ARMC8/ASB11/ASB4/BABAM2/BARD1/BMI1/BRAP/BRCC3/BTRC/CACYBP/CAND1/CBX8/CCNF/CDC20B/CDC23/CKS1B/CKS2/COMMD1/CRBN/CUL1/CUL2/CUL4A/DAW1/DCAF10/DCAF12/DCAF13/DCAF6/DCAF7/DCUN1D4/DDA1/DDB1/DMAC2/ELOB/FBH1/FBXL14/FBXL15/FBXL16/FBXL18/FBXL6/FBXO15/FBXO17/FBXO2/FBXO21/FBXO27/FBXO31/FBXO32/FBXO4/FBXO42/FBXO45/FBXO6/FBXO8/FBXO9/FBXW5/FZR1/GID4/GLMN/IPP/KBTBD3/KBTBD6/KBTBD7/KCTD17/KCTD5/KEAP1/KLHDC2/KLHDC3/KLHL12/KLHL13/KLHL17/KLHL20/KLHL21/KLHL23/KLHL25/KLHL28/KLHL35/KLHL4/KLHL7/KLHL9/LRRC75A/LZTR1/MAD2L2/MAEA/MED10/MED11/MED18/MED27/MED30/MED31/MED7/MED8/MIB2/PCGF1/PCGF6/PEF1/PRKN/RBCK1/RBX1/RMND5B/RNF14/RNF19A/RNF2/RNF20/RNF7/RNF8/SHARPIN/SPOP/SPSB1/SPSB2/SPSB3/STUB1/TMEM183BP/TNFAIP1/TRAF2/TRIM21/TRPC4AP/UBAC1/UBE2A/UBE2J2/UBE2L3/UBE2N/UBE2S/UBE3D/UBXN8/USP33/USP47/WDR77/ZER1/ZSWIM4/ZSWIM5"
"large ribosomal subunit",0.00188535854279482,"GADD45GIP1/MPV17L2/MRPL1/MRPL10/MRPL11/MRPL12/MRPL13/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL27/MRPL28/MRPL3/MRPL30/MRPL32/MRPL33/MRPL34/MRPL35/MRPL36/MRPL37/MRPL39/MRPL4/MRPL40/MRPL41/MRPL43/MRPL45/MRPL46/MRPL47/MRPL48/MRPL49/MRPL50/MRPL51/MRPL52/MRPL55/MRPL57/MRPL58/MRPS18A/MRPS30/RPL26L1/RPL36/RPL39L/RPLP1/ZCCHC17"
"photoreceptor connecting cilium",0.00221345258670919,"ARL3/BBS4/CETN2/CETN3/FAM161A/IFT140/IFT52/IFT57/IQCB1/KIAA1549/KIFAP3/LCA5/NPHP1/POC5/RPGRIP1L/SEPTIN2/SPATA7/TBCC/TMEM237/TSGA10IP/TTC8/USH2A/WDR19/WHRN"
"spindle",0.00242128309192435,"AAAS/ABRAXAS2/ACOT13/AFG2B/AGBL5/ANAPC7/ANKFN1/ARL2BP/ARL3/ASPM/AURKA/BBLN/BCCIP/BEX4/BIRC5/BOD1/BORA/BRCC3/CALM1/CALM2/CCAR2/CCNB1/CDC14B/CDC7/CENPV/CEP162/CEP89/CFAP53/CHMP5/CHMP6/CIAO2B/CKAP2/CKAP5/CLTA/CLTC/CTDP1/DCTN1/DCTN3/DLGAP5/DSN1/DYNLL1/DYNLT2B/DYNLT3/E4F1/EML1/ENKD1/ESPL1/FAM161A/FAM83D/FBF1/FBXO5/FMN2/GEM/GIT1/HAUS1/HAUS8/HDAC3/HEPACAM2/HSF1/HSPA2/HSPB1/IK/INVS/IQCB1/JTB/KAT14/KATNA1/KATNB1/KATNBL1/KIF22/KIF2A/KIF3A/KIFAP3/KIFC1/KLHL21/KNSTRN/KPNA7/MAD2L1/MAD2L1BP/MAD2L2/MAEA/MAP1S/MAP2K5/MAP7D3/MAPRE2/MIS12/MMS19/MYF6/MZT1/MZT2A/MZT2B/NCOR1/NEDD1/NEIL2/NEK7/NGRN/NME7/NR3C1/NSL1/NSMCE1/NSUN2/NUBP2/NUDC/NUDCD2/NUP62/NUP85/ODF2/PARP4/PIN4/PINX1/PLK2/POC1B/POLDIP2/PTP4A1/PTPN7/PYCR3/RAB11A/RACGAP1/RAE1/RANGAP1/RASSF1/RGS14/RIF1/RMDN2/RTRAF/SAC3D1/SEPTIN2/SEPTIN7/SGF29/SKA2/SPAG8/SPATA17/SPDL1/SPIN1/TADA2A/TADA3/TBCCD1/TBCK/TMEM201/TMEM9/TPPP/TRAT1/TTLL12/TUBB2A/TUBB2B/TUBB4A/TUBB4B/TUBB6/TUBG1/TUBG2/TUBGCP4/TUBGCP6/USP44/UXT/VPS4A/VPS4B/WAPL/ZW10/ZWILCH/ZZZ3"
