"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","55/2429","117/9397",0.47008547008547,1.81860566586791,5.26047401230592,5.76445688921654e-07,1.81842412778013e-05,1.527994792644e-05,"35/1892/2806/3418/5162/2805/8803/39/4594/5723/5211/6392/8310/26275/6470/26227/4199/1737/2645/4191/29968/4329/5214/4190/5634/6390/283871/84693/5096/38/128/48/2026/7167/2653/230/2098/5095/5160/8802/50/1738/414328/26007/2271/3417/2747/84532/6120/2023/84706/6389/3098/729020/3420",55
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","27/2429","46/9397",0.58695652173913,2.27074122469436,5.10079884562334,2.36422813133465e-06,6.83655967977604e-05,5.74465958227806e-05,"143471/5688/11047/5698/5707/5693/5686/10213/5682/5699/5696/5720/9491/5704/5701/5714/5708/3458/5705/5691/5702/5710/5694/51371/5689/5719/10197",27
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","83/2429","205/9397",0.404878048780488,1.5663396559861,4.84038699936396,2.6118416685278e-06,6.97160814599343e-05,5.85813880309474e-05,"4713/10975/29796/513/4717/1337/4702/1329/27089/9945/5162/4718/4706/54539/5164/1376/522/4716/1537/4726/1345/126328/6392/4728/4712/4695/4700/5499/506/374291/4711/7384/9377/291/7419/2997/6513/4696/7386/518/6390/4714/55967/539/8503/1351/1636/1535/498/4708/815/25874/509/142/4790/5160/516/4725/10476/4697/4709/7416/5590/4724/5166/4704/1347/4720/293/4723/1277/51660/5601/4698/1509/6389/7048/4715/4710/515/51079/4707/4722",83
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","26/2429","44/9397",0.590909090909091,2.28603241139264,5.04817004668908,3.0525603867671e-06,7.56598895862989e-05,6.35758817394351e-05,"4350/5424/7374/4913/55775/56655/54936/5111/8505/23583/5984/5425/5985/10039/5982/142/2237/54107/10038/252969/143/5428/27343/8930/7515/54840",26
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","141/2429","391/9397",0.360613810741688,1.3950959158253,4.71146683274702,3.31516329665932e-06,7.66907775960523e-05,6.444212162629e-05,"10382/4713/10975/29796/8772/513/7186/4717/1337/4702/1329/27089/3265/55630/91252/572/143471/4718/4706/8326/54539/522/30849/4716/5688/23516/1537/11047/4726/1965/7475/1345/126328/6392/4728/4712/4695/4700/80326/55851/5707/5693/506/374291/1856/4711/7384/9377/291/5686/10213/10383/7419/840/4696/60673/7386/518/6390/805/5605/7280/4714/4041/29985/55967/539/8503/7471/5682/1351/3028/1855/498/4708/64116/509/5704/27035/5701/5714/5708/64837/4790/5533/8883/1020/516/5705/25800/4725/4842/5691/5604/10476/4697/8323/9776/4709/5702/7416/5481/4724/7476/4704/1347/347733/5710/3416/5694/2902/4720/322/801/293/7976/5689/4723/7494/836/5601/4698/26100/824/10376/6389/5719/90550/7277/4715/4710/84617/57181/515/51079/4035/7484/4707/776/4722/54205",141
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","166/2429","483/9397",0.343685300207039,1.3296050910027,4.39098902934167,1.2119657551336e-05,0.000262845073144599,0.000220864811955267,"10382/4713/10975/29796/8772/513/7186/4717/1337/4702/356/1329/27089/3265/572/143471/4718/4706/8326/10280/6647/54539/522/30849/4716/5688/1537/11047/7222/5071/1616/4726/1965/7475/1345/126328/6392/2882/4728/4712/4695/4700/80326/8878/6531/5707/5693/506/374291/1856/4711/7384/9377/291/5686/1767/118424/10213/10383/7419/55860/840/4696/60673/7386/518/6390/805/5605/7280/4714/4041/55967/539/7471/5682/1351/3028/1855/498/4708/815/509/9973/5704/27035/53349/5701/10452/5714/5708/64837/4790/10126/5533/9217/1020/11315/7332/10133/27429/516/5705/4725/4842/9246/5691/5604/10476/4697/8323/9001/9776/116442/4709/5702/7416/5481/4724/7476/65018/4704/1639/6311/1347/347733/5710/10540/7415/5694/2902/4720/10121/801/293/7976/55081/81631/5689/4723/7494/836/5601/4698/5621/26100/824/10376/6389/1769/5719/90550/7277/4715/5606/4710/84617/515/51079/79139/11258/7484/4707/776/4722/54205",166
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","19/2429","30/9397",0.633333333333333,2.4501578152875,4.69685145477016,1.65925180034641e-05,0.000338682573364826,0.000284589937273038,"3418/5162/8803/6392/1737/4191/4190/6390/48/5160/8802/50/1738/2271/3417/5106/47/6389/3420",19
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","39/2429","85/9397",0.458823529411765,1.77503693119899,4.23781083657232,4.89612282800813e-05,0.000943863678510455,0.000793114633542837,"4832/102157402/29922/79077/1716/122481/2987/353/115024/30833/51020/1633/4833/4907/132/1841/54963/83549/6240/10201/50808/100/3251/4830/1635/221264/8623/129607/51727/84618/159/7371/8833/1854/955/7083/6241/203/56474",39
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","19/2429","32/9397",0.59375,2.29702295183203,4.33910290728367,6.06604273552247e-05,0.00109391353378605,0.000919199298828259,"35/1892/8803/4594/1962/8310/3945/26275/4329/3939/84693/5096/594/5095/8802/55862/1738/84532/593",19
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","85/2429","227/9397",0.374449339207048,1.44862101298009,4.039606505038,6.5486132183386e-05,0.00109391353378605,0.000919199298828259,"4713/10975/9817/29796/513/4717/1337/873/4702/1329/27089/3265/572/253152/4718/4706/6647/54539/522/4716/1537/4726/10861/1345/126328/6392/4728/4259/4712/4695/4700/506/374291/4711/7384/9377/291/7419/4696/7386/518/6390/5605/4714/55967/539/8503/1351/1535/498/4708/509/27035/4790/9446/516/2947/4725/5604/10476/4697/4709/1728/7416/4724/4704/1347/4720/293/2949/52/4723/5601/4698/4025/6389/6416/4715/4710/515/51079/1545/4707/65010/4722",85
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","29/2429","58/9397",0.5,1.93433511733224,4.21403047304023,6.62022599697609e-05,0.00109391353378605,0.000919199298828259,"4832/29922/79077/115024/30833/51020/7372/1633/4833/4907/1841/54963/83549/6240/10201/4830/1635/221264/8623/129607/51727/84618/7371/790/1854/955/7083/6241/56474",29
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","46/2429","108/9397",0.425925925925926,1.64776695180153,3.99739784386747,0.000104872345445823,0.00165412290316821,0.00138993491332502,"51808/84305/51194/402569/79023/84321/9775/5901/1434/23636/79228/29107/10073/9670/129401/55110/55706/80145/57122/10921/10284/9688/8086/5905/3836/4927/23279/57187/55746/3838/23511/2733/7329/387082/8480/9939/55916/6396/6612/5976/11260/23165/23534/79902/22916/7341",46
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","61/2429","157/9397",0.388535031847134,1.50311391283142,3.75328340223398,0.000213466988284743,0.00322056717107852,0.00270619477139011,"4713/10975/29796/7186/4717/1337/4702/356/1329/27089/4718/4706/54539/4716/1537/4726/1965/1345/126328/6392/4728/4712/4695/4700/374291/4711/7384/9377/840/4696/7386/6390/4714/55967/5564/8503/1351/4708/51085/4790/4725/4697/4709/4724/4704/1347/4720/4723/7494/836/5601/4698/6389/4715/4710/51079/3953/10062/4707/4722/54205",61
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","20/2429","37/9397",0.540540540540541,2.09117309981863,3.92633886663843,0.000233157955791932,0.00337107544415835,0.00283266463834935,"2584/7358/9945/55907/7264/2645/23483/6675/4351/29925/2582/5236/80146/2585/7360/2762/8790/3098/5372/55586",20
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","29/2429","63/9397",0.46031746031746,1.7808164572265,3.67127168914689,0.00041168629102291,0.00571420571939799,0.00480156221529878,"5438/5441/5424/6118/6119/9978/5435/56655/5111/5434/5886/7508/2965/4331/5984/5425/5437/5985/1642/5982/5440/81488/1069/5436/54107/6117/8451/2071/7507",29
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","89/2429","252/9397",0.353174603174603,1.36631607494102,3.480130927558,0.000467489384881316,0.00623918525206987,0.00524269472113865,"50855/3265/79643/89853/51534/1212/137492/3304/3135/8723/9829/9230/28964/3561/5584/26119/7251/10890/57180/3560/1211/51019/26056/84552/2352/93343/23396/273/1173/9897/9146/9265/3312/3105/58533/55737/57403/868/51510/2868/156/5867/84612/3107/6457/8724/5590/2261/11311/9135/27183/100526767/10193/60682/3106/51160/381/375/55616/51028/11267/2060/9727/274/23111/84313/9559/8766/3949/2350/56904/51699/653857/2870/10092/7048/5662/112936/3134/23624/27131/378/5869/382/116984/3559/9525/7879/1213",89
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","19/2429","36/9397",0.527777777777778,2.04179817940625,3.69747215735596,0.000498291055938127,0.00640396283001964,0.00538115487309401,"5424/6118/6119/4172/4175/56655/5111/5557/84153/5984/5425/5985/5982/2237/54107/6117/10535/4174/5558",19
"Genetic Information Processing","Transcription","hsa03020","RNA polymerase","18/2429","34/9397",0.529411764705882,2.04811953599884,3.61471410028442,0.000665264084451224,0.00824452276087767,0.00692775005236801,"5438/5441/51728/30834/5435/5434/84172/10623/5437/84265/5440/55703/81488/5436/11128/10849/171568/9533",18
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","63/2429","171/9397",0.368421052631579,1.42529956013954,3.31373255228017,0.000898993282862403,0.0106290650089506,0.00893144549515947,"10273/7186/7466/10113/26232/23640/6048/9978/3304/5071/9532/1965/10960/64215/10483/746/1603/5886/27248/29978/9601/3703/118424/6184/10484/6185/55829/6748/10808/26270/10294/23471/10952/3312/22872/51360/8454/1650/7322/258010/165324/3301/58505/7841/51009/10134/7415/55768/7494/64374/3998/573/5601/57134/11253/91445/6396/824/267/79139/10130/7993/55741",63
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","26/2429","57/9397",0.456140350877193,1.764656598268,3.41870494852784,0.000955278070322451,0.0106290650089506,0.00893144549515947,"9524/35/1892/7923/54995/51495/6785/39/79966/1376/1962/34/8310/27349/10449/38/51703/126129/51102/201562/9374/6342/3033/64834/36/2181",26
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","21/2429","43/9397",0.488372093023256,1.88935057971986,3.45095843087838,0.000980201960479596,0.0106290650089506,0.00893144549515947,"1632/35/219/1892/39/1376/1962/10455/34/8310/2639/113612/10449/38/51703/128/126129/223/3033/36/2181",21
"Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","21/2429","43/9397",0.488372093023256,1.88935057971986,3.45095843087838,0.000980201960479596,0.0106290650089506,0.00893144549515947,"4247/56052/10195/746/1603/25834/3703/6184/284004/6185/85365/1650/58505/8703/199857/79087/4245/8704/57134/11253/2530",21
"Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","29/2429","66/9397",0.439393939393939,1.6998702546253,3.36865549842788,0.00104834026340323,0.0110234567091188,0.00926284698445598,"25973/2193/55157/79731/51067/123263/1615/16/10352/80222/55699/5188/6301/10667/6897/55278/8565/124454/57038/2058/10056/23395/5917/57505/833/3735/4677/7407/123283",29
"Metabolism","Lipid metabolism","hsa00100","Steroid biosynthesis","12/2429","20/9397",0.6,2.32120214079868,3.49207448896589,0.00127309843286978,0.0129930928295827,0.0109179029691928,"1717/7108/6307/2222/1595/50814/10682/1718/51478/6713/3988/6646",12
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","13/2429","23/9397",0.565217391304348,2.18663969785383,3.36396529764874,0.00171212703183985,0.0168678883502465,0.0141738361080488,"5424/6118/6119/4436/5111/4437/5984/5425/5985/5982/6117/2956/4292",13
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","110/2429","333/9397",0.33033033033033,1.27793911655583,3.04889895562825,0.00174998265305151,0.0168678883502465,0.0141738361080488,"9636/50855/50617/8772/8638/9296/5518/1978/356/3265/572/55502/7283/1019/8326/23493/7098/51606/92359/1291/3135/3672/284217/7475/80326/8717/9368/10488/5584/1856/5649/5567/155066/4242/28227/1292/9519/5605/1741/3993/8503/7471/84552/3694/55012/51382/1855/27175/245972/6009/5933/3448/9641/148327/3105/4790/3918/6772/5527/6199/3909/896/84612/3066/3107/8516/7249/5604/8323/5590/7476/9223/3065/6908/7337/5519/5528/3280/3106/10134/3675/10474/898/8992/4599/7976/4799/836/1277/148022/3695/23513/5734/84699/529/10312/3716/1869/595/5526/3688/9550/3134/1287/57801/8900/22798/5986/7484/5934",110
"Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","16/2429","31/9397",0.516129032258065,1.99673302434295,3.28181282944344,0.00187237248103329,0.0175598175923933,0.0147552539757104,"8266/28972/7485/58477/6449/6730/439/83943/29100/10952/6729/6726/6727/9789/6734/90701",16
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","33/2429","81/9397",0.407407407407407,1.57612491041886,3.07450790183329,0.00232814326155704,0.0212003636100273,0.0178143507355606,"115653/3822/925/3804/926/3812/3304/3135/3811/3306/927/8302/4801/3805/3802/5720/3809/3312/3105/3308/3823/6890/3458/3107/3106/567/920/6892/5641/3821/3134/10197/3824",33
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","31/2429","75/9397",0.413333333333333,1.59905036366131,3.07518047807504,0.00238274980055062,0.0212003636100273,0.0178143507355606,"65263/162417/2806/3418/27430/2805/5832/5723/5211/6470/26227/29968/587/5214/5634/1491/48/2026/7167/5831/230/29920/435/50/3417/6120/5009/2023/84706/729020/3420",31
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","16/2429","32/9397",0.5,1.93433511733224,3.12575519058245,0.00285588684153105,0.0247748183502819,0.0208179119764237,"39/4594/6470/4191/4190/283871/84693/5096/38/48/2653/9380/5095/50/1738/84532",16
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","27/2429","64/9397",0.421875,1.63209525524907,2.99566382423425,0.00314228726134057,0.0265944799923214,0.022346946633924,"60489/51497/7469/27350/79643/55201/200316/7936/5901/7251/164668/25920/5300/140564/9146/9638/10955/636/9582/4300/27183/4599/920/23534/11168/9525/85363",27
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","56/2429","157/9397",0.356687898089172,1.37990785440261,2.83415307734779,0.00384453320652859,0.0314225584624308,0.0264039092798221,"1978/3265/1019/6237/3135/4772/91750/8878/5499/286826/3805/291/3486/7419/10111/805/5605/8503/891/5928/6009/5933/22800/3105/678/4790/5533/5810/896/8945/3107/7249/5604/7416/5481/3106/898/801/293/4609/1029/4773/1874/824/4775/1869/595/22808/7048/3134/90550/8900/5606/4605/5934/776",56
"Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","21/2429","47/9397",0.446808510638298,1.72855478570115,2.9562184919784,0.00389386171148278,0.0314225584624308,0.0264039092798221,"219/3029/5162/2739/39/3945/98/4199/1737/4191/4190/3939/38/128/9380/223/5160/1738/2271/84532/5106",21
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","16/2429","33/9397",0.484848484848485,1.8757189016555,2.97524121531703,0.00423019379604738,0.0333608465279191,0.0280326239594527,"162417/2806/3418/5162/2805/1737/587/48/594/5160/50/1738/3417/84706/593/3420",16
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","31/2429","78/9397",0.397435897435897,1.53754842659742,2.81456596029956,0.00484535382098756,0.0373630616862818,0.0313956259278024,"196513/51013/56915/87178/57819/5211/80153/25804/5214/27257/51010/10766/80349/25904/5073/2026/23658/4850/27258/11157/115752/11340/694/5394/23517/154197/23644/2023/9337/29883/9652",31
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","12/2429","23/9397",0.521739130434783,2.01843664417277,2.88713207138384,0.00615866955218334,0.0464577898827743,0.039037790982947,"9453/39/2339/51449/38/9986/4597/10269/23463/10654/57107/2342",12
