"Pathway","Adjusted_Pvalue","Genes"
"tRNA processing",1.38621713643608e-12,"AARS1/ADAT3/ALKBH1/ALKBH8/ANKRD16/BCDIN3D/CDKAL1/CTU1/CTU2/DALRD3/DDX1/DPH3/DTWD1/DUS1L/ELAC1/ELAC2/ELP3/ELP4/ELP5/ELP6/FARS2/FTSJ1/GON7/GRSF1/GTDC1/GTPBP3/HSD17B10/KARS1/KTI12/LAGE3/LCMT2/LSM6/METTL1/METTL2A/METTL6/MOCS3/MTFMT/MTO1/NAT10/NSUN2/OSGEPL1/POP1/POP4/POP5/POP7/PUS3/PUS7/PUSL1/QNG1/QTRT1/RPP25/RPP25L/RPP38/RPP40/RTCB/RTRAF/SARS1/SSB/THADA/TP53RK/TPRKB/TRMT1/TRMT10A/TRMT10C/TRMT11/TRMT112/TRMT13/TRMT1L/TRMT2A/TRMT44/TRMT5/TRMT61A/TRMT61B/TRMU/TRPT1/TRUB1/TRUB2/TSEN15/TSEN2/TSEN54/TYW1/TYW1B/WDR4"
"ribonucleoside triphosphate biosynthetic process",1.05803346044363e-11,"ANTKMT/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5IF1/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MG/ATP5MGL/ATP5MJ/ATP5MK/ATP5PB/ATP5PD/ATP5PF/ATP5PO/COX11/CTPS2/DNAJC30/ENO1/LIPA/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NME1/NME3/NME4/NME5/NME6/NME7/PARP1/PINK1/SDHA/SDHB/SDHD/SPHK2/STOML2/TMSB4X/UCK1/UCK2/UCKL1/UQCC3/VCP"
"electron transport chain",1.78356308829523e-11,"AIFM2/CCNB1/CHCHD2/COA6/COQ9/COX5A/COX5B/COX6A1/COX6C/COX7A2/COX7A2P2/COX8A/CYB561/CYC1/CYCS/DGUOK/DHRS2/DLD/DNAJC15/ENOX2/ETFA/ETFRF1/FDX1/FDX2/GHITM/HCCS/IMMP2L/ISCU/MDH1/MDH2/MYBBP1A/NDOR1/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/PARK7/PINK1/POR/SCO2/SDHA/SDHAF2/SDHB/SDHD/SLC25A12/SLC25A22/THAP11/UQCC3/UQCR10/UQCR11/UQCRC1/UQCRFS1/UQCRFS1P1/UQCRQ/WDR93"
"oxidative phosphorylation",1.78453366682921e-11,"ACTN3/ANTKMT/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5IF1/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/CCNB1/CHCHD10/CHCHD2/COA6/COQ9/COX5A/COX5B/COX6A1/COX6C/COX7A2/COX7A2P2/COX8A/CYC1/CYCS/DGUOK/DLD/DNAJC15/DNAJC30/GHITM/ISCU/MLXIPL/MSH2/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/PARK7/PINK1/SDHA/SDHAF2/SDHB/SDHD/SLC25A23/STOML2/TEFM/UQCC2/UQCC3/UQCR10/UQCR11/UQCRC1/UQCRFS1/UQCRFS1P1/UQCRQ/VCP"
"proton motive force-driven ATP synthesis",2.7280454991573e-11,"ANTKMT/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5IF1/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MG/ATP5MGL/ATP5MJ/ATP5MK/ATP5PB/ATP5PD/ATP5PF/ATP5PO/DNAJC30/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/SDHA/SDHB/SDHD/STOML2"
"generation of precursor metabolites and energy",4.17972771359426e-11,"AACS/ABCC9/ACADM/ACAT1/ACO1/ACO2/ACTN3/ADGRF1/ADHFE1/AIFM2/ALDH1L1/ALDOC/ANTKMT/ARL2/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5IF1/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/AVP/BNIP3/BPGM/CCNB1/CHCHD10/CHCHD2/CHCHD4/CHCHD5/CISD1/COA6/COA8/COL6A1/COMT/COQ10A/COQ10B/COQ9/COX10/COX17/COX5A/COX5B/COX6A1/COX6C/COX7A2/COX7A2P2/COX8A/CROT/CSKMT/CYB561/CYC1/CYCS/DERA/DGUOK/DHRS2/DLAT/DLD/DNAJC15/DNAJC30/EIF6/ENO1/ENO2/ENOX2/ETFA/ETFRF1/FDX1/FDX2/FDXR/FECH/FH/GALK1/GBE1/GCK/GFPT2/GHITM/GIT1/GNPDA1/GYS1/HCCS/HK1/HMGCL/IDE/IDH1/IDH2/IDH3B/IFNG/IFNLR1/IMMP2L/INPP5K/ISCU/JMJD8/KGD4/KHK/LDHA/LEPR/LIPA/MDH1/MDH1B/MDH2/MFSD8/MLST8/MLXIPL/MSH2/MT3/MTFR1L/MTLN/MYBBP1A/NCOR1/NDOR1/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NNT/NOP53/OAS1/OPN3/OXCT1/PANK2/PARK7/PDHA1/PDHB/PFKL/PFKP/PGM1/PHKG2/PINK1/PNPT1/POMC/POR/PPP1CA/PPP1R2P1/PPP1R3C/PPP1R3F/PPP1R3G/PRPS2/PTGES3/PYGB/RBKS/RPE/RPEL1/SCO2/SDHA/SDHAF2/SDHAF4/SDHB/SDHD/SELENOS/SHPK/SIRT3/SLC25A12/SLC25A22/SLC25A23/SLC25A25/SLC25A4/SLC27A5/SLC35A4/SORBS1/SPHK2/STBD1/STOML2/SUCLA2/SUCLG1/SURF1/TEFM/THAP11/THTPA/TPI1/UCN/UCP2/UGP2/UQCC2/UQCC3/UQCR10/UQCR11/UQCRC1/UQCRFS1/UQCRFS1P1/UQCRQ/VCP/WDR93/WIPI2/ZBTB20/ZBTB7A"
"purine nucleoside triphosphate biosynthetic process",4.20670482688674e-11,"ADK/ANTKMT/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5IF1/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MG/ATP5MGL/ATP5MJ/ATP5MK/ATP5PB/ATP5PD/ATP5PF/ATP5PO/COX11/DNAJC30/ENO1/LIPA/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NME1/NME3/NME4/NME5/NME6/NME7/PARP1/PINK1/SDHA/SDHB/SDHD/SPHK2/STOML2/TMSB4X/UQCC3/VCP"
"NADH dehydrogenase complex assembly",5.48749473256938e-11,"ACAD9/AIFM1/BCS1L/DMAC1/DMAC2/ECSIT/LYRM2/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFAF3/NDUFAF4/NDUFAF7/NDUFAF8/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS7/NDUFS8/NUBPL/TIMM21/TMEM126A/TMEM126B/TMEM186"
"mitochondrial respiratory chain complex I assembly",5.48749473256938e-11,"ACAD9/AIFM1/BCS1L/DMAC1/DMAC2/ECSIT/LYRM2/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFAF1/NDUFAF3/NDUFAF4/NDUFAF7/NDUFAF8/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS7/NDUFS8/NUBPL/TIMM21/TMEM126A/TMEM126B/TMEM186"
"proton motive force-driven mitochondrial ATP synthesis",5.55397758757144e-11,"ANTKMT/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5IF1/ATP5ME/ATP5MF/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO/DNAJC30/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/SDHA/SDHB/SDHD/STOML2"
"purine ribonucleoside triphosphate biosynthetic process",7.47887725678465e-11,"ANTKMT/ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5IF1/ATP5MC1/ATP5MC3/ATP5ME/ATP5MF/ATP5MG/ATP5MGL/ATP5MJ/ATP5MK/ATP5PB/ATP5PD/ATP5PF/ATP5PO/COX11/DNAJC30/ENO1/LIPA/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA5/NDUFA6/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NME1/NME3/NME4/NME5/NME6/NME7/PARP1/PINK1/SDHA/SDHB/SDHD/SPHK2/STOML2/TMSB4X/UQCC3/VCP"
