"Pathway","Adjusted_Pvalue","Genes"
"ubiquitin-like protein ligase binding",7.15477079958133e-06,"APC/ARRB1/BAG1/BECN1/BID/CACYBP/CAMLG/CASC3/CASP8/CCNB1/CDKN1B/CRK/CUL3/CUL4B/CXCR4/GABARAPL1/GPI/GSK3B/HAPSTR1/HGS/HSP90AB1/HSPA8/IKBKG/JAK1/KDM4A/LAPTM5/LYN/MAP1LC3A/NEK6/PDLIM2/PIAS1/PINK1/POLR2A/PRKACA/PRKAR1A/PRR5L/PSMA3/PTK2B/RFFL/RIPK1/RNF31/RNF40/SH3KBP1/SKI/SMAD2/SMAD7/SPOP/SPOPL/SQSTM1/STING1/TNFRSF14/TNFRSF1B/TNK2/TRAF3/TRIB2/TRIOBP/TSG101/UBC/UBE2D3/UBE2W/WBP1L"
"phosphatidylinositol binding",7.24663237763635e-06,"ADAP1/AKT1/ANKFY1/APPL2/ARAP1/ARAP3/ARFIP1/ARHGAP33/ARHGAP9/ATG2A/BCAS3/CHMP3/EPB41/EXOC8/FCHO2/FCHSD2/FLII/GAB2/HGS/HS1BP3/IQGAP1/IQGAP2/KCNJ1/KCNQ1/MPPE1/MTM1/OSBPL2/OSBPL8/PHF12/PICALM/PITPNA/PLD2/PLEKHA3/RAB35/RCSD1/RUBCNL/SBF2/SDCBP/SNX11/SNX13/SNX29/SNX6/SVIL/TECPR1/TIRAP/TLN1/TOM1L2/TPCN2/TTPAL/VPS13B/WIPI2/ZCCHC2/ZFYVE1/ZFYVE16"
"protein-macromolecule adaptor activity",1.57871223308825e-05,"ABI1/AP1M2/AP2A1/APPBP2/BAIAP2/BECN1/BICD2/BRD1/BRD4/CAPRIN1/CARD8/CRK/CUL3/DDX3X/DEDD2/EPC1/FKBP4/FMR1/FSCN1/FUS/GAB1/GAB2/GLYR1/GNB1/GNB4/GRB2/HSH2D/HSPA8/IFNAR2/IKBKG/IQGAP1/KLHL22/KRAS/LRRK2/MARK4/MECP2/MEN1/NCSTN/NEAT1/NHERF1/NHERF4/NLRP1/NUP153/PCMTD1/POLD3/RETREG2/SDCBP/SH2B2/SH2B3/SHC1/SLA2/SMAD7/SNAP23/SNAP29/SPAG9/SQSTM1/STAT3/STING1/STX10/STX1B/STX4/STX6/STX7/SYNE2/TIRAP/TRAT1/TRIM11/TRPC4AP/VAMP8/WNK1/ZSWIM8/ZZEF1"
"phospholipid binding",2.75634696430166e-05,"ADAP1/AKT1/ANKFY1/ANXA11/APPL2/ARAP1/ARAP3/ARFIP1/ARHGAP26/ARHGAP33/ARHGAP9/ATG2A/BCAS3/CAVIN2/CHMP3/EPB41/EPN1/EPN2/EXOC8/FCHO2/FCHSD2/FLII/GAB2/GABARAPL1/GLE1/GRK5/HGS/HS1BP3/HSPA8/IQGAP1/IQGAP2/KCNJ1/KCNQ1/MAP1LC3A/MME/MPPE1/MTM1/MYOF/NF1/OSBPL2/OSBPL8/PACSIN2/PCTP/PCYT1A/PHF12/PICALM/PITPNA/PLCB2/PLD2/PLEKHA3/PREX1/PSAP/PSD4/PTAFR/RAB35/RAPGEF2/RCSD1/RUBCNL/SBF2/SDCBP/SHC1/SNX11/SNX13/SNX29/SNX6/SVIL/SYT2/TEC/TECPR1/TIRAP/TLN1/TOM1L2/TPCN2/TTPAL/VPS13B/WIPI2/ZCCHC2/ZFYVE1/ZFYVE16"
"DNA-binding transcription factor binding",2.82792881384604e-05,"ACTN4/ARID1A/BAZ2A/BCAS3/BMAL1/C1D/CARM1/CENPF/CREB1/CREBBP/CRTC2/CTBP2/DNMT3A/EP300/FKBP4/FLNA/FOXO4/GABARAPL1/GSK3B/GTF2B/HCLS1/HDAC5/HEY1/HHEX/HSPB1/KAT6A/KAT8/LDB1/MED13/MED14/MED25/MEF2C/MEF2D/NAAA/NCOA1/NCOA2/NCOA3/NCOA6/NEK6/NOTCH2/NSD1/PBX2/PBXIP1/PIAS1/PRKCB/PRKDC/RAD21/RUNX2/RXRA/SIRT1/SKI/SMAD2/SP1/SP3/SPEN/SPI1/STAT3/STAT5A/STAT5B/STING1/STK4/STRN/TACC1/TAF1/TAF4/TCF7L2/TLE1/TLE4/TRERF1/TRIB2/TRIM24/TRIP12/USF1/VDR/WBP2/WWP2/XPC/YY1"
"modification-dependent protein binding",4.14826378274433e-05,"ANKRD13A/BAZ2A/BRD3/BRD4/CARM1/CBX8/CHD8/DPF2/FAN1/FMR1/GLYR1/IKBKG/ING3/JARID2/KDM4A/KDM7A/KMT2E/LAPTM5/LRWD1/LYN/MBTD1/MINDY1/MSH6/PHF2/PHF20L1/PLCG2/PTPN6/RAD23A/RNF169/RNF31/SIRT1/SQSTM1/TAB2/TAB3/TAF1/TRIM24/VAV1/ZCWPW1/ZZEF1"
"transcription coactivator activity",4.80990715095663e-05,"ACTN1/ACTN4/ARID1A/ARRB1/ATXN7L3/BRD4/CALCOCO1/CAMTA2/CARM1/CREBBP/CTBP2/DDX17/DYRK1A/EP300/FUS/JADE1/KAT6A/KAT8/KMT2C/KMT2D/KMT2E/LDB1/LPIN2/MAML1/MAML2/MAML3/MED13/MED14/MRTFA/NCOA1/NCOA2/NCOA3/NCOA4/NCOA6/NOTCH1/NUP98/PBXIP1/PCBD1/PHF2/PRKCB/RERE/SIRT1/SMARCC1/SRCAP/TACC1/TRERF1/TRIM24/TRIM8/WBP2/XPC/ZBED1/ZMIZ1"
"MAP kinase kinase kinase activity",6.10785498708571e-05,"ARAF/BRAF/LRRK2/MAP3K1/MAP3K11/MAP3K13/MAP3K14/MAP3K2/MAP3K3/MAP3K5/RAF1/RIPK1"
"signaling adaptor activity",0.000110527736675658,"ABI1/CAPRIN1/CRK/DDX3X/DEDD2/FMR1/GAB1/GAB2/GNB1/GNB4/GRB2/IFNAR2/IKBKG/IQGAP1/LRRK2/NLRP1/SH2B2/SH2B3/SHC1/SLA2/SPAG9/SQSTM1/STAT3/STING1/TRAT1"
"actin binding",0.000190802112406559,"ABI3/ACTN1/ACTN4/ACTR2/ACTR3/ANLN/ARPC2/CNN2/CORO1C/COTL1/CXCR4/DAAM1/DBNL/EMD/ENC1/EPB41/FKBP15/FLII/FLNA/FMNL1/FMNL3/FSCN1/HCLS1/IQGAP1/IQGAP2/ITPRID2/KLHL5/LASP1/LCP1/LIMD2/LRRK2/LSP1/MAEA/MARCKSL1/MED28/MEFV/MICAL2/MRTFA/MSN/MYH10/MYH11/MYO1F/MYO5A/MYO9B/PALLD/PARVG/PDLIM2/PDLIM7/PLEKHG3/PPP1R9B/RCSD1/SNTA1/SPATA32/SPTB/SSH2/STK38L/SVIL/SYNE2/TAGLN2/TLN1/TLNRD1/TMOD2/TNNI2/TPM4/TRIOBP/WAS/WASF2/WDR1/WIPF1/WIPF2"
"RNA polymerase II-specific DNA-binding transcription factor binding",0.00023388699141923,"ACTN4/ARID1A/BAZ2A/BCAS3/BMAL1/C1D/CREB1/CREBBP/CTBP2/DNMT3A/EP300/FKBP4/GABARAPL1/GSK3B/GTF2B/HCLS1/HDAC5/HEY1/HSPB1/KAT8/LDB1/MED13/MED14/MED25/MEF2C/MEF2D/NCOA1/NCOA2/NCOA3/NCOA6/NOTCH2/NSD1/PRKCB/PRKDC/RXRA/SIRT1/SMAD2/SP1/SP3/SPEN/SPI1/STAT3/STAT5B/STING1/STK4/STRN/TACC1/TAF1/TAF4/TCF7L2/TRERF1/TRIB2/TRIM24/TRIP12/VDR/WBP2/WWP2/XPC"
"phosphatidylinositol phosphate binding",0.000277547910474147,"ADAP1/AKT1/ANKFY1/ARAP1/ARAP3/ARFIP1/ARHGAP9/ATG2A/CHMP3/FCHO2/FCHSD2/FLII/GAB2/IQGAP1/IQGAP2/KCNJ1/KCNQ1/OSBPL2/OSBPL8/PICALM/PLEKHA3/RAB35/RCSD1/RUBCNL/SDCBP/SNX11/SNX13/SVIL/TECPR1/TIRAP/TPCN2/TTPAL/VPS13B/WIPI2/ZFYVE1/ZFYVE16"
"nuclear receptor binding",0.000277547910474147,"ACTN4/ARID1A/BAZ2A/BCAS3/C1D/CTBP2/EP300/FKBP4/GTF2B/MED13/MED14/MED25/NCOA1/NCOA2/NCOA3/NCOA6/NSD1/PRKCB/RXRA/SIRT1/STAT5B/STRN/TACC1/TAF1/TCF7L2/TRERF1/TRIM24/TRIP12/VDR/WBP2"
"transcription corepressor activity",0.00166129741750213,"ATF7IP/BTG2/C1D/CBFA2T3/CREBBP/CTBP2/DNMT3A/DPF2/EZH1/JAZF1/MECP2/MIDEAS/N4BP2L2/NAB2/NIPBL/NSD1/PBXIP1/PHF12/PIAS1/RCOR1/RERE/RIOX2/RYBP/SF1/SIN3B/SIRT1/SPEN/TBL1X/TBL1XR1/TCF25/TDP2/TLE1/TLE4/TRERF1/TSG101/WNT4"
"phosphotyrosine residue binding",0.00239994670587764,"CBL/CRK/GRB2/HCK/MAPK1/PLCG2/PTPN6/RASA1/SH2D3C/SH3BP2/SHC1/SHE/SYK/VAV1"
"actin filament binding",0.00307137543673639,"ABI3/ACTN1/ACTN4/ACTR2/ACTR3/ARPC2/CNN2/CORO1C/COTL1/DBNL/FLII/FLNA/FMNL1/FMNL3/FSCN1/HCLS1/IQGAP1/IQGAP2/ITPRID2/LASP1/LCP1/LIMD2/MARCKSL1/MYH10/MYH11/MYO1F/MYO5A/MYO9B/PPP1R9B/RCSD1/SPTB/SVIL/TAGLN2/TLN1/TPM4/TRIOBP/WDR1"
"ubiquitin binding",0.00314313137382852,"CKS1B/CUEDC1/CXCR4/HGS/HSPB1/IKBKG/JARID2/MARCHF7/MARK4/N4BP1/NBR1/RAD23A/RNF19B/RNF31/SQSTM1/TAB2/TAB3/TOM1L2/TOP2A/TP53INP2/TSG101/WDR48"
"histone acetyltransferase activity",0.00331399969619559,"BRD1/BRPF3/CREBBP/EP300/GTF2B/ING3/JADE1/KAT6A/KAT8/NCOA1/NCOA3/SRCAP/TAF1"
"histone H3K36 demethylase activity",0.00338432528670322,"KDM2A/KDM4A/KDM4B/KDM7A/RIOX1/RIOX2"
"nuclear receptor coactivator activity",0.00338432528670322,"ACTN1/ACTN4/ATXN7L3/CALCOCO1/CARM1/MED13/MED14/NCOA1/NCOA2/NCOA3/NCOA6/PRKCB/TACC1/TRERF1/ZMIZ1"
"SH3 domain binding",0.00377123741110723,"ABI1/ABI3/ADAM10/ADAM15/ARHGAP27/CASP9/CBL/CNTNAP1/CRK/DOCK4/ELMO1/GRB2/HCLS1/INPP5D/LYN/PTPN6/PTTG1/QKI/RAPGEF1/SH3BP2/SH3KBP1/SIRPA/WAS/WASF2/WIPF1"
"phosphatase binding",0.00382390118798721,"ADISSP/AP3B1/CDKN1B/CSF1R/CSK/FCRL3/GRB2/GRIN3A/IQGAP1/JAK1/KCNQ1/LILRB2/MAP3K5/MAPK1/MAPK8/NHERF1/PPP1R9B/PXN/SBF2/SFI1/SIGLEC10/SIRPA/SMAD2/SMG7/STAT3/STAT6/STRN/STRN4/SYK/TRAF3/TRPC4AP/TSC2/VRK3/WNK1"
"histone binding",0.00382930713309687,"ANP32A/ASF1B/ATAD2/BAZ2A/BCAS3/BRD1/BRD3/BRD4/CARM1/CBX8/CHD8/CKS1B/DPF2/EZH1/FMR1/GLYR1/HJURP/ING3/JARID2/KDM4A/KDM7A/KMT2C/KMT2D/KMT2E/LRWD1/MBTD1/MSH6/PHF2/PRKCB/RESF1/RNF169/RSF1/SIRT1/SMARCC1/SRCAP/TAF1/TBL1X/TBL1XR1/TRIM24/WDTC1/ZCWPW1/ZZEF1"
"histone H4K5 acetyltransferase activity",0.00570939270312562,"BRD1/BRPF3/ING3/JADE1/KAT6A/KAT8"
"histone H4K8 acetyltransferase activity",0.00570939270312562,"BRD1/BRPF3/ING3/JADE1/KAT6A/KAT8"
"ubiquitin-like protein binding",0.00570939270312562,"CKS1B/CUEDC1/CXCR4/DCUN1D1/HGS/HSPB1/IKBKG/JARID2/MARCHF7/MARK4/N4BP1/NBR1/RAD23A/RNF111/RNF19B/RNF31/SQSTM1/TAB2/TAB3/TOM1L2/TOP2A/TP53INP2/TSG101/WDR48"
"protein phosphorylated amino acid binding",0.00646869981579316,"CBL/CRK/GRB2/HCK/MAPK1/PLCG2/PTPN6/RASA1/SCAF8/SH2D3C/SH3BP2/SHC1/SHE/SYK/VAV1"
"peptide-lysine-N-acetyltransferase activity",0.00657957420654562,"BRD1/BRPF3/CREBBP/EP300/GTF2B/ING3/JADE1/KAT6A/KAT8/NCOA1/NCOA3/SRCAP/TAF1"
"lysine-acetylated histone binding",0.00657957420654562,"BAZ2A/BRD3/BRD4/CARM1/DPF2/SIRT1/TAF1/TRIM24/ZZEF1"
"acetylation-dependent protein binding",0.00657957420654562,"BAZ2A/BRD3/BRD4/CARM1/DPF2/SIRT1/TAF1/TRIM24/ZZEF1"
"phosphoprotein binding",0.00686398994334008,"CBL/CRK/EPB41/FKBP4/GRB2/HCK/IGF2R/LYN/MAPK1/MEN1/PLCG2/PTPN6/RASA1/SCAF8/SH2D3C/SH3BP2/SHC1/SHE/SYK/VAV1"
"kinase regulator activity",0.00858552724701608,"ABI1/AKT1/APC/ATG13/CCNA1/CCNA2/CCNB1/CCNB2/CCNH/CCNI/CCNJL/CCNY/CDKN1B/CKS1B/DDX3X/GHRL/GSTP1/HEXIM1/HSP90AB1/HSPB1/INKA2/IQGAP1/MAP3K13/MARK2/MOB3A/PAK2/PARP8/PIK3R5/PRKAG2/PRKAR1A/RGCC/RICTOR/SLA2/STK4/STRADA/TAOK1/TAOK3/TGFBR2/TRIB2/WDR91/WNK1"
"calmodulin-dependent protein kinase activity",0.0115053630302405,"CAMK1D/CAMK2G/CAMKK1/CAMKK2/DAPK1/MAPKAPK3/MKNK2/PHKA2/PTK2B"
"ephrin receptor binding",0.0115053630302405,"CBL/CRK/EFNA3/GRB2/LYN/PIK3CG/SDCBP/SHC1/SIPA1L1"
"tubulin binding",0.0115053630302405,"APC/B9D2/BCAS3/BCL2L11/BIRC5/CACYBP/CCDC170/CENPF/CLIP1/CRIPT/DCTN1/DDX3X/DIP2B/DNAI7/EMD/FAM83D/FMR1/GABARAPL1/HDGFL3/HSPH1/IRAG2/KATNBL1/KIF13A/KIF20A/KIF23/KIF4A/LRRK2/LYN/MAP1LC3A/MAP4K4/MAP7D3/MARK4/MX2/NDE1/NDEL1/NIN/PAK1/PDE4B/PLK1/POLB/RABGAP1/RCC2/RGS2/RMDN2/SETD2/SKA2/SPAG5/SPAST/SPC24/TAOK1/TPPP3/TPR/TRAPPC14/TTLL4/VPS41"
"lysophosphatidic acid acyltransferase activity",0.0115053630302405,"ABHD4/ABHD5/AGPAT4/GPAT3/LCLAT1/LPCAT1/LPGAT1/MBOAT7"
"lysophospholipid acyltransferase activity",0.0115053630302405,"ABHD4/ABHD5/AGPAT4/GPAT3/LCLAT1/LPCAT1/LPGAT1/MBOAT7"
"protein serine/threonine/tyrosine kinase activity",0.0127785377638621,"AKT1/BRAF/DYRK1A/DYRK3/MAP2K3/MAP2K4/MAPK1/MAPKAPK3/PRKACA/RPS6KA1/SGK1/TNK2"
"phosphatidylinositol-3,4,5-trisphosphate binding",0.0127785377638621,"ADAP1/AKT1/ARAP1/ARAP3/ARHGAP9/FCHSD2/GAB2/IQGAP1/IQGAP2/ZFYVE1/ZFYVE16"
"mitogen-activated protein kinase binding",0.0135318358937775,"DUSP16/MAPKAPK3/MICAL2/NBR1/PPM1D/PTAFR/SIRT1/TNIP1/TPR"
"histone H3 demethylase activity",0.0135318358937775,"KDM2A/KDM4A/KDM4B/KDM5C/KDM6B/KDM7A/PHF2/RIOX1/RIOX2"
"peptide N-acetyltransferase activity",0.0141368384525225,"BRD1/BRPF3/CREBBP/EP300/GTF2B/ING3/JADE1/KAT6A/KAT8/NCOA1/NCOA3/SRCAP/TAF1"
"protein kinase regulator activity",0.0167988167303102,"ABI1/AKT1/APC/ATG13/CCNA1/CCNA2/CCNB1/CCNB2/CCNH/CCNI/CCNJL/CCNY/CDKN1B/CKS1B/DDX3X/GHRL/HEXIM1/HSP90AB1/HSPB1/INKA2/IQGAP1/MAP3K13/MARK2/MOB3A/PAK2/PARP8/PRKAG2/PRKAR1A/RGCC/RICTOR/STK4/STRADA/TAOK1/TAOK3/TRIB2/WNK1"
"2-oxoglutarate-dependent dioxygenase activity",0.0180704121104376,"EGLN2/HSPBAP1/KDM2A/KDM4A/KDM4B/KDM5C/KDM6B/KDM7A/PHF2/RIOX1/RIOX2/TET2/TET3/TMLHE"
"calmodulin binding",0.0199592813532776,"AKT1/ATP2B1/CAMK1D/CAMK2G/CAMKK1/CAMKK2/CASK/CNN2/DAPK1/DAPK2/EPB41/FKBP8/IQGAP1/IQGAP2/ITPKB/KCNQ1/MAPKAPK3/MARCKSL1/MBP/MKNK2/MYH10/MYH11/MYO1F/MYO5A/MYO9B/PCYT1A/PHKA2/RGS2/SLC24A4/SNTA1/STRN/STRN4/TPRG1L"
"histone demethylase activity",0.0206013478163018,"KDM2A/KDM4A/KDM4B/KDM5C/KDM6B/KDM7A/PHF2/RIOX1/RIOX2"
"protein demethylase activity",0.0206013478163018,"KDM2A/KDM4A/KDM4B/KDM5C/KDM6B/KDM7A/PHF2/RIOX1/RIOX2"
"methylation-dependent protein binding",0.0206013478163018,"CBX8/CHD8/DPF2/FMR1/GLYR1/ING3/KDM4A/KDM7A/KMT2E/LRWD1/MBTD1/MSH6/PHF2/PHF20L1/TAF1/ZCWPW1/ZZEF1"
"miRNA binding",0.0206013478163018,"AGO1/AGO2/AGO3/AGO4/DDX21/FMR1/KCNQ1OT1/NEAT1/RBM10/TUT7/ZNF346"
"histone H3 methyltransferase activity",0.0206013478163018,"ASH1L/CARM1/EHMT1/EZH1/JARID2/KMT2C/KMT2D/NSD1/SETD1B/SETD2/SETDB1"
"magnesium ion binding",0.024151805416624,"ADPRS/ATP11A/ATP11C/CERK/CIB3/DYRK3/ERN1/EXTL3/FAN1/ITPK1/LRRK2/MAP3K5/MARK2/MAST3/MSH6/MTG2/NEK6/NUAK2/NUDT19/OXSR1/PINK1/PLK1/PPM1A/PRKACA/RPS6KA1/RPS6KA5/SIK3/SNRK/SRPK2/STK38/STK38L/STK4/SUCLG2/TDP2/TOP2A"
"tau protein binding",0.0245435988329676,"DCTN1/DYRK1A/EP300/FKBP4/GSK3B/HSP90AB1/MARK2/MARK4/PICALM/SMAD2/TAOK1"
"regulatory RNA binding",0.0245435988329676,"AGO1/AGO2/AGO3/AGO4/DDX21/DICER1/FMR1/KCNQ1OT1/MECP2/NEAT1/RBM10/TUT7/ZNF346"
"nuclear retinoic acid receptor binding",0.0295608996385178,"ACTN4/CTBP2/MED25/NCOA1/NCOA6/NSD1/TACC1/VDR"
