"Pathway","Adjusted_Pvalue","Genes"
"late endosome",3.84684515115767e-07,"ACP3/ANKRD13A/AP5B1/ATP13A3/ATP7A/ATP7B/CCZ1B/CHMP1B/CHMP3/CLCN4/CLN3/CTSS/CXCR4/ELAPOR1/EXOC8/FYCO1/HGS/HSPA8/IGF2R/KCNQ1/LAMP2/LAMTOR4/LITAF/LRRK2/MAP1LC3A/MAPK1/MARCHF8/MTM1/MYO5A/NBR1/OSBPL11/PIK3C3/PIK3R4/PLEKHM1/PRKAR1A/PSAP/RAB22A/RAP1A/RAPGEF2/RHOB/RNF149/SLA2/SLC31A1/SORL1/SQSTM1/STARD3/STARD3NL/STX7/TMEM30A/TPCN2/TSG101/UNC13D/VAMP8/VPS37B/VPS37C/VPS39/VPS41/VPS8/WDR48/WDR91"
"focal adhesion",5.7323327861349e-07,"ACTN1/ACTN4/ACTR2/ACTR3/ADAM10/ADGRE5/APBB1IP/ARHGAP26/ARPC2/CASK/CASS4/CBL/CD46/CDC42/CNN2/CORO1C/DOCK7/FLII/FLNA/GIT2/GNA13/HCK/HNRNPK/HSPA8/HSPB1/IGF2R/IL16/IQGAP1/IRF2/ITGA4/ITGA5/ITGB7/JAK1/KIF23/KRAS/LASP1/LCP1/LPP/MAP4K4/MAPK1/MME/MPZL1/MSN/NCSTN/NEDD9/NHS/NUMB/PACSIN2/PAK1/PALLD/PARVG/PDLIM7/PIP5K1A/PIP5K1C/PLAUR/PPFIA1/PPP1R12A/PTK2B/PTPRC/PXN/RAB21/RAC1/RHOB/SDCBP/SH3KBP1/SHC1/SNAP23/SSH2/SVIL/SYNE2/TLN1/TPM4/TRIOBP"
"condensed chromosome, centromeric region",5.7323327861349e-07,"AHCTF1/APC/BIRC5/CCNB1/CENPF/CENPH/CENPM/CENPW/CHMP1B/CHMP3/CLIP1/DCTN1/DYNC1LI1/GTF2B/H3-3A/HJURP/INCENP/KANSL1/KAT8/KMT5B/KNL1/LRWD1/MAD2L1/NDE1/NDEL1/NSL1/NUP98/PHF2/PLK1/PPP1R12A/PSEN1/RASSF2/SEC13/SKA2/SMARCC1/SPAG5/SPC24/SPC25/TPR/TRAPPC12/ZNF276"
"cell-substrate junction",5.7323327861349e-07,"ACTN1/ACTN4/ACTR2/ACTR3/ADAM10/ADGRE5/APBB1IP/ARHGAP26/ARPC2/CASK/CASS4/CBL/CD46/CDC42/CNN2/CORO1C/DOCK7/ERBIN/FLII/FLNA/GIT2/GNA13/HCK/HNRNPK/HSPA8/HSPB1/IGF2R/IL16/IQGAP1/IRF2/ITGA4/ITGA5/ITGB7/JAK1/KIF23/KRAS/LASP1/LCP1/LPP/MAP4K4/MAPK1/MME/MPZL1/MSN/NCSTN/NEDD9/NHS/NUMB/PACSIN2/PAK1/PALLD/PARVG/PDLIM7/PIP5K1A/PIP5K1C/PLAUR/PPFIA1/PPP1R12A/PTK2B/PTPRC/PXN/RAB21/RAC1/RHOB/SDCBP/SH3KBP1/SHC1/SNAP23/SSH2/SVIL/SYNE2/TLN1/TPM4/TRIOBP"
"cell leading edge",5.7323327861349e-07,"ABI1/ABI3/ACAP2/ACTN1/ACTR3/ADGRE2/AKT1/AKT2/APBB1IP/APC/APPL2/ARAP3/ARHGEF6/ARPC2/ATP7A/BAIAP2/BCAS3/CAPRIN1/CDC42/CDKL5/CLIP1/CORO1C/CXCR4/DBNL/DCTN1/DDX3X/DOCK8/EXOC8/FGD3/FSCN1/INPP5K/IQGAP1/IQGAP2/ITGA5/LCP1/LDB1/MEFV/MKLN1/MTM1/MTMR14/MYH10/MYO5A/MYO9B/NDEL1/NEDD9/NHERF1/NHS/PACSIN2/PAK1/PALLD/PDLIM7/PIP5K1A/PIP5K1C/PKN2/PLCG2/PLEKHO1/PPP1R9B/PSD4/PTK2B/PXN/RAB22A/RAC1/RASA1/SH2B2/SH2D3C/SRGAP2/STX4/SYNE2/TIAM2/TIRAP/TLN1/WASF2/WIPF1"
"lysosomal membrane",6.0957585170943e-07,"ACP3/ANKFY1/ANPEP/AP1M2/AP2A1/AP3B1/AP3M1/AP5B1/ARRB1/ATP11A/ATP11C/ATP6V0A1/ATP6V0D1/ATP6V1A/CCZ1B/CHMP1B/CHMP3/CLCN4/CLCN5/CLN3/CMTM6/CYB561/ECE1/ELAPOR1/GDAP2/GLIPR1/GNB1/GNB4/GPR155/HPSE/HSPA8/IRAG2/LAMP2/LAMTOR4/LAPTM5/LITAF/LMBRD1/LPCAT1/LYN/MANBA/MARCHF8/MGST1/NCSTN/NFAM1/PLEKHM1/PRCP/PSAP/PSEN1/RAB37/RAB3D/SEC13/SLC12A4/SLC15A3/SLC44A2/SLC49A4/SNAP29/SPAG9/STARD3/STARD3NL/STX7/TAB2/TASL/TECPR1/TFE3/TFEB/TM6SF1/TMBIM1/TMEM30A/TPCN2/TSC2/UBA1/VAMP8/VPS13B/VPS39/VPS41"
"lytic vacuole membrane",6.0957585170943e-07,"ACP3/ANKFY1/ANPEP/AP1M2/AP2A1/AP3B1/AP3M1/AP5B1/ARRB1/ATP11A/ATP11C/ATP6V0A1/ATP6V0D1/ATP6V1A/CCZ1B/CHMP1B/CHMP3/CLCN4/CLCN5/CLN3/CMTM6/CYB561/ECE1/ELAPOR1/GDAP2/GLIPR1/GNB1/GNB4/GPR155/HPSE/HSPA8/IRAG2/LAMP2/LAMTOR4/LAPTM5/LITAF/LMBRD1/LPCAT1/LYN/MANBA/MARCHF8/MGST1/NCSTN/NFAM1/PLEKHM1/PRCP/PSAP/PSEN1/RAB37/RAB3D/SEC13/SLC12A4/SLC15A3/SLC44A2/SLC49A4/SNAP29/SPAG9/STARD3/STARD3NL/STX7/TAB2/TASL/TECPR1/TFE3/TFEB/TM6SF1/TMBIM1/TMEM30A/TPCN2/TSC2/UBA1/VAMP8/VPS13B/VPS39/VPS41"
"condensed chromosome",9.71908913276013e-07,"AGO3/AHCTF1/APC/BIRC5/BRD4/CCNB1/CENPF/CENPH/CENPM/CENPW/CHMP1B/CHMP3/CLIP1/CTCF/DCTN1/DYNC1LI1/GTF2B/H3-3A/HJURP/HORMAD1/INCENP/KANSL1/KAT8/KMT5B/KNL1/LRWD1/MAD2L1/MKI67/NCAPH/NDE1/NDEL1/NSL1/NSMCE4A/NUP98/PHF2/PLK1/PPP1R12A/PSEN1/RAD21/RAD51/RASSF2/RIF1/SEC13/SKA2/SMARCC1/SMC2/SPAG5/SPC24/SPC25/TOP2A/TPR/TRAPPC12/TUBA1A/ZNF276"
"spindle",1.00708903100899e-06,"AKT1/ANXA11/APP/BIRC5/CCNB1/CD180/CDC42/CDC7/CENPF/CEP63/CHMP1B/CHMP3/CKAP2L/CSNK1D/CUL3/DCTN1/DYNC1LI1/EMD/EPB41/EVI5/FAM83D/FBXO5/FRY/HSPB1/IKBKG/INCENP/IRAG2/KATNBL1/KIF20A/KIF23/KIF4A/KLHL21/KLHL22/MAD2L1/MAEA/MAP7D1/MAP7D3/MAPK1/MAPKBP1/NDE1/NDEL1/NEDD9/NEK6/NEK7/NIN/NR3C1/NSL1/PLEKHG6/PLK1/POC1B/POLB/RAB11FIP4/RAD21/RALBP1/RCC2/RIF1/RMDN2/SKA2/SPAG5/SPAST/STAG2/STX1B/TACC3/TBL1X/TBL1XR1/TOPORS/TPR/TRAPPC14/TRAT1/TUBB1/UNC119/WAPL/WNK1"
"specific granule",3.2618473239922e-06,"ADAM10/ADAM8/ANXA11/AOC1/ATP11A/CANT1/CD93/CFP/CHIT1/CMTM6/CNN2/CXCL1/DOCK2/GGH/HMOX2/HPSE/HVCN1/KPNB1/LCN2/MMP8/MOSPD2/NIT2/OLFM4/PLAUR/PTPN6/RAB37/RAP1A/RETN/SLC44A2/SNAP23/STK10/STX4/TMBIM1/TMEM30A/TNFRSF1B/VAMP8"
"primary lysosome",4.04678765115957e-06,"ACP3/ACTR2/ANXA11/ARSA/C3/CMTM6/CPPED1/FTL/GGH/GLIPR1/HEBP2/IMPDH1/IRAG2/LAMP2/LPCAT1/MANBA/MAPK1/MGST1/MNDA/NCSTN/NFAM1/PRCP/PSAP/PSEN1/RAB37/RAB3D/RETN/RNASET2/SDCBP/SNAP23/SNAP29/STX7/TMEM30A/UNC13D/VAMP8"
"azurophil granule",4.04678765115957e-06,"ACP3/ACTR2/ANXA11/ARSA/C3/CMTM6/CPPED1/FTL/GGH/GLIPR1/HEBP2/IMPDH1/IRAG2/LAMP2/LPCAT1/MANBA/MAPK1/MGST1/MNDA/NCSTN/NFAM1/PRCP/PSAP/PSEN1/RAB37/RAB3D/RETN/RNASET2/SDCBP/SNAP23/SNAP29/STX7/TMEM30A/UNC13D/VAMP8"
"tertiary granule",5.46143133295774e-06,"ADAM10/ADAM8/ADGRE3/ATP11A/ATP6V0A1/CANT1/CD93/CFP/CHIT1/CLEC4C/CNN2/CST3/CTSS/CXCL1/DBNL/DYNC1LI1/ENPP4/FTH1/GGH/ITGAX/LAMP2/LILRB2/MMP8/NBEAL2/NIT2/OLFM4/PRCP/PTAFR/PTPN6/PTPRN2/RAC1/SIRPA/SNAP23/STX7/TNFAIP6/VAMP8"
"PML body",1.40632766192437e-05,"BMAL1/CHFR/ELF4/HIPK3/ISG20/KAT6A/LRCH4/MKNK2/N4BP1/PIAS1/RAD51/RNF111/SENP2/SIRT1/SKI/SP3/SQSTM1/TCF7L2/TDP2/TOP3A/TOPORS/TP53INP1/TP53INP2/TRIM16/TRIM8/UBN1/ZBED1"
"site of polarized growth",1.9914810912581e-05,"ABI1/APP/ARHGAP4/C9orf72/CBL/CDKL5/COTL1/CYTH2/DOCK7/EXOC3/EXOC8/FKBP15/FKBP4/FLNA/FMR1/FRY/FSCN1/HSP90AB1/IQGAP1/ITGA4/LRRK2/MYO5A/NIN/ORAI2/PALLD/PINK1/PPP1R9B/PREX1/PSEN1/PTK2B/SETX/TIAM2/USP9X/WDR47/WHRN/ZFYVE27"
"midbody",2.42441258680956e-05,"ANLN/ANXA11/BIRC5/C6orf89/C9orf72/CDC42/CELF2/CENPF/CHMP1B/CHMP3/CLIC4/CPEB3/EXOC3/GNAI2/IL16/INCENP/IQGAP1/KATNBL1/KIF13A/KIF20A/KIF23/KIF4A/MARK4/MYH10/PIK3C3/PKN2/PLK1/RAB11FIP4/RAD21/RCC2/SCCPDH/SPAG5/SPAST/SVIL/TACC1/TOPORS/TRAPPC14/TRIOBP/TSG101/VPS37B"
"azurophil granule membrane",2.96995588756808e-05,"ACP3/CMTM6/GLIPR1/IRAG2/LAMP2/LPCAT1/MANBA/MGST1/NCSTN/NFAM1/PRCP/PSAP/PSEN1/RAB37/RAB3D/SNAP29/TMEM30A/VAMP8"
"ficolin-1-rich granule",3.45795754758921e-05,"ACTR2/ADAM8/ADGRE3/APAF1/ATG7/ATP6V0A1/CANT1/CD93/CLEC4C/COTL1/CST3/CTSS/DBNL/DDX3X/DYNC1LI1/ENPP4/FTH1/GPI/GSTP1/HSP90AB1/HSPA8/HUWE1/IMPDH1/ITGAX/KPNB1/LAMP2/LILRB2/MAPK1/MNDA/NBEAL2/PLEKHO2/PRCP/PSMD14/PTPRN2/RAC1/SIRPA/TNFAIP6"
"growth cone",6.64737284063432e-05,"ABI1/APP/ARHGAP4/C9orf72/CBL/CDKL5/CYTH2/DOCK7/EXOC3/EXOC8/FKBP15/FKBP4/FLNA/FMR1/FSCN1/HSP90AB1/IQGAP1/ITGA4/LRRK2/MYO5A/NIN/ORAI2/PALLD/PINK1/PPP1R9B/PREX1/PSEN1/PTK2B/SETX/TIAM2/USP9X/WDR47/WHRN/ZFYVE27"
"spindle pole",6.94699465807521e-05,"CCNB1/CENPF/CEP63/CKAP2L/CUL3/DCTN1/DYNC1LI1/EMD/FAM83D/FRY/IKBKG/IRAG2/KATNBL1/KLHL21/KLHL22/MAD2L1/MAPKBP1/NDE1/NEDD9/NEK6/NEK7/NIN/NSL1/PLEKHG6/PLK1/POC1B/RAD21/RALBP1/RMDN2/SPAG5/SPAST/STAG2/TACC3/TOPORS/UNC119"
"nuclear speck",6.94699465807521e-05,"ACIN1/ATP6V0A1/BAZ2A/BMP2K/BNIP3L/BRD1/CACNB4/CASC3/CD2BP2/CDC5L/COP1/CRNKL1/DDX17/DUSP11/DYRK1A/DYRK3/EAPP/EPOR/ERBIN/FBXL4/FOXO4/GATAD2B/GRK5/HDAC5/IL16/JADE1/KAT6A/KMT2E/MAML1/MAML2/MAML3/MBD4/MEF2C/MSL1/NEK6/NR3C1/NSL1/PACSIN2/PIAS1/PIP5K1A/PRKACA/PRPF40B/PSKH1/RBM10/RBM25/SARNP/SDE2/SETD1B/SF3A1/SF3B1/SGK1/SLU7/SMURF2/SNRNP70/SPOP/SRPK2/SRRM2/SRSF12/TAP2/TFIP11/TOPORS/TRIP12/ZBTB18/ZC3H13/ZNF217"
"endocytic vesicle",0.000120505506402095,"ADAM8/ANXA11/AP2A1/APPL2/ATP6V0A1/ATP6V0D1/ATP7A/BECN1/CAMK2G/CD163/CD4/CDC42/CTSS/DYNC1LI1/FMNL1/GAPVD1/HCLS1/HEATR5A/HGS/HSPH1/HVCN1/IGF2R/LAMP2/LMBRD1/LPAR2/LYN/MPEG1/NCF2/NLGN3/PICALM/PIK3C3/PIK3R4/RAB11FIP1/RAB11FIP4/RAB22A/RAB35/RAB5B/RAPGEF2/RIN2/SH3KBP1/SNAP23/SPARC/SRGAP2/STX4/STX6/STX7/SYK/SYT2/TAP2/TIRAP/TLR1/TLR6/UBC/VAMP8/WAS/WNT4"
"cell cortex",0.000216008656820482,"ACTN1/ACTN4/ACTR2/AKT1/AKT2/ANLN/ARHGAP33/CD302/CLDN5/CLIP1/CORO1C/COTL1/CSNK1G2/CTBP2/DBNL/DCTN1/EMD/EPB41/EXOC3/EXOC8/FLNA/FMNL1/FNBP1/FRY/FSCN1/GRB2/IQGAP1/IQGAP2/LASP1/MAEA/MED28/MKLN1/MPP1/MYH10/MYO9B/NEDD9/PDLIM2/PPP1R9B/PRKCB/PSEN1/PTK2B/PXN/RAC1/RIMS3/SPTB/TNFAIP2/TPM4/TRIP10/WDPCP/WDR1"
"phagocytic vesicle",0.000246132271197428,"ADAM8/ANXA11/APPL2/ATP6V0A1/ATP6V0D1/ATP7A/BECN1/CDC42/CTSS/FMNL1/HGS/HVCN1/LAMP2/MPEG1/NCF2/PIK3C3/PIK3R4/RAB11FIP1/RAB22A/SNAP23/SRGAP2/STX4/STX6/SYK/TAP2/TLR1/TLR6/VAMP8/WAS"
"cytoplasmic side of plasma membrane",0.000283740620038285,"AP2A1/CACNB4/CYTH1/EPB41/GNA13/GNAI2/GNAT2/GNB1/GNB4/GNG11/GNG2/GNGT2/HCK/IKBKB/IQGAP1/JAK1/KRAS/LITAF/LYN/MYD88/NTSR1/OSBPL2/PPP1R9B/PTPRC/RAB21/RASA3/RGS2/RNF31/SPTB/SYK/TIRAP/TRAF3/TYK2"
"histone methyltransferase complex",0.000352858778700414,"BOD1L1/CHD8/EZH1/INO80C/JARID2/KANSL1/KAT8/KDM6B/KMT2C/KMT2D/MEN1/NCOA6/PHF20/SETD1B/TAF1/TAF4/WDR82"
"lamellipodium",0.000474501262686447,"ABI1/ABI3/ACTR3/AKT1/APBB1IP/APC/ARAP3/ARHGEF6/ARPC2/BAIAP2/CAPRIN1/CORO1C/DBNL/DDX3X/DOCK8/FGD3/FSCN1/IQGAP2/MEFV/MYH10/MYO9B/NEDD9/NHS/PAK1/PALLD/PIP5K1A/PKN2/PPP1R9B/PTK2B/PXN/RAC1/SRGAP2/STX4/SYNE2/TIAM2/WASF2"
"secretory granule lumen",0.000818542023187301,"ACTN1/ACTN4/ACTR2/AOC1/APAF1/APP/APRT/ARHGAP9/ARSA/ATG7/C3/CANT1/CFP/CHIT1/CNN2/COTL1/CPPED1/CXCL1/DBNL/DDX3X/DOCK2/F13A1/FTL/GGH/GHRL/GPI/GSTP1/HEBP2/HGF/HPSE/HSP90AB1/HSPA8/HUWE1/IMPDH1/KPNB1/LCN2/MAPK1/MMP8/MNDA/NIT2/OLFM4/PSMD14/PTPN6/RETN/RNASET2/SCCPDH/SDCBP/SPARC/UNC13D/VWF"
"tertiary granule lumen",0.00086755796937006,"CANT1/CFP/CHIT1/CNN2/CST3/CTSS/CXCL1/DBNL/FTH1/GGH/MMP8/NIT2/OLFM4/PTPN6/TNFAIP6"
"phagophore assembly site",0.000955956113555291,"ATG13/ATG16L2/ATG2A/ATG7/BCAS3/BECN1/NBR1/PIK3C3/SQSTM1/VMP1/WIPI2/ZFYVE1"
"cytoplasmic vesicle lumen",0.000955956113555291,"ACTN1/ACTN4/ACTR2/AOC1/APAF1/APP/APRT/ARHGAP9/ARSA/ATG7/C3/CANT1/CFP/CHIT1/CNN2/COTL1/CPPED1/CXCL1/DBNL/DDX3X/DOCK2/F13A1/FTL/GGH/GHRL/GPI/GSTP1/HEBP2/HGF/HPSE/HSP90AB1/HSPA8/HUWE1/IMPDH1/KPNB1/LCN2/MAPK1/MMP8/MNDA/NIT2/OLFM4/PSMD14/PTPN6/RETN/RNASET2/SCCPDH/SDCBP/SPARC/UNC13D/VWF"
"specific granule lumen",0.000955956113555291,"AOC1/CANT1/CFP/CHIT1/CNN2/CXCL1/DOCK2/GGH/HPSE/KPNB1/LCN2/MMP8/NIT2/OLFM4/PTPN6/RETN"
"vesicle lumen",0.000998431925986143,"ACTN1/ACTN4/ACTR2/AOC1/APAF1/APP/APRT/ARHGAP9/ARSA/ATG7/C3/CANT1/CFP/CHIT1/CNN2/COTL1/CPPED1/CXCL1/DBNL/DDX3X/DOCK2/F13A1/FTL/GGH/GHRL/GPI/GSTP1/HEBP2/HGF/HPSE/HSP90AB1/HSPA8/HUWE1/IMPDH1/KPNB1/LCN2/MAPK1/MMP8/MNDA/NIT2/OLFM4/PSMD14/PTPN6/RETN/RNASET2/SCCPDH/SDCBP/SPARC/UNC13D/VWF"
"cytoplasmic side of membrane",0.00114433532795388,"AP2A1/BECN1/CACNB4/CFP/CYTH1/EPB41/GNA13/GNAI2/GNAT2/GNB1/GNB4/GNG11/GNG2/GNGT2/HCK/IKBKB/IQGAP1/JAK1/KRAS/LITAF/LRRK2/LYN/MYD88/NTSR1/OSBPL2/PPP1R9B/PTPRC/RAB21/RASA3/RGS2/RNF31/SPTB/SYK/TIRAP/TRAF3/TYK2"
"transcription repressor complex",0.0013005757136281,"ARID4A/C1D/CTBP2/ETV3/GFI1/JAZF1/MDM4/MEN1/N4BP2L2/PHF12/PRDM10/RCOR1/SKI/SP1/SP3/SPEN/TBL1X/TBL1XR1"
"ubiquitin ligase complex",0.00140456814942239,"ABTB1/APPBP2/CACYBP/CBX7/CBX8/CDC23/CDKN1B/CKS1B/COP1/CUL3/CUL4B/DCUN1D1/ENC1/FBXL20/FBXL4/FBXL5/FBXO11/FBXO38/FBXO8/IKBKG/KCTD13/KLHL21/KLHL22/MAEA/MKLN1/PCGF5/PCMTD1/RAD51/RMND5A/RNF19B/RNF31/RNF40/SEL1L/SMURF2/SPOP/SPOPL/TOPORS/TRAF3/TRPC4AP/UBE2D3/UBE4B/UBR2/WDTC1/WWP2/ZER1/ZSWIM6/ZSWIM8/ZYG11B"
"ruffle membrane",0.0017673574012299,"ADGRE2/AKT2/APC/APPL2/CDKL5/CORO1C/INPP5K/ITGA5/LCP1/PACSIN2/PAK1/PIP5K1A/PIP5K1C/PLCG2/PLEKHO1/PPP1R9B/PSD4/RAC1/SH2D3C/TIRAP/TLN1"
"outer kinetochore",0.00220915152966303,"CCNB1/CENPF/KNL1/NSL1/PLK1/SKA2/SPC24/SPC25"
"ficolin-1-rich granule membrane",0.00247897875864177,"ADAM8/ADGRE3/ATP6V0A1/CD93/CLEC4C/DYNC1LI1/ENPP4/ITGAX/LAMP2/LILRB2/NBEAL2/PRCP/PTPRN2/RAC1/SIRPA"
"protein kinase complex",0.00247897875864177,"ATG13/CCNA1/CCNA2/CCNB1/CCNB2/CCNH/CCNI/CCNJL/CCNY/CDK19/CKS1B/DAPK1/ERN1/IKBKB/IKBKG/MAP3K5/MED13/NUAK2/PHKA2/PRKACA/PRKAG2/PRKAR1A/PRKDC/STING1/STRADA/TGFBR2/TRAF3"
"actin filament",0.00255515580962745,"ACTN1/COTL1/FLNA/HCK/IQGAP1/LCP1/MARK2/MICAL2/MYO5A/MYO9B/PAK1/PALLD/PDLIM2/PDLIM7/RAC1/RCSD1/RHOQ/SH2B2/SPECC1/TPM4/WAS/WHRN/WIPF1"
"podosome",0.00255515580962745,"ADAM8/DBNL/DOCK5/FSCN1/HNRNPK/LCP1/PALLD/SVIL/TPM4/WDR1"
"nuclear periphery",0.00293649791780603,"AHCTF1/ATXN7/CASK/CENPF/CENPW/CLIC4/DNMT3A/EBNA1BP2/ENC1/GFI1/GMCL1/IFFO1/KAT8/KIF4A/MAEA/MEN1/NUP153/NUP98/PIAS1/RAD21/SCAF8/SMARCC1/SPARC/STAG2/TEP1/TPR/YY1"
"Prp19 complex",0.00311746360521314,"CDC5L/CRNKL1/HSPA8/ISY1/RBM22/XAB2"
"serine/threonine protein kinase complex",0.00327299994836995,"ATG13/CCNA1/CCNA2/CCNB1/CCNB2/CCNH/CCNI/CCNJL/CCNY/CDK19/CKS1B/DAPK1/ERN1/IKBKB/IKBKG/MED13/PHKA2/PRKACA/PRKAR1A/PRKDC/STING1/STRADA/TGFBR2/TRAF3"
