"Pathway","Adjusted_Pvalue","Genes"
"cellular response to peptide hormone stimulus",3.71343105034483e-06,"AKT1/AKT2/APPL2/ATP2B1/BAIAP2/CCNA2/CPEB2/CRK/CSK/EIF4EBP2/FOXO4/GAB1/GHRL/GNAI2/GNRHR2/GRB2/GSK3B/HDAC5/IL1B/INPP5K/INSIG1/JAK1/LEPROTL1/LPIN2/LYN/MAPK1/MYO5A/NCOA1/NCOA2/NDEL1/OSBPL8/PDE3B/PRKACA/PRKAR1A/PRKCB/PRKDC/PTPRE/PXN/RAF1/RHOQ/SESN3/SH2B2/SHC1/SIRT1/SMARCC1/SORL1/SOS2/SP1/SREBF1/STAT3/STAT5A/STAT5B/STAT6/TSC2/TYK2/USF1/WDTC1/XBP1/ZBTB7B/ZNF592"
"vacuolar transport",3.71343105034483e-06,"ANKFY1/AP3B1/AP3M1/AP3S2/ATP6V0D1/BECN1/C9orf72/CHMP1B/CHMP3/CLN3/HGS/HSPA8/IGF2R/KIF13A/LAMP2/LAPTM5/LEPROTL1/LIPA/LRRK2/LYST/MGRN1/MTM1/NCOA4/PIK3C3/PIK3R4/PINK1/PLEKHM1/PSAP/RHOB/SCYL2/SORL1/SQSTM1/TPCN2/TSG101/VPS37B/VPS37C/VPS39/VPS41/VPS8/ZFYVE16"
"cellular response to peptide",4.71671595550478e-06,"AKT1/AKT2/APP/APPL2/ATP2B1/BAIAP2/CCNA2/CPEB2/CRK/CSK/EIF4EBP2/FCGR2B/FOXO4/GAB1/GHRL/GNAI2/GNRHR2/GRB2/GSK3B/HDAC5/IL1B/INPP5K/INSIG1/ITGA4/JAK1/KLF3/LEPROTL1/LPIN2/LYN/MAPK1/MYO5A/NCOA1/NCOA2/NDEL1/OSBPL8/PDE3B/PPP1R9B/PRKACA/PRKAR1A/PRKCB/PRKDC/PSEN1/PTPRE/PXN/RAF1/RHOQ/SESN3/SH2B2/SHC1/SIRT1/SMARCC1/SNX6/SORL1/SOS2/SP1/SREBF1/STAT3/STAT5A/STAT5B/STAT6/TLR6/TSC2/TYK2/USF1/WDTC1/XBP1/ZBTB7B/ZNF592"
"establishment of organelle localization",4.71671595550478e-06,"ACTN4/ADGRE2/AP1M2/AP3B1/AP3M1/AP3S2/APC/BECN1/BICD2/BIRC5/BLOC1S4/CBL/CCNB1/CDC23/CDC42/CDCA5/CENPF/CEP83/CHGA/CHMP1B/CHMP3/CLN3/COPG1/CSNK1D/CUL3/DCTN1/DOCK7/EXOC3/EXOC8/FAM83D/FAM91A1/FYCO1/GAB2/HGS/IKBKG/INCENP/IRAG2/ITGA4/KIF13A/KNL1/KPNB1/LRRK2/LYN/MAD2L1/MAP4K2/MECP2/MYO1F/MYO5A/NDE1/NDEL1/NHERF1/NSL1/PICALM/PIK3CD/PIK3CG/PINK1/PLK1/PPP6C/PSEN1/RCC2/RIPOR1/SDCBP/SNAP23/SNAP29/SPAG5/SPAST/SPC24/SPC25/STARD3/STARD3NL/SYK/SYNE2/TRAPPC12/TRAPPC6A/TRAPPC8/TRAPPC9/TSG101/TUBA1A/UNC13D/VAMP8"
"regulation of GTPase activity",5.00428526530157e-06,"ABR/ADAP1/AGAP7P/ARAP1/ARHGAP25/ARHGAP27/ARHGAP9/C9orf72/CCDC125/CCL2/CCL4/CDKL5/CORO1C/CPEB2/CRK/DOCK11/DOCK7/DOCK8/DVL3/EVI5/FGD3/GMIP/GPR65/GSK3B/LRRK2/MAP4K4/NDEL1/NF1/PBXIP1/PICALM/PIP5K1A/PLXNA2/PLXNB2/PLXNC1/PREX1/RABGAP1/RALBP1/RALGAPB/RAP1A/RAPGEF1/RAPGEF2/RAPGEFL1/RASGRP4/RCC2/SEMA4D/SIPA1/SIPA1L1/SNX13/SOS2/SRGAP2/TBC1D1/TBC1D14/TBC1D17/TBC1D22A/TBC1D2B/TBC1D30/TIAM2/VAV1/WNK1"
"cellular response to external stimulus",5.30263740443327e-06,"AOC1/ATG7/BECN1/BMP6/CASP8/CBL/CNN2/CREBBP/DAP/DSC2/ELAPOR1/EP300/F11R/GABARAPL1/GLUL/GPR155/HSPA8/IL1B/ITGA4/LAMP2/LRRK2/LYN/MAP1LC3A/MAP2K4/MAP3K1/MAP3K14/MAP3K2/MAP3K5/MAPK1/MAPK8/MYD88/NCOA1/NUAK2/PIK3C3/PIK3R4/PMAIP1/PPM1D/PPP1R9B/PRKAG2/PRR5/PTPRC/RICTOR/RIPOR1/RXRA/SEC13/SESN3/SIPA1/SIRT1/SP1/SREBF1/TFEB/TNFRSF10B/TNFRSF1A/TNFRSF8/TRIM24/TSC2/USF1/VDR/VPS41/WIPI2/WNT4/XBP1/XPR1/ZFYVE1"
"homeostasis of number of cells",5.30263740443327e-06,"ACIN1/ADAR/AKT1/AP3B1/ARID4A/ARMCX1/BCL2L11/BRD1/CAMLG/CCN3/CCNB2/CXCL6/DOCK11/DYRK3/EXT1/FECH/FH/FLVCR1/GAPT/GNAT2/GPI/HCLS1/HMOX1/INPP5D/ITPKB/KCNQ1/KMT2E/KRAS/LDB1/LIPA/LYN/MAEA/MEF2C/MPIG6B/NCSTN/NF1/NOTCH1/PACS1/PDE4B/PIK3CD/PMAIP1/POLB/PRKDC/PTBP3/RASSF2/RCOR1/SASH3/SFXN1/SH2B2/SH2B3/SLC7A11/SOS2/SP3/SPI1/STAT3/STAT5B/TUBA1A/UBA5/WDR48/XKR8"
"immune response-activating signaling pathway",5.40345771210683e-06,"AP3B1/APPL2/BRAF/BTN2A1/BTNL8/C5AR1/C5AR2/CACNB4/CARD8/CLEC7A/CREBBP/CSK/CTSS/DDX3X/EP300/ERBIN/FCGR2B/FCHO1/FCRL3/GBP2/GFI1/GRB2/HCK/HSPA8/IKBKB/IKBKG/INPP5D/LAPTM5/LCP2/LILRA2/LIPA/LRCH4/LYN/MAPK1/MAPK8/MAPKAPK3/MARK4/MEF2C/MEFV/MNDA/MYD88/NAGK/NEK7/NFAM1/NFKBID/NINJ1/NLRP1/NOP53/PAK1/PAK2/PDE4B/PIK3CD/PLCG2/PLCL2/PLD2/PRKCB/PRKD2/PSEN1/PTPN6/PTPRC/RNF31/SEC14L1/SH2B2/SLA2/SLC15A3/SPG21/STING1/SYK/TASL/TEC/THEMIS2/TIRAP/TLR1/TLR6/TNIP1/TRAF3/TRAT1/TRIM11/VAV1/WNK1"
"immune response-regulating signaling pathway",6.58849666766312e-06,"AP3B1/APPL2/BRAF/BTN2A1/BTNL8/C5AR1/C5AR2/CACNB4/CARD8/CLEC7A/CREBBP/CSK/CTSS/DDX3X/EP300/ERBIN/FCGR2B/FCHO1/FCRL3/GBP2/GFI1/GRB2/HCK/HSPA8/IKBKB/IKBKG/INPP5D/LAPTM5/LCP2/LILRA2/LILRB2/LIPA/LRCH4/LYN/MAP2K4/MAP3K1/MAPK1/MAPK8/MAPKAPK3/MARK4/MEF2C/MEFV/MNDA/MYD88/NAGK/NEK7/NFAM1/NFKBID/NINJ1/NLRP1/NOP53/PAK1/PAK2/PDE4B/PIK3CD/PLCG2/PLCL2/PLD2/PRKCB/PRKD2/PSEN1/PTPN6/PTPRC/RNF31/SEC14L1/SH2B2/SLA2/SLC15A3/SPG21/STING1/SYK/TASL/TEC/THEMIS2/TIRAP/TLR1/TLR6/TNIP1/TRAF3/TRAT1/TRIM11/VAV1/WNK1"
"chromosome segregation",9.76610655822281e-06,"ACTR2/ACTR3/AGO4/APC/ARID1A/BECN1/BIRC5/CCNB1/CCNB2/CDC23/CDC42/CDCA2/CDCA5/CENPF/CENPH/CENPM/CENPW/CEP63/CHFR/CHMP1B/CHMP3/CSNK1D/CTCF/CUL3/DDX3X/DPF2/DYNC1LI1/FAM83D/FBXO5/FLNA/GTF2B/HJURP/HORMAD1/INCENP/KIF23/KIF4A/KLHL22/KNL1/KPNB1/MAD2L1/MAU2/MIS18A/MKI67/NCAPH/NDE1/NDEL1/NEK6/NEK7/NIPBL/NR3C1/NSL1/PLK1/PTTG1/RAD21/RCC2/SENP6/SKA2/SMARCC1/SMC2/SPAG5/SPC24/SPC25/STAG2/TACC3/TLK2/TOP2A/TOP3A/TPR/TRAPPC12/TUBB1/USP9X/WAPL/ZCWPW1"
"cellular response to insulin stimulus",1.05662610869862e-05,"AKT1/AKT2/APPL2/ATP2B1/BAIAP2/CPEB2/EIF4EBP2/FOXO4/GAB1/GNAI2/GRB2/GSK3B/HDAC5/IL1B/INPP5K/INSIG1/LPIN2/MAPK1/MYO5A/NCOA1/NCOA2/NDEL1/OSBPL8/PDE3B/PRKCB/PRKDC/PTPRE/RAF1/RHOQ/SESN3/SH2B2/SHC1/SIRT1/SMARCC1/SORL1/SOS2/SP1/SREBF1/TSC2/USF1/WDTC1/XBP1/ZBTB7B/ZNF592"
"regulation of mitotic cell cycle phase transition",1.07717030094938e-05,"AKT1/ANLN/APC/APP/APPL2/ARID1A/BID/BIRC5/BRD4/CACNB4/CCL2/CCNB1/CCNH/CDC23/CDC7/CDCA5/CDKN1B/CENPF/CHFR/CRLF3/CTDSP2/CUL3/CUL4B/DDX3X/DPF2/DYNC1LI1/FBXO5/FOXN3/FOXO4/GPR132/HYAL1/INCENP/JADE1/KLHL22/KMT2E/KNL1/LSM10/MAD2L1/MECP2/NABP1/NACC2/NEK6/NOP53/PLK1/PPP1R9B/PRKDC/PSME1/PSME3/PTPN6/RAD21/RCC2/RGCC/RRM1/RRM2/RRM2B/SDE2/SMARCC1/SPC24/SPC25/TAOK1/TAOK3/TPR/TRIM39/XPC"
"lysosomal transport",1.40657329359249e-05,"ANKFY1/AP3B1/AP3M1/BECN1/C9orf72/CHMP1B/CHMP3/CLN3/HGS/HSPA8/IGF2R/KIF13A/LAMP2/LAPTM5/LIPA/LRRK2/LYST/MGRN1/MTM1/NCOA4/PIK3C3/PIK3R4/PINK1/PLEKHM1/PSAP/RHOB/SCYL2/SORL1/TPCN2/TSG101/VPS39/VPS41/ZFYVE16"
"regulation of Ras protein signal transduction",1.9623971425729e-05,"ARHGDIB/ARHGEF18/ARRB1/CBL/CCDC125/CDC42SE1/CRK/CUL3/CYTH1/CYTH2/CYTH4/DENND4A/F11R/F2RL2/FBXO8/FOXM1/GIT2/GPR65/IQSEC1/ITPKB/KCTD13/KRAS/LPAR2/MAP4K4/MYO9B/NF1/NOTCH1/NOTCH2/P2RY10/PIK3CG/PSD4/RAC1/RAF1/RALBP1/RASA3/RASGRP4/RGL2/SH2B2/SQSTM1/STAMBP"
"regulation of protein catabolic process",2.44862073520815e-05,"ADAM8/AKT1/APC/ARAF/ATG7/BANP/CAMLG/CBFA2T3/CDKN1B/CHFR/COP1/CSNK1D/CST3/CUL4B/EGLN2/FAM83D/FBXL20/FBXL5/FLNA/FMR1/GSK3B/HGS/HSP90AB1/IL1B/LPCAT1/LRRK2/MAD2L1/MARCHF7/MDM4/MSN/MTM1/N4BP1/NOP53/NRDC/OAZ2/PHF20L1/PIAS1/PINK1/PLK1/PRKACA/PSEN1/PSMD14/PSME1/PSME3/PSME3IP1/RAD23A/RNF19B/RNF41/RYBP/SH3RF3/SMAD7/SMARCC1/SNRNP70/SORL1/TAF1/TLK2/TNFRSF1B/TRIB2/TRIM39/USP19/USP9X/WDR91/ZER1/ZYG11B"
"leukocyte migration",2.44862073520815e-05,"ADAM10/ADAM8/ADGRE2/AKT1/APP/C5AR1/C5AR2/CAMK1D/CCL2/CCL4/CCN3/CDC42/CHGA/CNN2/CREB3/CRK/CSF1R/CXCL1/CXCL16/CXCL6/CXCR4/DAPK2/DOCK8/EXT1/F11R/GPSM3/HCK/HMOX1/IL16/IL1B/IL6R/ITGA4/ITGB7/JAML/LYN/LYST/MAPK1/MOSPD2/MPP1/MSN/MYD88/NEDD9/NF1/NINJ1/NLRP12/OXSR1/PDE4B/PECAM1/PIK3CD/PIK3CG/PIP5K1C/PREX1/PTAFR/PTK2B/RAC1/SIRPA/SLC8B1/SPI1/STAT5B/STK10/SYK/TIRAP/TNFAIP6/TNFRSF14/TREM1/VAV1/WDR1/WNK1"
"regulation of cell cycle phase transition",3.24949428910549e-05,"AKT1/ANLN/APC/APP/APPL2/ARID1A/BID/BIRC5/BRD4/CACNB4/CCL2/CCNB1/CCNH/CDC23/CDC5L/CDC7/CDCA5/CDKN1B/CENPF/CEP63/CHFR/CRLF3/CTDSP2/CUL3/CUL4B/DDX3X/DPF2/DYNC1LI1/DYRK3/FAM83D/FBXO5/FOXN3/FOXO4/GPR132/HORMAD1/HYAL1/INCENP/JADE1/KLHL22/KMT2E/KNL1/LSM10/MAD2L1/MECP2/NABP1/NACC2/NEK6/NOP53/PKMYT1/PLCG2/PLK1/PPP1R9B/PRKDC/PSME1/PSME3/PTPN6/RAD21/RAD51/RCC2/RGCC/RRM1/RRM2/RRM2B/SDE2/SMARCC1/SPC24/SPC25/TAF1/TAOK1/TAOK3/THOC5/TIPIN/TPR/TRIM39/XPC"
"TOR signaling",3.54458322607057e-05,"AKT1/ARAF/BMAL1/C9orf72/CASTOR2/CUL3/DYRK3/EIF4EBP2/EP300/FAM83D/GPAT3/GPR155/KLHL22/LAMTOR4/LIPA/MTM1/NUAK2/OTUD5/PINK1/PRKACA/PRR5/PRR5L/RFFL/RICTOR/RPS6KA1/SEC13/SESN3/SIK3/SIRT1/SYK/TMEM127/TSC2/UBE2W/UBR2/USP32/USP4/USP9X"
"negative regulation of autophagy",3.77478503624226e-05,"AKT1/BECN1/BMF/DAP/EIF4G2/EP300/FEZ2/HGF/HMOX1/KDM4A/KLHL22/LRRK2/MTM1/PINK1/RNF41/SNRNP70/STAT3/STK38L/TAB2/TAB3/TBC1D14/TIGAR/TLK2/TSC2/WNK1"
"regulation of protein-containing complex assembly",4.1231966910205e-05,"ARPC2/ATF7IP/BAIAP2/BCL2L11/BID/BMF/CARD8/CDC42/CDKN1B/CLEC7A/CLIP1/COTL1/CYRIA/DCTN1/DDX3X/DYRK1A/EP300/FCHSD2/FKBP4/FLII/FSCN1/GBA2/GBP2/GNL3L/GRB2/GSK3B/H3-3A/HCK/HCLS1/HJURP/HSPA8/LCP1/MAPK8/MARK4/MECP2/MED25/MEFV/MEGF9/MSN/MYD88/NEK7/NOP53/PAK1/PINK1/PLCG2/PPP2R5B/PREX1/PTK2B/RAC1/RAF1/RASA1/RICTOR/SENP6/SORL1/SPTB/SSH2/STX1B/SVIL/SYK/TFIP11/TIRAP/TLR6/TMOD2/TPPP3/TRAPPC12/TRIM11/TRIOBP/VPS39/VPS41/VPS8"
"response to peptide hormone",5.19662067565602e-05,"AKT1/AKT2/APPL2/ATP2B1/BAIAP2/BRAF/BTG2/CCNA2/CDKN1B/CPEB2/CREB1/CRK/CSK/EIF4EBP2/FOXO4/GAB1/GHRL/GNAI2/GNRHR2/GRB2/GSK3B/HDAC5/IL1B/INPP5K/INSIG1/JAK1/KBTBD2/KCNQ1/LEPROTL1/LPIN2/LYN/MAPK1/MYO5A/NCOA1/NCOA2/NDEL1/OSBPL8/PDE3B/PRKACA/PRKAR1A/PRKCB/PRKDC/PTPRE/PXN/RAF1/RETN/RHOQ/SCAP/SESN3/SH2B2/SHC1/SIRT1/SLC24A4/SMARCC1/SORL1/SOS2/SP1/SREBF1/STAT3/STAT5A/STAT5B/STAT6/TRIM16/TRIM24/TSC2/TYK2/USF1/WDTC1/XBP1/ZBTB7B/ZNF592"
"protein targeting to vacuole",7.05400343271833e-05,"AP3B1/AP3M1/BECN1/HGS/HSPA8/LAMP2/LAPTM5/NCOA4/PIK3C3/PIK3R4/SORL1/SQSTM1/VPS37B/VPS37C/VPS41/VPS8/ZFYVE16"
"immune response-regulating cell surface receptor signaling pathway",7.57908960511378e-05,"APPL2/BRAF/BTN2A1/BTNL8/C5AR1/C5AR2/CACNB4/CLEC7A/CREBBP/CSK/EP300/FCGR2B/FCHO1/FCRL3/GRB2/HCK/IKBKB/IKBKG/INPP5D/LAPTM5/LCP2/LILRA2/LILRB2/LIPA/LYN/MAP2K4/MAP3K1/MAPK1/MAPK8/MEF2C/MNDA/MYD88/NFAM1/NFKBID/NINJ1/PAK1/PAK2/PDE4B/PIK3CD/PLCG2/PLCL2/PLD2/PRKCB/PRKD2/PSEN1/PTPN6/PTPRC/RNF31/SH2B2/SLA2/SPG21/SYK/TEC/THEMIS2/TIRAP/TLR1/TLR6/TRAT1/VAV1/WNK1"
"fibroblast migration",8.61879859785861e-05,"AKT1/APPL2/ARHGAP4/BRAF/CCN3/CLN3/CORO1C/GNA13/IQGAP1/MACIR/NHERF1/PIP5K1A/PRR5L/RAC1/RCC2/RFFL/WDPCP/ZFAND5"
"immune response-activating cell surface receptor signaling pathway",0.000103407338058202,"APPL2/BRAF/BTN2A1/BTNL8/C5AR1/C5AR2/CACNB4/CLEC7A/CREBBP/CSK/EP300/FCGR2B/FCHO1/FCRL3/GRB2/HCK/IKBKB/IKBKG/INPP5D/LAPTM5/LCP2/LILRA2/LIPA/LYN/MAPK1/MEF2C/MNDA/MYD88/NFAM1/NFKBID/NINJ1/PAK1/PAK2/PDE4B/PIK3CD/PLCG2/PLCL2/PLD2/PRKCB/PRKD2/PSEN1/PTPN6/PTPRC/RNF31/SH2B2/SLA2/SPG21/SYK/TEC/THEMIS2/TIRAP/TLR1/TLR6/TRAT1/VAV1/WNK1"
"establishment of vesicle localization",0.000117749210413265,"ACTN4/AP1M2/AP3B1/AP3M1/AP3S2/BLOC1S4/CLN3/CSNK1D/CUL3/DCTN1/EXOC3/EXOC8/FAM91A1/FYCO1/HGS/IKBKG/IRAG2/ITGA4/KIF13A/LRRK2/MAP4K2/MECP2/MYO1F/MYO5A/NDE1/NDEL1/PICALM/PINK1/PPP6C/PSEN1/SDCBP/SNAP23/SNAP29/STARD3/STARD3NL/TRAPPC12/TRAPPC6A/TRAPPC8/TRAPPC9/TSG101"
"cellular response to extracellular stimulus",0.000121054379103863,"AOC1/ATG7/BECN1/CBL/CREBBP/DAP/DSC2/ELAPOR1/EP300/GABARAPL1/GLUL/GPR155/HSPA8/ITGA4/LAMP2/LRRK2/LYN/MAP1LC3A/MAP3K5/MAPK1/MAPK8/NCOA1/NUAK2/PIK3C3/PIK3R4/PMAIP1/PPM1D/PPP1R9B/PRKAG2/PRR5/PTPRC/RICTOR/RIPOR1/RXRA/SEC13/SESN3/SIPA1/SIRT1/SP1/SREBF1/TFEB/TRIM24/TSC2/USF1/VDR/VPS41/WIPI2/WNT4/XBP1/XPR1/ZFYVE1"
