"Pathway","Adjusted_Pvalue","Genes"
"5'-3' RNA polymerase activity",0.0788422423777217,"MED20/POLR1B/POLR1H/POLR2I/POLR3C/POLR3K/POLRMT/PRIM1"
"RNA polymerase activity",0.0788422423777217,"MED20/POLR1B/POLR1H/POLR2I/POLR3C/POLR3K/POLRMT/PRIM1"
"catalytic activity, acting on DNA",0.0832499193772381,"ALKBH1/APEX2/APLF/ASTE1/BLM/DCLRE1A/DDX1/ENDOG/EXD2/FTO/HELQ/HFM1/HLTF/MCM3/MCM6/MPG/MSH2/N6AMT1/NAV2/PCNA/POLD1/RAD51B/RAD51C/RBBP4/RFC4/RUVBL2/SETMAR/SMARCAL1/TDP1/TOP3B/UNG"
"S-adenosyl-L-methionine binding",0.13456862522378,"METTL5/MOCS1/N6AMT1/TFB1M/TSR3/ZCCHC4"
"intramolecular oxidoreductase activity, transposing C=C bonds",0.137095657505298,"ECH1/ECHS1/ECI1/ECI2/EHHADH"
"structural constituent of ribosome",0.137095657505298,"MRPL10/MRPL12/MRPL13/MRPL15/MRPL17/MRPL18/MRPL19/MRPL3/MRPL34/MRPL35/MRPL36/MRPL41/MRPL43/MRPL57/MRPS12/MRPS14/MRPS18A/MRPS18B/MRPS23/MRPS30/MRPS31/MRPS6/MRPS7"
"ribonuclease P RNA binding",0.158380824267433,"POP4/POP7/RPP38/RPP40"
"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",0.158380824267433,"AOC1/IL4I1/MAOA/PNPO/VCAM1"
"dynein heavy chain binding",0.158380824267433,"DNAI3/DNAI4/DYNC2I2/DYNC2LI1/LRRC61"
"O-methyltransferase activity",0.168408960794963,"ARMT1/BCDIN3D/CMTR2/HENMT1/MRM1/PCMT1"
"tRNA-specific ribonuclease activity",0.195172400900673,"ELAC1/POP4/POP7/RPP38/RPP40"
"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",0.19562756021585,"AKR1B1/AKR7A2/BDH2/CBR1/CBR3/EHHADH/HIBADH/HSD17B8/IDH2/KDSR/LDHA/LDHB/MDH1/ME1/PRXL2B/RDH14/UGDH"
"exonuclease activity",0.200142947007901,"APEX2/APLF/CPSF3/DCLRE1A/DDX1/ERI1/EXD2/EXOSC3/NME7/PNPT1/POLD1/POLRMT/TDP1"
"rRNA binding",0.200142947007901,"DDX28/EMG1/ERI1/IMP3/IMP4/MRPL18/MRPS18A/MRPS6/MRPS7/RCC1L/RPF2"
"histone methyltransferase activity",0.200142947007901,"ANTKMT/EEF1AKMT1/EEF1AKMT3/EEF2KMT/METTL23/N6AMT1/PRMT5/PRMT6/PRMT9/SETMAR/SMYD3"
"four-way junction DNA binding",0.212610901259876,"BLM/MEN1/MSH2/RAD51B/RAD51C"
"nuclease activity",0.212610901259876,"APEX2/APLF/ASTE1/CPSF3/DBR1/DCLRE1A/DDX1/ELAC1/ENDOG/ERI1/EXD2/EXOSC3/LACTB2/MBLAC1/NME7/PNPT1/POLD1/POLRMT/POP4/POP7/RAD51C/RPP38/RPP40/SETMAR/TDP1"
"ribonuclease P activity",0.212610901259876,"POP4/POP7/RPP38/RPP40"
"arginine N-methyltransferase activity",0.212610901259876,"METTL23/PRMT5/PRMT6/PRMT9"
"protein-arginine N-methyltransferase activity",0.212610901259876,"METTL23/PRMT5/PRMT6/PRMT9"
"MHC protein binding",0.222660114975638,"CD8A/CD8B/KIR3DL2/KLRK1/LAG3/TRAV19/TRAV29DV5/TRAV8-4"
"carbon-carbon lyase activity",0.26008667947883,"ARMT1/FAHD1/GOT1/HACL1/HMGCL/ME1/MOCS1/TYW1B/UMPS"
"pseudouridine synthase activity",0.267194480618854,"PUS3/RPUSD1/RPUSD3/TRUB1"
"oxidoreductase activity, acting on the CH-NH2 group of donors",0.273010553450901,"AOC1/IL4I1/MAOA/PNPO/VCAM1"
"oxidoreductase activity, acting on CH-OH group of donors",0.276279397541852,"AKR1B1/AKR7A2/BDH2/CBR1/CBR3/EHHADH/HIBADH/HSD17B8/IDH2/KDSR/LDHA/LDHB/MDH1/ME1/PRXL2B/RDH14/UGDH"
"intramolecular transferase activity",0.276279397541852,"CYP2J2/MMUT/PUS3/RPUSD1/RPUSD3/TRUB1"
"sphingolipid binding",0.276279397541852,"CPTP/EPDR1/LAPTM4B/RTN4R/S1PR1/TRAF2"
"3'-5' DNA helicase activity",0.310525085030242,"BLM/HELQ/MCM6/NAV2"
"transferase activity, transferring nitrogenous groups",0.310525085030242,"CISD1/GFPT2/GOT1/GOT2/PIGK/PSAT1"
"damaged DNA binding",0.310525085030242,"BLM/DCLRE1A/H2AX/MPG/MSH2/PCNA/POLD1/POT1/RPA2/RPA3/UNG"
"isomerase activity",0.343256981114932,"BLM/CYP2J2/ECH1/ECHS1/ECI1/ECI2/EHHADH/FAHD1/FKBP1B/MMUT/NAXE/PIGK/PPIL1/PUS3/RPE/RPUSD1/RPUSD3/THAP4/TMX1/TOP3B/TRUB1"
"tumor necrosis factor receptor binding",0.344937643845344,"BABAM2/FADD/FASLG/LTA/TRAF2/TRIM37"
"3'-5' exonuclease activity",0.38182091963122,"APEX2/APLF/ERI1/EXD2/EXOSC3/NME7/PNPT1/POLD1/POLRMT"
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.38182091963122,"CBR1/CBR3/CRYZ/NDUFA8/NDUFA9/NDUFB5/NDUFB7/NDUFC1/NDUFC2"
"GTP binding",0.38182091963122,"ADSS2/ARL2/ARL6/ATL3/EEFSEC/EFL1/EIF2B2/GFM1/GIMAP1/GIMAP2/GIMAP4/GIMAP7/GIMAP8/GNA14/GPN1/GPN3/HRAS/IFT22/MMAA/MOCS1/RAB10/RAB19/RAB23/RAB28/RAB33A/RAB6A/RABL3/RALA/RCC1L/RHOF/RRAGA/RTCB/SRPRB/TUBB4A/TUBD1/TUBE1/TUBG1/URGCP"
"DNA replication origin binding",0.396266362857437,"GRWD1/ORC3/ORC4/ORC5"
"histone H4 methyltransferase activity",0.396266362857437,"N6AMT1/PRMT5/PRMT6/SMYD3"
"aminoacyl-tRNA ligase activity",0.396266362857437,"DARS1/DARS2/FARSA/FARSB/PARS2/WARS2/YARS2"
"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",0.396266362857437,"AKR1B1/ALDH18A1/ALDH1B1/ALDH6A1/DLAT/PDHB/PDHX"
"ligase activity, forming carbon-oxygen bonds",0.396266362857437,"DARS1/DARS2/FARSA/FARSB/PARS2/WARS2/YARS2"
"protein transporter activity",0.396266362857437,"ATAD1/PEX10/PEX12/TIMM22/TIMM23/TIMM8B/TMED10"
"RNA nuclease activity",0.396266362857437,"CPSF3/DBR1/ELAC1/ENDOG/ERI1/EXD2/EXOSC3/LACTB2/MBLAC1/PNPT1/POLRMT/POP4/POP7/RPP38/RPP40"
"phosphatidic acid binding",0.396266362857437,"ATP13A2/PITPNC1/PLCD1/PLEKHN1/UQCC3"
"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",0.396266362857437,"APEX2/CPSF3/DCLRE1A/ERI1/EXD2/EXOSC3/PNPT1/POLD1/POLRMT"
"ATP-dependent activity, acting on DNA",0.430632254585015,"BLM/DDX1/HELQ/HFM1/HLTF/MCM3/MCM6/MSH2/NAV2/RAD51B/RAD51C/RBBP4/RFC4/RUVBL2/SMARCAL1"
"ligase activity",0.430632254585015,"AASDH/ADSS2/ASNSD1/ATP5ME/ATP5PF/ATP5PO/DARS1/DARS2/FARSA/FARSB/GART/MOCS3/PARS2/RLIG1/RTCB/SLC27A2/SUCLA2/WARS2/YARS2"
"NADPH binding",0.431252406398996,"CBR3/CRYZ/KDSR/QDPR"
"transaminase activity",0.431252406398996,"CISD1/GFPT2/GOT1/GOT2/PSAT1"
"oxidized DNA binding",0.431252406398996,"BLM/MSH2/POT1"
"protein-lysine N-methyltransferase activity",0.431252406398996,"ANTKMT/CAMKMT/EEF1AKMT1/EEF1AKMT3/EEF2KMT/METTL13/N6AMT1/SETMAR/SMYD3"
"tRNA methyltransferase activity",0.431252406398996,"BCDIN3D/LCMT2/METTL2A/TRMT10C/TRMT1L/TRMT5"
"RNA endonuclease activity, producing 5'-phosphomonoesters",0.431252406398996,"DBR1/ELAC1/POP4/POP7/RPP38/RPP40"
"intramolecular oxidoreductase activity",0.437069754622331,"ECH1/ECHS1/ECI1/ECI2/EHHADH/FAHD1/PIGK/TMX1"
"RNA endonuclease activity",0.437069754622331,"CPSF3/DBR1/ELAC1/ENDOG/LACTB2/MBLAC1/POP4/POP7/RPP38/RPP40"
"DNA nuclease activity",0.437069754622331,"APEX2/APLF/ASTE1/DCLRE1A/ENDOG/EXD2/POLD1/RAD51C/SETMAR"
"lysine N-methyltransferase activity",0.437069754622331,"ANTKMT/CAMKMT/EEF1AKMT1/EEF1AKMT3/EEF2KMT/METTL13/N6AMT1/SETMAR/SMYD3"
"nucleobase-containing compound kinase activity",0.445397923565893,"ADK/AK6/AK7/AK9/DCK/DGUOK/NME3"
"translation elongation factor activity",0.445429946163101,"EEFSEC/EFL1/EIF5A2/GFM1"
"electron transfer activity",0.445429946163101,"AKR1B1/AKR7A2/ME1/MTCO2P12/NDUFA8/NDUFA9/NDUFB5/NDUFB7/NDUFC1/NDUFC2/QDPR/SDHD/UQCR10/UQCR11"
"endonuclease activity",0.445429946163101,"APEX2/APLF/ASTE1/CPSF3/DBR1/ELAC1/ENDOG/LACTB2/MBLAC1/POP4/POP7/RAD51C/RPP38/RPP40/SETMAR"
"single-stranded DNA endodeoxyribonuclease activity",0.469949551573559,"ASTE1/ENDOG/SETMAR"
"nucleoside kinase activity",0.469949551573559,"ADK/DCK/DGUOK"
"protein transmembrane transporter activity",0.472039907623636,"PEX10/PEX12/TIMM22/TIMM23/TMED10"
"glucosyltransferase activity",0.490513114078281,"ALG5/ALG8/GYS1/POGLUT2"
"ceramide binding",0.490513114078281,"CPTP/EPDR1/LAPTM4B/RTN4R"
"guanyl nucleotide binding",0.492125735987673,"ADSS2/ARL2/ARL6/ATL3/EEFSEC/EFL1/EIF2B2/GFM1/GIMAP1/GIMAP2/GIMAP4/GIMAP7/GIMAP8/GNA14/GPN1/GPN3/HRAS/IFT22/MMAA/MOCS1/RAB10/RAB19/RAB23/RAB28/RAB33A/RAB6A/RABL3/RALA/RCC1L/RHOF/RRAGA/RTCB/SRPRB/TUBB4A/TUBD1/TUBE1/TUBG1/URGCP"
"guanyl ribonucleotide binding",0.492125735987673,"ADSS2/ARL2/ARL6/ATL3/EEFSEC/EFL1/EIF2B2/GFM1/GIMAP1/GIMAP2/GIMAP4/GIMAP7/GIMAP8/GNA14/GPN1/GPN3/HRAS/IFT22/MMAA/MOCS1/RAB10/RAB19/RAB23/RAB28/RAB33A/RAB6A/RABL3/RALA/RCC1L/RHOF/RRAGA/RTCB/SRPRB/TUBB4A/TUBD1/TUBE1/TUBG1/URGCP"
"2 iron, 2 sulfur cluster binding",0.492125735987673,"CISD1/CISD2/ISCA2/NFU1/RFESD"
"disordered domain specific binding",0.492125735987673,"EZR/FYN/KEAP1/PPIL1/RRM1"
"cyclin-dependent protein serine/threonine kinase regulator activity",0.492125735987673,"CCNC/CCNF/CCNH/CCNI2/CCNQ/CDK4/MNAT1"
"oxidoreductase activity, acting on the aldehyde or oxo group of donors",0.492125735987673,"AKR1B1/ALDH18A1/ALDH1B1/ALDH6A1/DLAT/PDHB/PDHX"
"ribosome binding",0.492125735987673,"ABCE1/EFL1/EIF2S1/EIF5A2/ERI1/GEMIN5/IFRD2/NDUFAB1/PELO/TMCO1/TMEM147/TTC5/UNG"
"acyl-CoA dehydrogenase activity",0.492125735987673,"ACADM/ACADS/TECR"
"cytidine deaminase activity",0.492125735987673,"APOBEC3C/APOBEC3F/APOBEC3G"
"enoyl-CoA hydratase activity",0.492125735987673,"ECHS1/EHHADH/HACD3"
"tRNA (guanine) methyltransferase activity",0.492125735987673,"TRMT10C/TRMT1L/TRMT5"
"UDP-glucosyltransferase activity",0.492125735987673,"ALG5/GYS1/POGLUT2"
"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",0.492125735987673,"ACADM/ACADS/TECR"
"RNA exonuclease activity, producing 5'-phosphomonoesters",0.497395863601894,"CPSF3/ERI1/EXD2/EXOSC3/PNPT1/POLRMT"
"nucleotidyltransferase activity",0.542237368513119,"CMAS/CTU1/MED20/MOCS3/NMNAT3/PCYT2/PNPT1/POLD1/POLR1B/POLR1H/POLR2I/POLR3C/POLR3K/POLRMT/PRIM1/SIRT4"
"DNA secondary structure binding",0.542298115117444,"BLM/MEN1/MSH2/POT1/RAD51B/RAD51C"
"DNA helicase activity",0.542298115117444,"BLM/HELQ/HFM1/MCM3/MCM6/NAV2/RFC4/RUVBL2"
"alcohol dehydrogenase (NADP+) activity",0.550089668762882,"AKR1B1/AKR7A2/CBR1/CBR3/RDH14"
"DNA-(apurinic or apyrimidinic site) endonuclease activity",0.550089668762882,"ALKBH1/APEX2/APLF"
"MAP kinase tyrosine/serine/threonine phosphatase activity",0.550089668762882,"DUSP10/DUSP14/DUSP2"
"DNA N-glycosylase activity",0.550089668762882,"MPG/PCNA/UNG"
"sequence-specific single stranded DNA binding",0.550089668762882,"PCBP1/POT1/RPA2"
"tRNA binding",0.550089668762882,"ALKBH1/CTU1/DARS2/DTD1/EEFSEC/ELP3/FARSA/TRMT10C/TRMT1L/YARS2"
"RNA exonuclease activity",0.550089668762882,"CPSF3/ERI1/EXD2/EXOSC3/PNPT1/POLRMT"
"disulfide oxidoreductase activity",0.550089668762882,"CHCHD4/CLIC3/SCO2/SELENOT/TMX1/TMX2"
"magnesium ion binding",0.556680419117329,"AASDHPPT/ADSS2/DCTPP1/ENDOG/EXD2/FARSA/FARSB/HACL1/HMGCL/IDH2/ILK/ME1/MSH2/NT5C3B/NUDT3/PPA2/PRIM1/PRKACB/PRPS2/PRPSAP1/SUCLA2/WEE1/YDJC"
"NADH dehydrogenase (ubiquinone) activity",0.596163392343353,"NDUFA8/NDUFA9/NDUFB5/NDUFB7/NDUFC1/NDUFC2"
"macromolecule transmembrane transporter activity",0.631543798771326,"PEX10/PEX12/TIMM22/TIMM23/TMED10"
"acetyltransferase activity",0.631543798771326,"ACAA2/ACAT1/ACAT2/ATF2/DLAT/ELP3/HAT1/MEAF6/NAGS/TADA2A/TMEM68"
"nucleosomal DNA binding",0.631543798771326,"ACTL6A/H1-10/H1-3/H1-4/RBBP4/VRK1"
"acyltransferase activity, transferring groups other than amino-acyl groups",0.631543798771326,"ACAA2/ACAT1/ACAT2/AGPAT5/ATF2/CPT2/DLAT/ELOVL4/ELP3/HAT1/LCLAT1/LIPT1/MEAF6/NAGS/OSGEPL1/OXSM/SIRT4/TADA2A/TMEM68/ZDHHC12/ZDHHC16/ZDHHC4"
"C-C chemokine receptor activity",0.631543798771326,"ACKR3/CCR7/CXCR3/CXCR6"
"single-stranded DNA helicase activity",0.631543798771326,"HELQ/MCM3/MCM6/RFC4"
"copper ion binding",0.631543798771326,"AOC1/ATP13A2/COA6/F8/MTCO2P12/SCO2/SNAI3/SOD1"
"lyase activity",0.645019004449544,"ALKBH1/ARMT1/CHAC2/ECHS1/EHHADH/FAHD1/GGACT/GLO1/GOT1/HACD3/HACL1/HCCS/HMGCL/ME1/MGST3/MOCOS/MOCS1/TGDS/TYW1B/UMPS"
"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters",0.662961788806764,"DBR1/ELAC1/POP4/POP7/RPP38/RPP40"
"single-stranded DNA binding",0.671507462909287,"BLM/MCM3/MCM6/MSH2/PCBP1/POLR3C/POT1/RAD51B/RPA2/RPA3/SETMAR/SMARCAL1/TDP1"
"carbon-sulfur lyase activity",0.673844389672469,"GLO1/HCCS/MGST3"
"ubiquitin-ubiquitin ligase activity",0.673844389672469,"ANAPC11/RBX1/STUB1"
"NADP binding",0.673844389672469,"CBR3/CRYZ/DHCR7/HIBADH/KDSR/ME1/QDPR"
"C-C chemokine binding",0.673844389672469,"ACKR3/CCR7/CXCR3/CXCR6"
"protein-disulfide reductase activity",0.69559300905907,"CHCHD4/CLIC3/SCO2/SELENOT/TMX1"
"oxidoreductase activity, acting on a sulfur group of donors",0.712323549402648,"CHCHD4/CLIC3/PCYOX1/SCO2/SELENOT/TMX1/TMX2"
"glycosyltransferase activity",0.717758049734301,"ALG1/ALG2/ALG5/ALG8/B3GALT2/B3GALT4/B3GALT6/B3GLCT/B4GAT1/CHPF/DPAGT1/DPY19L1/GALNT11/GLT8D1/GYS1/MGAT2/MGAT5B/POGLUT2/PPAT/RXYLT1/SIRT4/ST6GALNAC6/STT3A/TMTC4/UMPS"
"mannosyltransferase activity",0.727260591173791,"ALG1/ALG2/DPY19L1/TMTC4"
"DNA exonuclease activity, producing 5'-phosphomonoesters",0.727260591173791,"APEX2/DCLRE1A/EXD2/POLD1"
"3'-5'-RNA exonuclease activity",0.727260591173791,"ERI1/EXD2/EXOSC3/PNPT1/POLRMT"
"pyridoxal phosphate binding",0.727260591173791,"CISD1/GOT1/GOT2/MOCOS/PLPBP/PNPO/PSAT1"
"3'-5'-DNA exonuclease activity",0.727260591173791,"APEX2/EXD2/POLD1"
"quinone binding",0.727260591173791,"AOC1/SDHD/VKORC1"
"vitamin B6 binding",0.739611385461649,"CISD1/GOT1/GOT2/MOCOS/PLPBP/PNPO/PSAT1"
"oxidoreduction-driven active transmembrane transporter activity",0.739611385461649,"MTCO2P12/NDUFA8/NDUFA9/NDUFB5/NDUFB7/NDUFC1/NDUFC2/UQCR10"
"manganese ion binding",0.739611385461649,"ATP13A2/EXD2/HMGCL/ME1/MGAT2/MGAT5B/NUDT3/PEPD"
"RNA polymerase II complex binding",0.739611385461649,"CTR9/ELP4/LEO1/POLR2M/SMYD3"
"aldo-keto reductase (NADPH) activity",0.739611385461649,"AKR1B1/AKR7A2/CBR1/CBR3/RDH14"
"G protein-coupled chemoattractant receptor activity",0.739611385461649,"ACKR3/CCR7/CXCR3/CXCR6"
"DNA exonuclease activity",0.739611385461649,"APEX2/DCLRE1A/EXD2/POLD1"
"chemokine receptor activity",0.739611385461649,"ACKR3/CCR7/CXCR3/CXCR6"
"R-SMAD binding",0.739611385461649,"MEN1/PMEPA1/RGCC/STUB1"
"nucleoside diphosphate kinase activity",0.767798784630919,"AK7/AK9/NME3"
"prenyltransferase activity",0.767798784630919,"FDFT1/FNTA/GGPS1"
"acetylcholine-gated monoatomic cation-selective channel activity",0.767798784630919,"CHRNA5/CHRNA6/CHRNB1"
"proton channel activity",0.799174544986012,"ATP5ME/ATP5PF/ATP5PO/SLC4A11"
"RNA polymerase binding",0.806745982616022,"CTR9/ELP4/LEO1/POLR2M/SMYD3/STOM/TCERG1L"
"telomeric DNA binding",0.823789795514252,"ACD/BLM/POT1/RPA2/TINF2"
"basal transcription machinery binding",0.823789795514252,"CTR9/ELP4/GTF2E2/LEO1/POLR2M/RUVBL2/SMYD3"
"basal RNA polymerase II transcription machinery binding",0.823789795514252,"CTR9/ELP4/GTF2E2/LEO1/POLR2M/RUVBL2/SMYD3"
"MAP kinase phosphatase activity",0.823789795514252,"DUSP10/DUSP14/DUSP2"
"proton-transporting ATP synthase activity, rotational mechanism",0.823789795514252,"ATP5ME/ATP5PF/ATP5PO"
"phosphatidylglycerol binding",0.823789795514252,"PITPNC1/PLEKHN1/UQCC3"
"tumor necrosis factor receptor superfamily binding",0.823789795514252,"BABAM2/FADD/FASLG/LTA/TRAF2/TRIM37"
"glycolipid binding",0.91292406132155,"EPDR1/PIGK/PIGU/RTN4R"
"UDP-glycosyltransferase activity",0.91622986379506,"ALG5/B3GALT2/B3GALT4/B3GALT6/B3GLCT/B4GAT1/CHPF/GALNT11/GLT8D1/GYS1/MGAT2/MGAT5B/POGLUT2/RXYLT1"
"nucleosome binding",0.918103122350733,"ACTL6A/ACTR6/EED/H1-10/H1-3/H1-4/RBBP4/VRK1"
"RNA polymerase I activity",0.918103122350733,"POLR1B/POLR1H"
"carbonyl reductase (NADPH) activity",0.918103122350733,"CBR1/CBR3"
"protein tyrosine/threonine phosphatase activity",0.918103122350733,"DUSP10/DUSP2"
"MAP kinase tyrosine phosphatase activity",0.918103122350733,"DUSP10/DUSP2"
"acetylcholine binding",0.918103122350733,"ACHE/CHRNB1"
"glycosphingolipid binding",0.918103122350733,"EPDR1/RTN4R"
"molecular carrier activity",0.918554153926273,"APLF/ASF1A/CSE1L/EMC6/HBA2/HIKESHI/IPO11/MTCH2/NDUFAB1/SCO2"
"S-acyltransferase activity",0.922261080312752,"DLAT/ZDHHC12/ZDHHC16/ZDHHC4"
"hexosyltransferase activity",0.922261080312752,"ALG1/ALG2/ALG5/ALG8/B3GALT2/B3GALT4/B3GALT6/B3GLCT/B4GAT1/CHPF/DPY19L1/GALNT11/GYS1/MGAT2/MGAT5B/POGLUT2/STT3A/TMTC4"
"DNA endonuclease activity",0.922261080312752,"APLF/ASTE1/ENDOG/RAD51C/SETMAR"
"acetylcholine receptor activity",0.922261080312752,"CHRNA5/CHRNA6/CHRNB1"
"phospholipase activator activity",0.922261080312752,"CCL8/FYN/HRAS"
"C-acyltransferase activity",0.922261080312752,"ACAA2/ACAT1/ACAT2"
"MHC class I protein binding",0.922261080312752,"CD8A/CD8B/KLRK1"
"nucleoside monophosphate kinase activity",0.922261080312752,"AK6/AK7/AK9"
"ATP-dependent DNA damage sensor activity",0.922261080312752,"MSH2/RAD51B/RAD51C"
"oxidoreductase activity, acting on NAD(P)H",0.927020579216193,"CBR1/CBR3/CRYZ/NDUFA8/NDUFA9/NDUFB5/NDUFB7/NDUFC1/NDUFC2"
"NF-kappaB binding",0.927020579216193,"COMMD7/COMMD8/DNAJA3/FAF1"
"RNA polymerase core enzyme binding",0.927020579216193,"CTR9/ELP4/LEO1/POLR2M/SMYD3"
"histone H3 methyltransferase activity",0.927020579216193,"METTL23/PRMT5/PRMT6/SETMAR/SMYD3"
"sulfur amino acid transmembrane transporter activity",0.927020579216193,"SLC1A1/SLC25A12"
"ADP transmembrane transporter activity",0.927020579216193,"SLC25A17/SLC25A23"
"oxidoreductase activity, acting on CH or CH2 groups",0.927020579216193,"RRM1/VKORC1"
"sulfurtransferase activity",0.927020579216193,"MOCOS/MOCS3"
"mismatch repair complex binding",0.927020579216193,"MSH2/PCNA"
"UDP-xylosyltransferase activity",0.927020579216193,"POGLUT2/RXYLT1"
"xylosyltransferase activity",0.927020579216193,"POGLUT2/RXYLT1"
"single-stranded telomeric DNA binding",0.927020579216193,"POT1/RPA2"
"nitric-oxide synthase binding",0.927020579216193,"SCN5A/SNTA1"
"annealing activity",0.927020579216193,"BLM/SMARCAL1"
"histone ubiquitin ligase activity",0.927020579216193,"RNF2/TRIM37"
"histone H4 acetyltransferase activity",0.934844293271752,"ATF2/HAT1/MEAF6"
"snoRNA binding",0.951124691594703,"IMP3/IMP4/TBL3/WDR3"
"translation initiation factor binding",0.951124691594703,"EIF4EBP1/NCK1/TBL2/TRIM32"
