"Pathway","Adjusted_Pvalue","Genes"
"cellular respiration",0.000271860319053066,"ANTKMT/ARL2/ATP5ME/ATP5PF/ATP5PO/CHCHD4/CISD1/COA6/COQ9/COX6A1/DGUOK/DLAT/HCCS/IDH2/IMMP2L/MDH1/MSH2/MTCO2P12/MTLN/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/OPN3/PDHB/PNPT1/SCO2/SDHD/SLC25A12/SLC25A23/SUCLA2/TEFM/UQCC3/UQCR10/UQCR11/UQCRQ"
"rRNA processing",0.000377381140513753,"ABT1/AK6/DIMT1/EBNA1BP2/EMG1/ERI1/EXOSC1/EXOSC3/FDXACB1/IMP3/IMP4/METTL15/METTL18/METTL5/MRM1/MTREX/PAK1IP1/POP4/POP7/RIOK2/RPF2/RPP38/RPP40/RPUSD1/RRP1/TBL3/TFB1M/TRMT112/TSR3/UTP11/UTP18/WDR18/WDR3/WDR36/YTHDF2/ZCCHC4"
"DNA replication",0.000377381140513753,"ACTL6A/ASF1A/BLM/CAMSAP3/CENPS/DNAJA3/DTD1/DYNLL1/ENDOG/EXD2/FAF1/GINS3/GRWD1/ID3/MCM3/MCM6/MEAF6/NOC3L/OBI1/ORC3/ORC4/ORC5/PCNA/POLD1/POLRMT/PRIM1/PRIM2/RBBP4/RFC4/RPA2/RPA3/RRM1/RUVBL2/SETMAR/SMARCAL1/TIPIN/TNFAIP1/UCHL5/WDHD1/WDR18/WEE1/ZNF830"
"cytochrome complex assembly",0.000538154482762202,"COA3/COA6/COA8/COX14/COX16/COX20/FASTKD3/HCCS/SCO2/TIMM21/UQCC3/UQCC4/UQCC6"
"tRNA modification",0.000895399439930428,"ALKBH1/BCDIN3D/CDKAL1/CTU1/ELP3/ELP4/GON7/LCMT2/METTL2A/MOCS3/MTO1/OSGEPL1/PUS3/QNG1/TRMT10C/TRMT112/TRMT1L/TRMT5/TRUB1/TYW1B"
"ribosome biogenesis",0.00106263280693604,"ABT1/AIRIM/AK6/DDX28/DIMT1/EBNA1BP2/EFL1/EMG1/ERI1/EXOSC1/EXOSC3/FDXACB1/GRWD1/IMP3/IMP4/METTL15/METTL18/METTL5/MRM1/MRPS7/MTERF3/MTREX/PAK1IP1/POP4/POP7/RCC1L/RIOK2/RPF2/RPP38/RPP40/RPUSD1/RRP1/SDAD1/TBL3/TFB1M/TRMT112/TSR3/UTP11/UTP18/WDR18/WDR3/WDR36/YTHDF2/ZCCHC4"
"nucleoside phosphate biosynthetic process",0.00139197011074716,"ACAT1/ADK/ADSS2/AK6/AK7/AK9/ANTKMT/ATP5ME/ATP5PF/ATP5PO/CMAS/DCK/DGUOK/DLAT/ELOVL4/GART/GFPT2/ME1/MMUT/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NME3/NME7/NMNAT3/NNMT/PANK4/PDHB/PDHX/PDK2/PPAT/PRPS2/PRPSAP1/RRM1/SDHD/SLC27A2/TECR/UGDH/UMPS/UQCC3"
"RNA methylation",0.00197827677857939,"BCDIN3D/DIMT1/EMG1/FDXACB1/HENMT1/LCMT2/METTL15/METTL2A/METTL5/MRM1/MTO1/SNRPG/TFB1M/TRMT10C/TRMT112/TRMT1L/TRMT5/ZCCHC4"
"DNA-templated DNA replication",0.00197827677857939,"ASF1A/BLM/CAMSAP3/CENPS/DNAJA3/DYNLL1/ENDOG/EXD2/GINS3/MCM3/MCM6/NOC3L/ORC3/ORC4/ORC5/PCNA/POLD1/POLRMT/PRIM1/PRIM2/RFC4/RRM1/SETMAR/SMARCAL1/TIPIN/WDHD1/WDR18/ZNF830"
"rRNA metabolic process",0.00231584710198753,"ABT1/AK6/DIMT1/EBNA1BP2/EMG1/ERI1/EXOSC1/EXOSC3/FDXACB1/IMP3/IMP4/METTL15/METTL18/METTL5/MRM1/MTREX/PAK1IP1/PELO/POLR1B/POP4/POP7/RIOK2/RPF2/RPP38/RPP40/RPUSD1/RRP1/TBL3/TFB1M/TRMT112/TSR3/UTP11/UTP18/WDR18/WDR3/WDR36/YTHDF2/ZCCHC4"
"electron transport chain",0.00231584710198753,"COA6/COQ9/COX6A1/DGUOK/ENOX2/HCCS/IMMP2L/MDH1/MTCO2P12/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/SCO2/SDHD/SLC25A12/THAP11/UQCC3/UQCR10/UQCR11/UQCRQ"
"respiratory chain complex IV assembly",0.00239284633895079,"COA3/COA6/COA8/COX14/COX16/COX20/FASTKD3/SCO2/TIMM21/UQCC6"
"rRNA modification",0.00311420984445762,"DIMT1/EMG1/FDXACB1/METTL15/METTL5/MRM1/RPUSD1/TFB1M/TRMT112/TSR3/ZCCHC4"
"mitochondrial cytochrome c oxidase assembly",0.00408307266927043,"COA3/COA8/COX14/COX16/COX20/FASTKD3/SCO2/TIMM21/UQCC6"
"fatty acid beta-oxidation",0.00468351281406731,"ABCD3/ACAA2/ACADM/ACADS/ACAT1/BDH2/CPT2/ECH1/ECHS1/ECI1/ECI2/EHHADH/MTLN/PEX7/SLC25A17/SLC27A2"
"RNA 5'-end processing",0.00468351281406731,"ABT1/CMTR2/PNPT1/POP4/POP7/RPP25L/RPP38/RPP40/SNRPG/TBL3/TRMT10C"
"respiratory electron transport chain",0.00468351281406731,"COA6/COQ9/COX6A1/DGUOK/HCCS/IMMP2L/MDH1/MTCO2P12/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/SCO2/SDHD/SLC25A12/UQCC3/UQCR10/UQCR11/UQCRQ"
"aerobic respiration",0.00468351281406731,"ANTKMT/ARL2/ATP5ME/ATP5PF/ATP5PO/COA6/COQ9/COX6A1/DGUOK/DLAT/IDH2/MDH1/MSH2/MTCO2P12/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/PDHB/SDHD/SLC25A23/SUCLA2/TEFM/UQCC3/UQCR10/UQCR11/UQCRQ"
"mitochondrial RNA metabolic process",0.00468351281406731,"DARS2/MRPL12/MTERF3/MTO1/PNPT1/POLRMT/TEFM/TFB1M/THAP11/TRMT10C/TRMT5/WARS2/YARS2"
"purine-containing compound biosynthetic process",0.00573092008827172,"ACAT1/ADK/ADSS2/ANTKMT/ATP5ME/ATP5PF/ATP5PO/DCK/DGUOK/DLAT/ELOVL4/GART/MMUT/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NME3/NME7/NMNAT3/NNMT/NT5E/PANK4/PDHB/PDHX/PDK2/PPAT/PRPS2/PRPSAP1/SDHD/SLC27A2/TECR/UQCC3"
"rRNA methylation",0.00641662078944699,"DIMT1/EMG1/FDXACB1/METTL15/METTL5/MRM1/TFB1M/TRMT112/ZCCHC4"
"oxidative phosphorylation",0.00815765900225026,"ANTKMT/ATP5ME/ATP5PF/ATP5PO/COA6/COQ9/COX6A1/DGUOK/MSH2/MTCO2P12/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/SDHD/SLC25A23/TEFM/UQCC3/UQCR10/UQCR11/UQCRQ"
"energy derivation by oxidation of organic compounds",0.00945952930593736,"ACADM/ANTKMT/ARL2/ATP5ME/ATP5PF/ATP5PO/CHCHD4/CISD1/COA6/COQ9/COX6A1/DGUOK/DLAT/GFPT2/GYS1/HCCS/IDH2/IMMP2L/MDH1/MSH2/MTCO2P12/MTLN/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/OPN3/PDHB/PNPT1/POMC/PPP1R2P1/SCO2/SDHD/SLC25A12/SLC25A23/SUCLA2/TEFM/UQCC3/UQCR10/UQCR11/UQCRQ"
"protein methylation",0.00975920627036097,"ANTKMT/EEF1AKMT1/EEF1AKMT3/EEF2KMT/METTL18/N6AMT1/PCMT1/PRMT5/PRMT6/PRMT9/RAB6A/TRMT112"
"protein alkylation",0.00975920627036097,"ANTKMT/EEF1AKMT1/EEF1AKMT3/EEF2KMT/METTL18/N6AMT1/PCMT1/PRMT5/PRMT6/PRMT9/RAB6A/TRMT112"
"ribonucleoprotein complex biogenesis",0.0180899004937013,"ABT1/AIRIM/AK6/DDX1/DDX28/DIMT1/EBNA1BP2/EFL1/EMG1/ERI1/EXOSC1/EXOSC3/FDXACB1/GEMIN2/GEMIN5/GEMIN6/GEMIN7/GRWD1/IMP3/IMP4/METTL15/METTL18/METTL5/MRM1/MRPS7/MTERF3/MTREX/PAK1IP1/POP4/POP7/PRMT5/PUF60/RCC1L/RIOK2/RPF2/RPP38/RPP40/RPUSD1/RRP1/RUVBL2/SDAD1/SF3B3/SHQ1/SNRPG/TBL3/TFB1M/TRMT112/TSR3/UTP11/UTP18/WDR18/WDR3/WDR36/YTHDF2/ZCCHC4"
"tRNA threonylcarbamoyladenosine metabolic process",0.0191537024091133,"GON7/LAGE3/MTO1/OSGEPL1/TP53RK/TRMT10C/TRMT5"
"NADH dehydrogenase complex assembly",0.0241672975859454,"DMAC2/NDUFA8/NDUFA9/NDUFAB1/NDUFAF3/NDUFAF4/NDUFAF8/NDUFB5/NDUFB7/NDUFC1/NDUFC2/TIMM21/TMEM126B"
"mitochondrial respiratory chain complex I assembly",0.0241672975859454,"DMAC2/NDUFA8/NDUFA9/NDUFAB1/NDUFAF3/NDUFAF4/NDUFAF8/NDUFB5/NDUFB7/NDUFC1/NDUFC2/TIMM21/TMEM126B"
"nucleotide biosynthetic process",0.0241672975859454,"ADK/ADSS2/AK6/AK7/AK9/ANTKMT/ATP5ME/ATP5PF/ATP5PO/DCK/DGUOK/GART/ME1/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NME3/NME7/NMNAT3/NNMT/PPAT/PRPS2/PRPSAP1/RRM1/SDHD/UMPS/UQCC3"
"Golgi vesicle transport",0.0241672975859454,"AP1AR/BET1/CCDC91/COG6/COG7/COPB1/ERGIC2/EXOC2/EXOC5/GAS1/GOLGA5/GOLPH3L/GOSR2/IER3IP1/KDELR2/LMAN2L/MYO1B/NBAS/NSF/PREB/PREPL/PRKCI/RAB10/RAB6A/RANGRF/SCAMP1/SCAMP3/SEC22A/SEC23A/SEC23B/SEC23IP/SEC31A/TMED10/TRAPPC6A/TRIP11/YIF1A/YIPF5/ZW10"
"generation of precursor metabolites and energy",0.0255018857544018,"ACADM/ACAT1/ANTKMT/ARL2/ATP5ME/ATP5PF/ATP5PO/CHCHD4/CISD1/COA6/COA8/COQ9/COX6A1/DGUOK/DLAT/ENOX2/GFPT2/GYS1/HCCS/HMGCL/IDH2/IMMP2L/JMJD8/LDHA/MDH1/MSH2/MTCO2P12/MTLN/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/OPN3/PDHB/PNPT1/POMC/PPP1R2P1/PRPS2/RBKS/RPE/SCO2/SDHD/SLC25A12/SLC25A23/SUCLA2/TEFM/THAP11/UQCC3/UQCR10/UQCR11/UQCRQ"
"cellular pigmentation",0.0256831059470504,"ANKRD27/AP1M1/AP3M1/ARL6/BBS5/BLOC1S4/BLOC1S5/DTNBP1/HPS5/HPS6/MKKS/POMC/SNAPIN"
"protein-containing complex localization",0.0256831059470504,"AP3M1/ATAD1/BBS12/CEP112/CEP72/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT2B/EZR/HRAS/IFT22/IFT46/IFT57/IFT70B/IFT74/IFT81/KIFAP3/LMNA/NCDN/NDC1/NSG1/RALA/RIOK2/SDAD1/SLC1A1/SNAPIN/VPS35/WASHC5"
"fatty acid oxidation",0.0275043745955587,"ABCD3/ACAA2/ACADM/ACADS/ACAT1/BDH2/CPT2/ECH1/ECHS1/ECI1/ECI2/EHHADH/HACL1/MTLN/PEX7/SIRT4/SLC25A17/SLC27A2"
"translational elongation",0.0275134974644553,"ABCE1/ALKBH1/EEFSEC/EFL1/EIF5A2/ELAC1/GFM1/METTL18/MRPL58/PELO/RNF14/SELENOT/SKIC8/UFSP2"
"regulation of DNA replication",0.0306623882081671,"ACTL6A/BLM/CAMSAP3/DYNLL1/ENDOG/FAF1/ID3/MCM3/MCM6/MEAF6/OBI1/ORC3/ORC5/PCNA/RFC4/RUVBL2/TIPIN/TNFAIP1/UCHL5/WEE1"
"intraciliary transport",0.0323196728564233,"BBS12/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT2B/IFT22/IFT46/IFT57/IFT70B/IFT74/IFT81"
"mitochondrial transport",0.0344189257549743,"ACAA2/ALKBH7/ATF2/BAD/CCDC51/CHCHD4/CPT2/DNAJC19/MCUB/MDH1/MRPL18/MRS2/MTCH2/MTX2/PNPT1/ROMO1/SLC25A12/SLC25A23/SLC39A8/STPG1/TIMM21/TIMM22/TIMM23/TIMM8B/TMEM14A/VPS35"
"ATP synthesis coupled electron transport",0.035367472179276,"COA6/COQ9/COX6A1/DGUOK/MTCO2P12/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/SDHD/UQCC3/UQCR10/UQCR11/UQCRQ"
"mitochondrial ATP synthesis coupled electron transport",0.035367472179276,"COA6/COQ9/COX6A1/DGUOK/MTCO2P12/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/SDHD/UQCC3/UQCR10/UQCR11/UQCRQ"
"tRNA 5'-end processing",0.0369970071176517,"POP4/POP7/RPP25L/RPP38/RPP40/TRMT10C"
"transport along microtubule",0.0383710753641428,"AP3B2/AP3M1/ATG5/BBS12/BLOC1S4/BLOC1S5/BORCS6/CAMSAP3/DTNBP1/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT2B/IFT22/IFT46/IFT57/IFT70B/IFT74/IFT81/KIFAP3/KIFBP/RAB6A/SNAPIN/SOD1/TMEM230"
"cilium organization",0.0498001619030276,"ARL6/ARMC9/ATG5/ATXN10/AURKA/B3GLCT/BBOF1/BBS12/BBS5/CBY1/CEP162/CEP41/CEP70/CFAP298/DNAAF2/DNAI3/DNAI4/DTNBP1/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT2B/EXOC5/GALNT11/HYLS1/IFT22/IFT46/IFT57/IFT70B/IFT74/IFT81/JHY/KIFAP3/LRRC61/MKKS/MKS1/NEK1/PIBF1/PPP1R35/RAB23/TCTN3/TMEM107/TMEM216/TMEM250/TMEM67/TRIM32/WDR54"
"lipid oxidation",0.0498001619030276,"ABCD3/ACAA2/ACADM/ACADS/ACAT1/BDH2/CPT2/ECH1/ECHS1/ECI1/ECI2/EHHADH/HACL1/MTLN/PEX7/SIRT4/SLC25A17/SLC27A2"
"fatty acid catabolic process",0.0573037379174478,"ABCD3/ACAA2/ACADM/ACADS/ACAT1/BDH2/CPT2/ECH1/ECHS1/ECI1/ECI2/EHHADH/HACL1/MTLN/PEX7/SLC25A17/SLC27A2"
"DNA replication initiation",0.0610566995593737,"GINS3/MCM3/MCM6/NOC3L/ORC3/ORC4/ORC5/PRIM1/PRIM2"
"peroxisome organization",0.0610566995593737,"ABCD3/HACL1/PEX10/PEX11A/PEX11B/PEX12/PEX3/PEX7/TRIM37"
"cilium assembly",0.0624143610131996,"ARL6/ARMC9/ATG5/ATXN10/B3GLCT/BBOF1/BBS5/CBY1/CEP162/CEP41/CEP70/CFAP298/DNAAF2/DNAI3/DNAI4/DTNBP1/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT2B/EXOC5/GALNT11/HYLS1/IFT22/IFT46/IFT57/IFT70B/IFT74/IFT81/JHY/LRRC61/MKKS/MKS1/NEK1/PIBF1/PPP1R35/RAB23/TCTN3/TMEM107/TMEM216/TMEM250/TMEM67/TRIM32/WDR54"
"transcription elongation by RNA polymerase II",0.069322944586452,"CTR9/ELP4/INTS13/INTS14/INTS5/INTS7/LEO1/MED16/MED19/MED20/MED27/MED7/MED8/NELFA/PCID2/POLR2I/POLR2M/SKIC8"
"protein transmembrane import into intracellular organelle",0.0710333807500488,"CHCHD4/DNAJC19/PEX10/PEX12/PEX7/ROMO1/TIMM21/TIMM23/TRIM37"
"tRNA 5'-leader removal",0.0805223336267188,"POP4/POP7/RPP25L/RPP38/RPP40"
"mitochondrial protein processing",0.0805223336267188,"ATP23/IMMP2L/MIPEP/OMA1/SIRT4"
"nucleotide metabolic process",0.0805223336267188,"ADK/ADSS2/AK6/AK7/AK9/ANTKMT/ARL2/ATP5ME/ATP5PF/ATP5PO/BAD/DCK/DCTPP1/DGUOK/DNPH1/EFL1/GART/GIMAP7/IDH2/JMJD8/LDHA/LDHB/MDH1/ME1/NAXE/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NME3/NME7/NMNAT3/NNMT/NT5C3B/NT5E/NUDT3/PARG/PPAT/PRPS2/PRPSAP1/RAB23/RBKS/RPE/RRM1/SDHD/SULT1C4/UMPS/UNG/UQCC3"
"intraciliary anterograde transport",0.0805223336267188,"IFT22/IFT46/IFT57/IFT70B/IFT74/IFT81"
"anterograde synaptic vesicle transport",0.0805223336267188,"AP3B2/AP3M1/BLOC1S4/BLOC1S5/DTNBP1/SNAPIN"
"synaptic vesicle cytoskeletal transport",0.0805223336267188,"AP3B2/AP3M1/BLOC1S4/BLOC1S5/DTNBP1/SNAPIN"
"synaptic vesicle transport along microtubule",0.0805223336267188,"AP3B2/AP3M1/BLOC1S4/BLOC1S5/DTNBP1/SNAPIN"
"protein transmembrane transport",0.0820002968231949,"CHCHD4/DNAJC19/DTNBP1/PEX10/PEX12/PEX7/ROMO1/TIMM21/TIMM22/TIMM23/TMED10/TRIM37/TRIP11"
"aerobic electron transport chain",0.0873074305903453,"COQ9/COX6A1/MTCO2P12/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/SDHD/UQCC3/UQCR10/UQCR11/UQCRQ"
"endoplasmic reticulum to Golgi vesicle-mediated transport",0.0873074305903453,"BET1/COPB1/ERGIC2/GAS1/IER3IP1/LMAN2L/PREB/RANGRF/SEC22A/SEC23A/SEC23B/SEC23IP/SEC31A/TMED10/TRAPPC6A/TRIP11/YIF1A/YIPF5/ZW10"
"glycosyl compound metabolic process",0.0893319165261522,"ADK/AKR1B1/AKR7A2/APOBEC3C/APOBEC3G/DGUOK/DNPH1/ENPP4/LCMT2/NT5E/QNG1/SULT1C4/TYW1B"
"nucleoside monophosphate metabolic process",0.0964017189391733,"ADK/ADSS2/AK6/AK7/AK9/DCK/DGUOK/DNPH1/GART/NT5E/PPAT/PRPS2/UMPS"
"tRNA wobble base modification",0.0964017189391733,"ALKBH1/CTU1/ELP3/ELP4/MOCS3/MTO1"
"protein localization to peroxisome",0.0964017189391733,"HACL1/PEX10/PEX12/PEX3/PEX7/TRIM37"
"establishment of protein localization to peroxisome",0.0964017189391733,"HACL1/PEX10/PEX12/PEX3/PEX7/TRIM37"
"DNA-templated transcription elongation",0.0964017189391733,"CTR9/ELP4/INTS13/INTS14/INTS5/INTS7/LEO1/MED16/MED19/MED20/MED27/MED7/MED8/NELFA/PCID2/POLR2I/POLR2M/SKIC8/TEFM"
"purine nucleotide biosynthetic process",0.0977925697461741,"ADK/ADSS2/ANTKMT/ATP5ME/ATP5PF/ATP5PO/DCK/DGUOK/GART/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NME3/NME7/NMNAT3/NNMT/PPAT/PRPS2/PRPSAP1/SDHD/UQCC3"
"DNA-templated DNA replication maintenance of fidelity",0.101128494678822,"ASF1A/BLM/CAMSAP3/CENPS/DYNLL1/EXD2/PCNA/POLD1/SETMAR/SMARCAL1/TIPIN"
"DNA duplex unwinding",0.101128494678822,"BLM/DDX1/DTD1/GINS3/HELQ/HFM1/MCM3/MCM6/MCMDC2/NAV2/POT1/RFC4/RUVBL2"
"proton motive force-driven mitochondrial ATP synthesis",0.101128494678822,"ANTKMT/ATP5ME/ATP5PF/ATP5PO/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/SDHD"
"DNA-templated transcription initiation",0.101128494678822,"APOBEC3C/APOBEC3F/ATF2/CCNH/CDK4/DPY30/GTF2E1/GTF2E2/GTF2H1/MED16/MED19/MED20/MED27/MED7/MED8/MEN1/MNAT1/N6AMT1/PCID2/POLR2I/POLRMT/SGF29/SNAPC5/TAF9B/TFB1M/TRMT112"
"transcription initiation at RNA polymerase II promoter",0.105848741546117,"APOBEC3C/APOBEC3F/ATF2/CCNH/CDK4/DPY30/GTF2E1/GTF2E2/GTF2H1/MED16/MED19/MED20/MED27/MED7/MED8/MEN1/MNAT1/N6AMT1/PCID2/POLR2I/SGF29/TRMT112"
"ribose phosphate biosynthetic process",0.107948979548188,"ADK/ADSS2/ANTKMT/ATP5ME/ATP5PF/ATP5PO/DCK/GART/NDUFA8/NDUFA9/NDUFAB1/NDUFB5/NDUFB7/NDUFC1/NDUFC2/NME3/NME7/PPAT/PRPS2/PRPSAP1/SDHD/UMPS/UQCC3"
"amino acid metabolic process",0.110681636879742,"AASDH/AASDHPPT/ACAT1/ADSS2/ALDH18A1/ALDH6A1/ASNSD1/DARS1/DARS2/ECHS1/FARSA/FARSB/GCSH/GFPT2/GOT1/GOT2/HIBADH/HIBCH/HMGCL/IL4I1/MMUT/NAGS/PARS2/PEPD/PPAT/PSAT1/PYCR3/QDPR/SIRT4/SLC39A8/THAP4/WARS2/YARS2"
"purine nucleoside monophosphate biosynthetic process",0.113415553603969,"ADK/ADSS2/DCK/DGUOK/GART/PPAT"
"ribosomal small subunit biogenesis",0.123103446287785,"ABT1/AK6/DIMT1/EMG1/IMP3/IMP4/MRPS7/RIOK2/RPP40/TBL3/TRMT112/TSR3/UTP11/UTP18/WDR3/WDR36"
"regulation of rRNA processing",0.124786965579484,"DIMT1/METTL18/RIOK2/TRMT112/YTHDF2"
"microtubule-based transport",0.127865379642979,"AP3B2/AP3M1/ATG5/BBS12/BLOC1S4/BLOC1S5/BORCS6/CAMSAP3/DNAAF2/DTNBP1/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT2B/IFT22/IFT46/IFT57/IFT70B/IFT74/IFT81/JHY/KIFAP3/KIFBP/RAB6A/SNAPIN/SOD1/TMEM230"
"protein neddylation",0.127865379642979,"AKTIP/COPS4/COPS8/COPS9/GPS1/NEDD8/RBX1"
"positive regulation of natural killer cell mediated cytotoxicity",0.127865379642979,"CADM1/CRTAM/KLRC2/KLRC4/KLRK1/LAG3/SLAMF6"
