"Pathway","Adjusted_Pvalue","Genes"
"methyltransferase activity",7.52187620974001e-06,"ALKBH8/ANTKMT/ARMT1/ASMT/ATPSCKMT/BCDIN3D/CAMKMT/CARNMT1/CIAPIN1/CMTR2/COMT/COMTD1/COQ3/COQ5/CSKMT/DIMT1/DNMT1/DPH5/EED/EEF1AKMT1/EEF1AKMT2/EEF1AKMT3/EEF1AKMT4/EEF2KMT/EHMT2/EMG1/FAM86B1/FAM86B2/FAM86C2P/FAM98A/FAM98B/FBL/FDXACB1/FTSJ1/FTSJ3/GAMT/GSTCD/HEMK1/HENMT1/HNMT/ICMT/INMT/KMT2C/KMT2D/KMT5B/KMT5C/LCMT1/LCMT2/MEPCE/METTL1/METTL13/METTL14/METTL15/METTL16/METTL17/METTL18/METTL21A/METTL23/METTL25/METTL25B/METTL26/METTL27/METTL2A/METTL2B/METTL3/METTL4/METTL5/METTL6/MGMT/MRM1/MRM2/MRM3/N6AMT1/NNMT/NOP2/NSUN2/NSUN5/NSUN5P1/NSUN5P2/NSUN6/NSUN7/NTMT1/PCIF1/PCMT1/PCMTD2/PEMT/PNMT/PRDM11/PRDM12/PRDM15/PRDM16/PRDM4/PRDM5/PRMT1/PRMT2/PRMT3/PRMT6/PRMT7/PRMT8/PRMT9/SETD3/SETD4/SETD6/SETDB2/SETMAR/SIRT7/SMS/SMYD2/SMYD3/SMYD4/SMYD5/SRM/SUV39H1/SUV39H2/TARBP1/TFB1M/TFB2M/TGS1/THUMPD3/TMT1A/TMT1B/TRMT1/TRMT10A/TRMT10B/TRMT10C/TRMT11/TRMT112/TRMT12/TRMT13/TRMT1L/TRMT2A/TRMT2B/TRMT44/TRMT5/TRMT61A/TRMT61B/TRMT9B/TYW3/WDR5/ZCCHC4"
"oxidoreduction-driven active transmembrane transporter activity",7.40042178488681e-05,"COX15/COX4I1/COX5A/COX5B/COX6B1/COX7B/COX8A/CYB561A3/CYB561D1/CYB561D2/CYB5A/CYBRD1/CYC1/MTCO2P12/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/SURF1/UQCR10/UQCRC1/UQCRFS1/UQCRFS1P1/UQCRH"
"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",0.000316162567530477,"AIFM2/AKR1C1/AKR1C2/AKR1C3/CBR1/CBR3/CBR4/CRYZ/CRYZL1/DCXR/DHRS4/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NQO1"
"lyase activity",0.000602276034910483,"ACO1/ACOD1/ADCY4/ADCY5/ADCY6/ADCY9/ADSL/ALAD/ALDOB/ALDOC/ALKBH1/ALOX12B/ALOXE3/AMD1/APIP/ARMT1/AZIN1/AZIN2/BCKDHA/CA1/CA11/CA12/CA13/CA14/CA2/CA3/CA4/CA5B/CA5BP1/CA6/CBS/CDYL/CENPV/CHAC2/CLYBL/CYP1A1/CYP1A2/CYP2S1/DDC/DDT/DDTL/DERA/ECHDC1/ECHDC2/ECHDC3/ECHS1/EHHADH/ENO2/ENO3/ENO4/ENOSF1/FAHD1/FECH/FH/GAD1/GATD1/GGACT/GGCT/GGCX/GLO1/GMDS/GOT1/GSTM4/GUCY2F/HACD1/HACD2/HACD3/HACL1/HADHA/HADHB/HCCS/HMGA2/HMGCL/HSD17B4/ILVBL/KYAT1/KYAT3/L3HYPDH/LTC4S/ME1/ME3/MGST2/MGST3/MOCS1/NAXD/NEIL1/NEIL2/NEIL3/NPR2/NTHL1/ODC1/OGG1/PAICS/PARK7/PCBD1/PCBD2/PCK1/PCK2/PDXDC2P-NPIPB14P/PHYKPL/PISD/PLPP6/PM20D1/POLL/PTGES2/RNASE1/RNASE2/RPS3/RSAD2/SGPL1/TGDS/TKFC/TPI1/TSEN2/TSEN34/TYW1/UMPS/UROD/UROS/USB1/UXS1/XRCC5/XRCC6"
"tRNA methyltransferase activity",0.000661509610394245,"ALKBH8/BCDIN3D/FTSJ1/LCMT2/METTL1/METTL2A/METTL2B/METTL6/NSUN2/NSUN6/TARBP1/THUMPD3/TRMT1/TRMT10A/TRMT10B/TRMT10C/TRMT11/TRMT12/TRMT13/TRMT1L/TRMT2A/TRMT2B/TRMT44/TRMT5/TRMT61A/TRMT61B/TRMT9B/TYW3"
"aminoacyl-tRNA ligase activity",0.000857609915450697,"AARS1/AARS2/AARSD1/DALRD3/DARS1/DARS2/EARS2/EPRS1/FARS2/FARSA/FARSB/HARS1/HARS2/IARS1/IARS2/KARS1/LARS1/LRRC47/MARS2/NARS1/NARS2/PARS2/QARS1/RARS1/RARS2/SARS1/SARS2/TARS1/TARS2/TARS3/VARS1/WARS2/YARS2"
"ligase activity, forming carbon-oxygen bonds",0.000857609915450697,"AARS1/AARS2/AARSD1/DALRD3/DARS1/DARS2/EARS2/EPRS1/FARS2/FARSA/FARSB/HARS1/HARS2/IARS1/IARS2/KARS1/LARS1/LRRC47/MARS2/NARS1/NARS2/PARS2/QARS1/RARS1/RARS2/SARS1/SARS2/TARS1/TARS2/TARS3/VARS1/WARS2/YARS2"
"carbon-oxygen lyase activity",0.00087865537104669,"ACO1/ALAD/ALKBH1/ALOXE3/APIP/CA1/CA11/CA12/CA13/CA14/CA2/CA3/CA4/CA5B/CA5BP1/CA6/CBS/CDYL/CYP1A1/CYP1A2/CYP2S1/ECHDC3/ECHS1/EHHADH/ENO2/ENO3/ENO4/ENOSF1/FH/GATD1/GMDS/HACD1/HACD2/HACD3/HADHA/HADHB/HMGA2/HSD17B4/L3HYPDH/NAXD/NEIL1/NEIL2/NEIL3/NTHL1/OGG1/PARK7/PCBD1/PCBD2/POLL/RPS3/TGDS/TPI1/UROS/XRCC5/XRCC6"
"isomerase activity",0.000930276983028824,"AIP/ALOX12B/ALOXE3/AMACR/CRELD1/CRELD2/CYP2J2/CYP2S1/DCT/DDT/DDTL/DEGS1/EBP/EBPL/ECH1/ECHS1/ECI1/ECI2/EHHADH/ENOPH1/ENOSF1/FBH1/FKBP10/FKBP1A/FKBP1B/FKBP1C/FKBP2/FKBP3/FKBP4/FKBP5/FKBP7/FKBP9/FUOM/GALE/GFUS/GLCE/GNPDA1/GNPDA2/GSTZ1/HSD17B4/HSPD1/IDI1/ISYNA1/KATNA1/KATNAL2/LSS/MCEE/MMUT/MPI/MRI1/NAXE/PBLD/PDIA2/PGAM1/PGAM4/PGM2/PGM2L1/PGM3/PIGK/PIN1/PIN4/PMM1/PMM2/PPIA/PPIAL4A/PPIAL4C/PPIAL4D/PPIAL4H/PPID/PPIE/PPIH/PPIL1/PPIL3/PPWD1/PTGES/PTGES2/PTGES3/PTPA/PUS1/PUS3/PUS7/PUSL1/QSOX2/RENBP/RPE/RPEL1/RPIA/RPUSD1/RPUSD2/RPUSD3/RPUSD4/THAP4/TMX3/TOP1/TOP1MT/TOP2B/TOP3B/TPI1/TRUB1/TRUB2/YJEFN3"
"NAD(P)H dehydrogenase (quinone) activity",0.00158217823715284,"CBR3/CBR4/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NQO1"
"NADH dehydrogenase (quinone) activity",0.00177150482694784,"NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NQO1"
"NADH dehydrogenase activity",0.00239957052530497,"AIFM1/NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NQO1"
"NADH dehydrogenase (ubiquinone) activity",0.0027255982983989,"NDUFA1/NDUFA10/NDUFA12/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFB1/NDUFB10/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3"
"O-methyltransferase activity",0.00417164133868054,"ARMT1/ASMT/BCDIN3D/CMTR2/COMT/COMTD1/COQ3/FTSJ1/FTSJ3/HENMT1/ICMT/LCMT1/MEPCE/MRM1/MRM2/MRM3/PCMT1/PCMTD2/TRMT13/TRMT44"
"iron-sulfur cluster binding",0.00417164133868054,"ABCE1/ACO1/AIFM3/AOX1/CDK5RAP1/CDKAL1/CIAO3/CIAPIN1/CISD1/CISD2/CISD3/DDX11/DPH2/ELP3/ERCC2/ETFDH/EXO5/FDX1/FDX2/FECH/GLRX3/GLRX5/ISCA2/ISCU/KIAA0753/LIAS/MOCS1/NDUFS1/NDUFS2/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NFS1/NFU1/NTHL1/NUBP2/NUBPL/POLD1/PPAT/PRIM2/RFESD/RPS3/RSAD1/RSAD2/SDHB/TYW1/UQCRFS1/UQCRFS1P1"
"metal cluster binding",0.00417164133868054,"ABCE1/ACO1/AIFM3/AOX1/CDK5RAP1/CDKAL1/CIAO3/CIAPIN1/CISD1/CISD2/CISD3/DDX11/DPH2/ELP3/ERCC2/ETFDH/EXO5/FDX1/FDX2/FECH/GLRX3/GLRX5/ISCA2/ISCU/KIAA0753/LIAS/MOCS1/NDUFS1/NDUFS2/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NFS1/NFU1/NTHL1/NUBP2/NUBPL/POLD1/PPAT/PRIM2/RFESD/RPS3/RSAD1/RSAD2/SDHB/TYW1/UQCRFS1/UQCRFS1P1"
"oxidoreductase activity, acting on the CH-CH group of donors",0.00453385758541949,"ACAA1/ACAD10/ACAD9/ACADL/ACADM/ACADS/ACADSB/ACADVL/ACOX3/AKR1C1/AKR1C2/AKR1C3/BDH2/BLVRA/BLVRB/COX15/CPOX/CRAT/CYP2S1/DECR2/DHCR24/DHODH/DUS1L/DUS2/DUS4L/GCDH/IVD/MECR/PPOX/PTGES2/PTGR1/PTGR2/PTGR3/RETSAT/RSAD1/SDHA/SDHB/SDHC/SDHD/SRD5A1/SRD5A3/TECR/TM7SF2"
"tRNA-specific ribonuclease activity",0.00495034637028491,"ELAC1/ELAC2/POP1/POP4/POP5/POP7/PRORP/RPP14/RPP21/RPP25/RPP30/RPP38/RPP40/TSEN2/TSEN34"
"macrolide binding",0.00513018961841166,"ALB/FKBP10/FKBP1A/FKBP1B/FKBP2/FKBP3/FKBP4/FKBP5/FKBP6/FKBP7/LCN2/NFATC1"
"translation factor activity, RNA binding",0.0062028104160859,"COPS5/CPEB1/CPEB2/CPEB4/DENR/EEF1A1/EEF1A2/EEF1B2/EEF1D/EEF2/EEFSEC/EFL1/EFTUD2/EIF1AX/EIF2A/EIF2B1/EIF2B2/EIF2B3/EIF2B4/EIF2B5/EIF2S1/EIF2S2/EIF2S3/EIF2S3B/EIF3B/EIF3CL/EIF3D/EIF3E/EIF3F/EIF3G/EIF3H/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M/EIF4A2/EIF4B/EIF4E/EIF4G3/EIF5A2/EIF5B/EIF6/ETF1/GCN1/GFM1/GSPT1/GSPT2/GTPBP1/MCTS1/MRPL58/MTIF2/MTIF3/MTRF1/MTRFR/TSFM/TUFM"
