"Pathway","Adjusted_Pvalue","Genes"
"ATAC complex",0.0898986966031195,"KAT14/KAT2A/MAP3K7/POLE3/POLE4/SGF29/TADA2A/TADA3/WDR5/YEATS2/ZZZ3"
"U2-type spliceosomal complex",0.0898986966031195,"BUD13/CCDC12/CWC15/CWC22/DHX16/EFTUD2/EIF4A3/GCFC2/HTATSF1/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LSM8/LUC7L/LUC7L3/MAGOHB/MFAP1/PLRG1/PPIE/PPIL1/PRPF19/PRPF31/PRPF39/PRPF4/PRPF40B/PRPF6/RBM8A/RBMX2/RNF113A/SF3A2/SF3A3/SF3B3/SF3B5/SNRNP40/SNRNP70/SNRPB/SNRPB2/SNRPC/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF/SNRPG/SNU13/TXNL4A/U2AF2/YJU2/YJU2B/ZMAT2"
"anaphase-promoting complex",0.102606342405498,"ANAPC1/ANAPC10/ANAPC11/ANAPC13/ANAPC15/ANAPC16/ANAPC2/ANAPC4/ANAPC5/ANAPC7/BUB1B/CDC16/CDC23/CDC26/CUL7"
"endonuclease complex",0.102606342405498,"DGCR8/DROSHA/EME2/HSD17B10/LAS1L/MUS81/POP1/POP4/POP5/POP7/PRORP/RAG1/RPP14/RPP21/RPP25/RPP25L/RPP30/RPP38/RPP40/TARBP2/TRMT10C/TSEN2/TSEN34/TSEN54/TSN"
"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",0.110998375204926,"ATP5MC1/ATP5MC2/ATP5MC3/ATP5ME/ATP5MG/ATP5PB/ATP5PD/ATP5PF/ATP5PO"
"proteasome complex",0.112575280451351,"ADRM1/HSPB1/PAAF1/PRICKLE1/PSMA3/PSMA5/PSMA6/PSMA7/PSMA8/PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB5/PSMB6/PSMB8/PSMC2/PSMC3/PSMC4/PSMC5/PSMD1/PSMD10/PSMD13/PSMD14/PSMD3/PSMD4/PSMD8/PSMD9/PSME1/PSME3/PSMF1/RAD23A/UBE3C/UCHL5/USP14"
"Golgi cisterna membrane",0.112575280451351,"A3GALT2/ABO/APH1A/ASAP2/ATP2C1/B3GALT6/B4GALNT4/B4GALT2/B4GALT3/B4GALT5/B4GALT6/B4GALT7/BCAP31/CHPF/CHSY3/COG3/CSGALNACT2/FUT11/FUT2/FUT4/FUT5/FUT7/FUT8/GAL3ST4/GOLGA3/GOLGA6A/GOLGA6B/GOLGA6C/GOLGA6D/GOLGA8A/GOLGA8B/GOLGA8R/GOLGA8S/GOLIM4/GOLPH3/GPR89A/GPR89B/HACE1/INPP5E/NAGPA/NSG1/NSG2/PITPNM1/PSENEN/SAR1B/SLC30A5/SORT1/ST3GAL3/ST6GAL1/ST6GAL2/TMED3/TMEM115/UXS1"
"cytoplasmic dynein complex",0.11394862856886,"DCTN4/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNC2I2/DYNC2LI1/DYNLL1/DYNLL2/DYNLRB2/DYNLT2/DYNLT2B/DYNLT3/DYNLT4/DYNLT5/NUDCD3/SNX4"
"outer mitochondrial membrane protein complex",0.11394862856886,"APOO/APOOL/CHCHD3/CHCHD6/DNAJC11/IMMT/MICOS10/MICOS13/MTX2/SAMM50/TOMM20/TOMM22/TOMM40/TOMM40L/TOMM7/TOMM70"
"MLL1/2 complex",0.11394862856886,"ASH2L/C17orf49/DPY30/E2F6/HCFC2/INO80C/KAT8/LAS1L/MCRS1/MEN1/PELP1/PRPF31/RNF2/RUVBL1/RUVBL2/SENP3/TAF4/TAF6/TAF9/TEX10/WDR5"
"microtubule",0.119861945871255,"APC2/APPBP2/ARHGAP4/ARL3/ARL6/ASPM/ATAT1/AURKA/BAG2/BBLN/BICD1/BIRC5/BOD1/CALM1/CALM2/CAMSAP1/CAMSAP2/CCDC57/CCDC66/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CDK2AP2/CDK5/CDK5RAP2/CDK5RAP3/CENPJ/CEP170B/CEP57/CEP57L1/CFAP144/CFAP20/CFAP210/CFAP95/CHMP1B/CHMP3/CHMP6/CHMP7/CIMIP2B/CKAP2/CKAP5/CLIP1/CLMP/CYP2A6/DCDC1/DCDC2/DCXR/DNAH10/DNAH17/DNAH3/DNAH6/DNAH8/DNAI2/DNAL1/DNAL4/DVL1/DYNC1I2/DYNC1LI1/DYNC1LI2/DYNC2LI1/DYNLL1/DYNLL2/DYNLRB2/DYNLT2/DYNLT3/EFHC1/EML2/EML3/EML4/EML6/ENKD1/ENKUR/FAM110A/FAM110C/FAM161A/FAM161B/FBXW11/FEZ1/FGF13/FIGN/FKBP4/FSD1/GABARAPL3/GAS2L1/GAS2L2/GAS2L3/GRAMD2B/HAUS1/HAUS2/HAUS3/HAUS5/HAUS6/HAUS7/HAUS8/HDAC6/HID1/HOOK1/HOOK2/HSPH1/IFT70A/IFT70B/JAKMIP1/KATNA1/KATNAL2/KATNB1/KIF13A/KIF14/KIF16B/KIF1A/KIF1B/KIF20A/KIF21A/KIF24/KIF25/KIF28P/KIF2A/KIF3A/KIF3B/KIF5C/KIF6/KIFAP3/KIFC2/KIFC3/KLC2/KLHL21/KLHL22/KNSTRN/LRPPRC/LZTS2/MAP10/MAP1A/MAP1LC3B2/MAP1LC3C/MAP2K2/MAP7/MAP9/MAPRE2/MAPRE3/MAPT/MID1IP1/MID2/MT3/MTA1/MTUS1/MTUS2/MX1/MX2/NAV3/NCKAP5/NEK2/NEK6/NIN/NME7/NUDC/NUMA1/ODF2/PACRG/PBXIP1/PCNT/PRC1/PSRC1/PTPN20/PYCARD/RACGAP1/RASSF1/REEP3/REEP4/RGS14/RMDN1/RMDN2/RMDN3/RNF4/ROR2/RP1L1/RPGRIP1L/RUSC1/SARM1/SAXO1/SAXO2/SELENOS/SEPTIN9/SERP1/SHROOM1/SHROOM2/SHROOM3/SKA1/SKA2/SLAIN1/SNPH/SPACA9/SPAG8/SPEF1/SPRY2/SRPRB/STMN1/SVIL/SYBU/TBCA/TBCB/TBCC/TBCD/TBCE/TCP1/TEKT1/TEKT3/TEKTIP1/TIAM1/TMEM214/TOGARAM2/TPGS2/TPPP/TPPP3/TPT1/TTL/TTLL1/TTLL11/TTLL8/TUBA4B/TUBB/TUBB4A/TUBB6/TUBB8B/TUBD1/TUBE1/TUBG1/TUBG2/TUBGCP4/TUBGCP5/TUBGCP6/ZW10/ZWILCH"
"Cul3-RING ubiquitin ligase complex",0.128849479434384,"GAN/GLMN/KCTD13/KCTD17/KCTD5/KEAP1/KLHL12/KLHL13/KLHL2/KLHL21/KLHL22/KLHL25/KLHL3/KLHL41/KLHL42/KLHL7/KLHL9/LZTR1/PDCD6/PEF1/RBX1/SPOP/TNFAIP1"
"RNA polymerase III complex",0.128849479434384,"POLR1D/POLR2E/POLR2F/POLR2H/POLR2K/POLR2L/POLR3A/POLR3B/POLR3C/POLR3G/POLR3GL/POLR3H/POLR3K"
"eukaryotic 43S preinitiation complex",0.128849479434384,"EIF1AX/EIF3B/EIF3CL/EIF3D/EIF3E/EIF3F/EIF3G/EIF3H/EIF3I/EIF3J/EIF3K/EIF3L/EIF3M"
"vesicle tethering complex",0.135561437857823,"CDC42/COG2/COG3/COG4/COG5/COG6/COG7/COG8/EXOC2/EXOC3L2/EXOC3L4/EXOC4/EXOC5/EXOC6B/NBAS/TRAPPC1/TRAPPC11/TRAPPC12/TRAPPC13/TRAPPC14/TRAPPC2/TRAPPC2B/TRAPPC2L/TRAPPC3/TRAPPC4/TRAPPC5/TRAPPC6A/VPS16/VPS18/VPS33A/VPS33B/VPS41/VPS51/ZW10"
"SAM complex",0.135561437857823,"APOO/APOOL/CHCHD3/CHCHD6/DNAJC11/IMMT/MICOS10/MICOS13/MTX2/SAMM50"
"RNA polymerase I complex",0.135561437857823,"POLR1B/POLR1D/POLR1E/POLR1G/POLR1H/POLR2E/POLR2F/POLR2H/POLR2K/POLR2L"
"Fanconi anaemia nuclear complex",0.135561437857823,"CENPS/CENPX/FAAP100/FAAP20/FAAP24/FANCA/FANCC/FANCE/FANCF/FANCG"
"MIB complex",0.135561437857823,"APOO/APOOL/CHCHD3/CHCHD6/DNAJC11/IMMT/MICOS10/MICOS13/MTX2/SAMM50"
"proteasome core complex",0.143955200318139,"PSMA3/PSMA5/PSMA6/PSMA7/PSMA8/PSMB1/PSMB10/PSMB2/PSMB3/PSMB4/PSMB5/PSMB6/PSMB8/PSMF1"
"chromosomal region",0.156697708393992,"ACD/ACTB/ACTL6A/ALYREF/ANAPC16/APEX1/ATM/ATR/AURKA/BAZ1B/BIRC5/BLM/BOD1/BUB1B/BUB3/C9orf78/CBX1/CDK2/CEBPB/CENPA/CENPB/CENPH/CENPK/CENPQ/CENPS/CENPT/CENPU/CENPV/CENPX/CFDP1/CHEK2/CHMP1B/CHMP3/CHMP6/CHMP7/CHRAC1/CKAP5/CLIP1/CSNK1A1/CTC1/CTCF/DAXX/DCLRE1B/DCTN3/DCTN4/DDB1/DNMT1/DSN1/DYNC1LI1/DYNC1LI2/DYNLL1/DYNLT3/EID3/ERCC1/ERCC4/ERCC6L/FBXO28/FBXW11/FEN1/FLYWCH1/GAR1/GPATCH11/H2AX/H4C1/H4C12/H4C15/H4C3/HAT1/HDAC2/HJURP/HSF1/IKZF1/KASH5/KAT5/KAT7/KAT8/KDM1A/KDM4C/KDM4D/KMT5B/KMT5C/KNSTRN/LIG4/LRIF1/MACROH2A1/MACROH2A2/MAD1L1/MCM3/MCM5/MCM6/MCM7/MEAF6/MEN1/MIS12/MIS18A/MRE11/MSH2/MTA2/MTBP/NABP2/NAT10/NBN/NCAPD2/NCAPD3/NCAPG/NEK2/NHP2/NLRP2/NSL1/NSMCE1/NSMCE2/NSMCE3/NSMCE4A/NUP107/NUP133/NUP160/NUP37/NUP43/NUP85/ORC2/ORC3/ORC4/ORC5/PARP1/PBRM1/PCNA/PDS5A/PHF10/PHF6/PIF1/PINX1/PLK2/PLK3/PMF1/PML/POLD1/POLE3/POLR2B/POT1/PPP1CA/PPP1CC/PPP2CB/PPP2R1A/PSEN2/PTGES3/PURA/RAD17/RAD50/RAD51D/RANGAP1/RBBP4/RBBP7/REC8/RECQL4/RNF8/RPA1/RPA2/RPA4/SEPTIN6/SGO2/SKA1/SKA2/SMARCA4/SMARCB1/SMARCD2/SMC1B/SMC3/SP100/SPC25/SPDL1/SS18L1/SSB/SUGT1/SUN1/SUN2/SUV39H1/SUV39H2/SYCP2L/TELO2/TERB1/TERF2/TERT/THOC1/THOC3/THOC6/THOC7/TINF2/TRAPPC12/TTK/UHRF2/WDR82/WRAP53/WRNIP1/XPO1/XRCC1/XRCC5/XRCC6/ZBTB48/ZNF276/ZW10/ZWILCH"
"Ino80 complex",0.16612930898055,"ACTL6A/ACTR5/ACTR8/INO80B/INO80C/INO80E/MCRS1/RUVBL1/RUVBL2/TFPT/UCHL5"
"endoribonuclease complex",0.17193722545859,"DGCR8/DROSHA/HSD17B10/LAS1L/POP1/POP4/POP5/POP7/PRORP/RPP14/RPP21/RPP25/RPP25L/RPP30/RPP38/RPP40/TARBP2/TRMT10C/TSEN2/TSEN34/TSEN54/TSN"
"INO80-type complex",0.191299681563726,"ACTL6A/ACTR5/ACTR6/ACTR8/BRD8/CFDP1/DMAP1/EP400/INO80B/INO80C/INO80E/KAT5/MCRS1/RUVBL1/RUVBL2/TFPT/UCHL5"
"TRAPP complex",0.191299681563726,"TRAPPC1/TRAPPC11/TRAPPC12/TRAPPC13/TRAPPC14/TRAPPC2/TRAPPC2B/TRAPPC2L/TRAPPC3/TRAPPC4/TRAPPC5/TRAPPC6A"
"ciliary transition zone",0.191299681563726,"ARL3/B9D2/BBS9/CC2D2A/CEP131/CETN2/CETN3/CFAP36/CFAP410/CPLANE2/DYNC2LI1/FAM161A/IFT140/IFT52/IFT57/IQCB1/KIFAP3/MACIR/MKS1/NEK4/NPHP1/NPHP4/PCDHB15/PCM1/RP1L1/RPGRIP1L/SPATA7/TBCC/TCTN1/TCTN2/TMEM107/TMEM216/TMEM231/TMEM237/TMEM67/TMEM80/TRAF3IP1/UNC119B/USH2A/WDR19/WHRN"
"Golgi stack",0.214089720262144,"A3GALT2/ABO/APH1A/ASAP2/ATL1/ATP2C1/B3GALT6/B4GALNT4/B4GALT2/B4GALT3/B4GALT5/B4GALT6/B4GALT7/BCAP31/CHPF/CHSY3/CLN3/COG2/COG3/CSGALNACT2/FUT11/FUT2/FUT4/FUT5/FUT7/FUT8/GAL3ST4/GCNT1/GOLGA3/GOLGA5/GOLGA6A/GOLGA6B/GOLGA6C/GOLGA6D/GOLGA8A/GOLGA8B/GOLGA8R/GOLGA8S/GOLIM4/GOLPH3/GOLT1A/GOSR1/GPR89A/GPR89B/HACE1/HID1/HLA-A/INPP5E/LLGL1/LYSET/MARCHF9/MBTPS1/MGAT4A/MGAT4B/NAGPA/NECAB3/NSF/NSG1/NSG2/PITPNM1/PLK3/PSENEN/SAR1B/SLC30A5/SMPD3/SORT1/ST3GAL3/ST6GAL1/ST6GAL2/STX16/TMED3/TMEM115/TMEM59/TRAPPC4/USO1/UXS1/VCPIP1/VRK1/YIPF2/YIPF6"
"alpha-beta T cell receptor complex",0.214089720262144,"CD247/CD3D/CD3E/CD3G/TRAC/TRAV27/TRBC1/TRBC2/TRBV19"
"Gemini of coiled bodies",0.214089720262144,"DDX20/GEMIN2/GEMIN4/GEMIN5/GEMIN6/GEMIN7/GEMIN8/HABP4/NPAT"
"TRAPPII protein complex",0.214089720262144,"TRAPPC1/TRAPPC13/TRAPPC14/TRAPPC2/TRAPPC2B/TRAPPC2L/TRAPPC3/TRAPPC4/TRAPPC5"
"iron-sulfur cluster assembly complex",0.214089720262144,"BOLA1/BOLA3/FDX2/GLRX3/GLRX5/ISCU/LYRM4/NDUFAB1/NFS1"
"stereocilium bundle",0.227603234348957,"ADCY6/ANKRD24/ATP8B1/BBS2/CALB1/CDC14A/CIB2/CLIC5/CLRN1/DCDC2/EPS8L2/ESPN/ESPNL/FSCN2/IDO1/KNCN/LHFPL5/MKKS/MORN4/MYO3A/NHERF1/PDZD7/PJVK/PLS1/RHOC/RSPH9/STRC/STRCP1/TMC2/TPRN/TRPA1/TSPEAR/TWF2/USH2A/VEZT/WHRN"
"spliceosomal complex",0.227603234348957,"ADAR/ALYREF/API5/ARMC7/BUD13/C9orf78/CACTIN/CCDC12/CIRBP/CLNS1A/CTNNBL1/CWC15/CWC22/CWF19L2/DDX23/DDX46/DHX16/DHX32/DHX35/DNAJC17/DQX1/EFTUD2/EIF4A3/GCFC2/GEMIN2/GPATCH1/GPKOW/HNRNPA1L3/HNRNPF/HNRNPR/HSPA8/HTATSF1/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LSM8/LUC7L/LUC7L3/MAGOHB/MFAP1/MTREX/NCL/PDCD7/PLRG1/PPIE/PPIH/PPIL1/PPIL2/PPIL3/PPP1R8/PPWD1/PRKRIP1/PRPF19/PRPF31/PRPF39/PRPF4/PRPF40B/PRPF6/RBM17/RBM28/RBM3/RBM41/RBM8A/RBMX/RBMX2/RHEB/RNF113A/SCNM1/SF1/SF3A2/SF3A3/SF3B3/SF3B5/SNRNP25/SNRNP35/SNRNP40/SNRNP70/SNRPA/SNRPB/SNRPB2/SNRPC/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF/SNRPG/SNU13/SRSF1/SUGP1/SYNCRIP/TSSC4/TTF2/TXNL4A/TXNL4B/U2AF2/USP39/YBX1/YJU2/YJU2B/ZMAT2/ZMAT5/ZNF830"
"Sm-like protein family complex",0.227603234348957,"BUD13/CD2BP2/CLNS1A/DDX20/DDX23/DDX46/EFTUD2/GEMIN2/GEMIN4/GEMIN5/GEMIN6/GEMIN7/GEMIN8/HEXIM1/HTATSF1/LSM10/LSM11/LSM2/LSM3/LSM4/LSM5/LSM6/LSM7/LSM8/LUC7L/LUC7L3/MEPCE/PPIH/PRPF31/PRPF39/PRPF4/PRPF40B/PRPF6/RBM42/RBMX2/RNU4-1/RNU5F-1/RNU6ATAC/SF3A2/SF3A3/SF3B3/SF3B5/SNRNP40/SNRNP70/SNRPA/SNRPB/SNRPB2/SNRPC/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF/SNRPG/SNU13/TAF12-DT/TGS1/TSSC4/TXNL4A/TXNL4B/USP39/WEE2-AS1/ZMAT2"
"spindle",0.231147081623837,"AAAS/ACOT13/AFG2A/ALPK1/ANAPC5/ANAPC7/ANKFN1/ARHGEF7/ARL3/ARL8A/ASPM/ATAT1/ATM/AURKA/BBLN/BCCIP/BIRC5/BOD1/BORA/BRCC3/BUB1B/CALM1/CALM2/CBX1/CCDC57/CD180/CDC14A/CDC14B/CDC14C/CDC16/CDC25B/CDC42/CDC6/CDC7/CDK5RAP2/CENPV/CEP104/CEP44/CEP85/CEP89/CHMP1B/CHMP3/CHMP6/CHMP7/CIAO1/CIAO2B/CKAP2/CKAP2L/CKAP5/CLTA/CLTCL1/CSNK1A1/DCDC1/DCDC2/DCTN3/DCTN4/DDX11/DIDO1/DNAAF1/DSN1/DYNC1LI1/DYNLL1/DYNLT2B/DYNLT3/E4F1/EFHC1/EML2/EML3/EML4/ENKD1/ERCC2/ESPL1/FAM110A/FAM110C/FAM161A/FBF1/FLCN/GIT1/GPX2/HAUS1/HAUS2/HAUS3/HAUS5/HAUS6/HAUS7/HAUS8/HDAC3/HEPACAM2/HSF1/HSPB1/IQCB1/JTB/KASH5/KAT14/KAT2A/KAT5/KATNA1/KATNAL2/KATNB1/KATNBL1/KIF14/KIF16B/KIF20A/KIF2A/KIF3A/KIF3B/KIFAP3/KIFC2/KLHL21/KLHL22/KLHL42/KNSTRN/KPNA7/LATS2/LIMK2/MAD1L1/MAP10/MAP2K5/MAP7D1/MAP7D3/MAP9/MAPK14/MAPRE2/MAPRE3/MIS12/MMS19/MTUS1/MZT1/MZT2A/MZT2B/NEDD9/NEIL2/NEK2/NEK6/NIN/NPM1/NSL1/NSUN2/NUBP2/NUDC/NUMA1/NUP62/NUP85/ODF2/PIN4/PINX1/PKP4/PLEKHG6/PLK2/PLK3/PMF1/POLDIP2/PPP2CB/PRC1/PRPF19/PSRC1/PYCR3/RACGAP1/RANGAP1/RASSF1/RGS14/RMDN1/RMDN2/RMDN3/RPS3/RTRAF/SAC3D1/SEPTIN1/SEPTIN12/SEPTIN6/SGF29/SKA1/SKA2/SLC25A5/SMC3/SPAG8/SPDL1/SPECC1L/SPIN1/STX1B/TACC3/TADA2A/TADA3/TAF1D/TBCCD1/TBCK/TMEM201/TMEM9/TPPP/TPT1/TRAPPC14/TRAT1/TTC23L/TTK/TTL/TTLL12/TUBB/TUBB4A/TUBB6/TUBB8B/TUBG1/TUBG2/TUBGCP4/TUBGCP5/TUBGCP6/USP44/UXT/VPS4A/WDR5/WRAP73/YEATS2/ZW10/ZWILCH/ZZZ3"
"RNA polymerase II, holoenzyme",0.233721130073867,"ATXN7/CTR9/ERCC2/ERCC3/GTF2A1/GTF2A2/GTF2E1/GTF2E2/GTF2F1/GTF2F2/GTF2H1/GTF2H3/GTF2H4/GTF2H5/KAT2A/LEO1/MMS19/MNAT1/MYZAP/PAAF1/POLR2A/POLR2B/POLR2C/POLR2D/POLR2E/POLR2F/POLR2G/POLR2H/POLR2I/POLR2J3/POLR2K/POLR2L/POLR2M/SKIC8/SUPT3H/TADA3/TAF11/TAF11L2/TAF1L/TAF3/TAF4/TAF4B/TAF6/TAF6L/TAF9/TBP/TBPL1/TCEA1"
"transporter complex",0.240336174391016,"ABCB6/ABCB8/ABCD4/ABHD12/ABHD6/AKAP6/ATP10A/ATP10B/ATP11A/ATP11B/ATP1A2/ATP1A3/ATP1B3/ATP6V0A2/ATP6V1D/ATP6V1F/ATP6V1H/ATP8A2/ATP8B1/ATP8B2/ATP8B4/BCS1L/BEST4/CACNA1A/CACNA1B/CACNA1C/CACNA1E/CACNA1F/CACNA1H/CACNA1I/CACNA2D1/CACNA2D2/CACNA2D3/CACNA2D4/CACNB1/CACNB2/CACNB3/CACNG4/CACNG6/CALM1/CALM2/CATSPER2/CATSPER3/CATSPERD/CCDC51/CHRFAM7A/CHRNA2/CHRNA6/CHRNA7/CHRNA9/CHRNB1/CHRNB3/CHRNE/CLCC1/CLCN2/CLCN7/CLCNKB/CLDN4/CLIC3/CLIC5/CLIC6/CNGA1/CNGA4/CNGB1/CNGB3/CNIH2/CNIH3/CNTNAP2/CPT1C/CYC1/DLG3/DPP10/ERGIC3/FKBP1A/FKBP1B/FOXRED1/FXYD2/GABRA1/GABRB2/GABRE/GABRR2/GABRR3/GLRA3/GLRB/GRIA3/GRIK5/GRIN3B/HCN2/HCN3/HTR3A/KCNA2/KCNA5/KCNA6/KCNB1/KCND1/KCND3/KCNE1/KCNE5/KCNG1/KCNG2/KCNG3/KCNIP2/KCNIP4/KCNJ14/KCNJ16/KCNJ2/KCNK6/KCNMA1/KCNMB3/KCNMB4/KCNN4/KCNQ4/KCNS1/KCNS2/KCNV2/LRRC8C/LRRC8D/MCUB/MICU2/MICU3/NDUFA1/NDUFA10/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFAB1/NDUFAF1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/OLFM2/OLFM3/ORAI1/OSTM1/PACC1/PDE4B/PEX12/PEX13/PEX14/PKD1/PORCN/PTPA/RYR1/SCN11A/SCN1B/SCN2B/SCN3B/SCN4A/SCN5A/SCN7A/SCN9A/SCNN1D/SHISA7/SHISA8/SLC17A7/SLC17A8/SLC5A3/SLC9A1/SMDT1/TIMM13/TIMM8A/TIMM8B/TIMM9/TMEM249/TMEM262/TMEM30B/TRPC1/TRPC3/TRPC6/TTYH1/TTYH2/UNC80/UQCR10/UQCR11/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRFS1P1/UQCRH/UQCRQ/WDR93"
"BLOC complex",0.244548362241474,"BLOC1S1/BLOC1S2/BLOC1S3/BLOC1S4/BLOC1S5/HPS1/HPS3/HPS5/HPS6/SNAPIN"
"nuclear ubiquitin ligase complex",0.253179006652432,"ANAPC1/ANAPC10/ANAPC11/ANAPC13/ANAPC15/ANAPC16/ANAPC2/ANAPC4/ANAPC5/ANAPC7/BABAM2/BCOR/BMI1/BRCC3/BUB1B/CBX7/CBX8/CDC16/CDC23/CDC26/CUL7/PCGF1/PCGF6/PHC1/RING1/RNF2"
"condensed chromosome",0.253179006652432,"ACTB/ACTL6A/ANAPC16/AURKA/BANF1/BAZ1B/BIRC5/BLM/BOD1/BUB1B/BUB3/CCNB1IP1/CDK2/CEBPB/CENPA/CENPB/CENPH/CENPK/CENPQ/CENPS/CENPT/CENPU/CENPV/CENPX/CFDP1/CHMP1B/CHMP3/CHMP6/CHMP7/CKAP5/CLIP1/CSNK1A1/CTCF/DCTN3/DCTN4/DSN1/DYNC1LI1/DYNC1LI2/DYNLL1/DYNLT3/EID3/ERCC6L/ESRRB/FAM9B/FANCD2/FBXO28/FBXW11/FKBP6/GPATCH11/H2AX/HJURP/HORMAD1/HSF1/HUS1B/KASH5/KAT5/KAT8/KIFAP3/KMT5B/KMT5C/KNSTRN/LIG4/LRPPRC/MACROH2A1/MAD1L1/MEAF6/MIS12/MKI67/MLH1/MLH3/MSH4/MTBP/NCAPD2/NCAPD3/NCAPG/NCAPG2/NCAPH2/NEK2/NIFK/NOL6/NSL1/NSMCE1/NSMCE2/NSMCE3/NSMCE4A/NUP107/NUP133/NUP160/NUP37/NUP43/NUP85/ORC2/P3H4/PBRM1/PHF10/PHF6/PINX1/PLK2/PLK3/PMF1/PPP1CC/PSEN2/PSMC3IP/RAD1/RAD50/RAD9A/RAD9B/RANGAP1/RCC1/REC8/RGS12/RNF212/RRS1/SEPTIN6/SETMAR/SGO2/SKA1/SKA2/SMARCA4/SMARCB1/SMARCD2/SMC1B/SMC2/SMC3/SPC25/SPDL1/SS18L1/SUGT1/SUN2/SUV39H1/SYCE2/SYCE3/SYCP2/SYCP2L/TOP3B/TRAPPC12/TTK/TUBG1/XPO1/ZNF276/ZW10/ZWILCH"
"Golgi apparatus subcompartment",0.257550087607474,"A3GALT2/ABO/AP1M1/AP1S1/AP4B1/AP4E1/AP4M1/AP4S1/APH1A/ARFIP2/ARFRP1/ARL1/ARL5A/ARL5B/ASAP1/ASAP2/ATG9B/ATL1/ATP2C1/ATP2C2/ATP7B/ATP8B1/ATP8B2/ATP8B4/ATP9A/AZIN2/B3GALT6/B4GALNT4/B4GALT2/B4GALT3/B4GALT5/B4GALT6/B4GALT7/BACE1/BACE2/BAIAP3/BCAP31/BICD1/BOK/C17orf75/CA4/CABP7/CALN1/CBY1/CCDC91/CHID1/CHPF/CHST1/CHST2/CHST6/CHST7/CHSY3/CIMAP3/CLBA1/CLN3/CLTA/CLTB/CLTCL1/CLVS1/CNST/COG2/COG3/COG4/COG5/COG6/COG7/COG8/CORO7/CSGALNACT2/DENND5A/DPY30/EIPR1/FAM91A1/FUT11/FUT2/FUT4/FUT5/FUT7/FUT8/GAL3ST4/GCNT1/GGA2/GGA3/GOLGA3/GOLGA5/GOLGA6A/GOLGA6B/GOLGA6C/GOLGA6D/GOLGA8A/GOLGA8B/GOLGA8R/GOLGA8S/GOLIM4/GOLPH3/GOLT1A/GOSR1/GPER1/GPR108/GPR89A/GPR89B/HACE1/HID1/HLA-A/HLA-DQA2/HOOK2/INPP5E/KIF13A/LLGL1/LRRK2/LYSET/MARCHF9/MBTPS1/MGAT4A/MGAT4B/MMP24/MS4A6E/MS4A7/MYO1B/NAGPA/NECAB3/NMNAT2/NSF/NSG1/NSG2/OPTN/PCSK1N/PCSK4/PCSK5/PHETA1/PHETA2/PICK1/PITPNM1/PLEKHA8/PLEKHJ1/PLK3/PLOD3/PLPP3/PREPL/PSENEN/RAB11FIP3/RAB29/RAB38/RAB43/RAB6A/RAB8A/RAB9A/RABEPK/RAC1/RHOBTB3/SAR1B/SCAMP2/SCAMP3/SCOC/SLC2A4/SLC30A5/SLC30A6/SMPD3/SORT1/ST3GAL3/ST6GAL1/ST6GAL2/STX10/STX16/STX4/STX8/TEPSIN/TGFBI/TJAP1/TMED3/TMEM115/TMEM230/TMEM59/TMEM79/TRAPPC4/TRAPPC6A/USO1/UXS1/VAMP2/VAMP4/VAMP7/VCPIP1/VPS51/VRK1/WDR11/YIPF2/YIPF4/YIPF5/YIPF6/YIPF7"
