"Pathway","Adjusted_Pvalue","Genes"
"DNA dealkylation",0.195605419666812,"ALKBH1/ALKBH2/ALKBH3/APEX1/APOBEC3A/APOBEC3B/APOBEC3C/APOBEC3D/APOBEC3G/APOBEC3H/ASCC1/ASCC2/DPPA3/EOMES/FTO/GATA3/HNRNPAB/MGMT/MPG/STPG1/STPG4/TDG/TET2/TET3/TRIM28"
"pyrimidine-containing compound catabolic process",0.195605419666812,"ALDH6A1/APOBEC3A/APOBEC3B/APOBEC3C/APOBEC3D/APOBEC3G/APOBEC3H/CDADC1/DCTPP1/DUT/ENTPD7/MBD4/NEIL1/NEIL2/NT5C/NT5M/NTHL1/OGG1/SMUG1/TDG/TET2/TET3/UNG/UPB1/UPP1"
"protein O-linked mannosylation",0.195605419666812,"B4GAT1/DPM2/DPM3/FKRP/FKTN/LARGE1/LARGE2/POMGNT2/POMT1/RXYLT1/TMTC1/TMTC3/TMTC4"
"regulation of DNA strand elongation",0.195605419666812,"ACTL6A/ACTR5/ACTR8/INO80B/INO80C/INO80E/MCRS1/NUCKS1/POT1/RUVBL1/RUVBL2/TFPT/UCHL5"
"RNA surveillance",0.195605419666812,"DXO/EXOSC2/EXOSC3/EXOSC5/EXOSC6/EXOSC7/EXOSC8/PELO/TRNT1/WDR82/XRN1/ZC3H4/ZCCHC7"
"nucleotide-excision repair",0.195605419666812,"ACTB/ACTL6A/BCL7A/BCL7C/CETN2/COMMD1/CUL4A/DDB1/DDB2/DPF3/ERCC1/ERCC2/ERCC3/ERCC4/ERCC8/FANCC/GTF2H1/GTF2H3/GTF2H4/GTF2H5/HMGN1/HUS1B/KAT5/KAT7/LIG4/MMS19/MNAT1/NTHL1/OGG1/PBRM1/PHF10/POLD1/POLL/POLR2I/RAD23A/RAD52/RPA1/RPA2/RPA3/RPA4/SIRT1/SLC30A9/SMARCA4/SMARCB1/SMARCD2/SMARCD3/TP53/USP44/USP45/XPA"
"T cell differentiation in thymus",0.199323623015791,"ADA/ADAM17/AIRE/ATG5/B2M/BCL11B/BCL2/BMI1/BMP4/CAMK4/CARD11/CCR6/CCR7/CD28/CD3D/CD3E/CD3G/DNAJA3/ERBB2/FOXJ1/FOXP3/FZD5/FZD7/FZD8/GATA3/GLI3/IL1A/IL2RG/IL7R/ITPKB/JAG2/JMJD6/LIG4/MAFB/NCAPH2/NKAP/PRR7/RAG1/RASGRP1/RPS6/SOD1/SOS1/SOS2/SPN/STK11/TESPA1/TP53/VNN1/WNT1/ZAP70/ZC3H8"
"peptidyl-lysine acetylation",0.208071828724166,"ACTL6A/ATAT1/BAG6/BAZ1B/BLOC1S1/BRD8/CREBBP/DDX21/DIP2A/DIP2B/DMAP1/EP300/EP400/FLCN/GATA2/HDAC2/HINT2/KANSL3/KAT14/KAT2A/KAT5/KAT7/KLF15/MAP3K7/MRGBP/MSL3P1/MYBBP1A/NFYA/NFYB/PML/PPARGC1A/RUVBL1/RUVBL2/SET/SGF29/SIRT1/SUPT3H/TADA2A/TAF9/YEATS2/YEATS4"
"purine ribonucleoside monophosphate metabolic process",0.208071828724166,"ADA/ADK/ADSL/ADSS1/ADSS2/AK1/AK2/AK3/AK4/APRT/ATIC/CARD11/CASK/GART/GMPS/GUK1/HPRT1/NT5C/NT5C1A/NT5C2/NT5E/NUDT2/PAICS/PFAS/PPAT/TJP2"
"peptidyl-proline modification",0.208071828724166,"CRTAP/EGLN3/FKBP10/FKBP1A/FKBP1B/FKBP1C/FKBP4/FKBP5/FKBP7/NTMT1/OGFOD1/P4HA1/P4HA2/P4HTM/PIN1/PPIA/PPIAL4A/PPIAL4C/PPIAL4D/PPIAL4H/PPID/PPIE/PPIH/PPIL1/PPIL3/PPWD1"
"protein N-linked glycosylation via asparagine",0.218056009218257,"ALG5/ALG8/DAD1/DDOST/FUT8/MAGT1/MGAT1/NUDT14/OST4/OSTC/RPN1/RPN2/ST6GAL1/STT3A/STT3B/TUSC3/UBE2J1"
"somatic recombination of immunoglobulin genes involved in immune response",0.221298233242842,"APLF/ATAD5/BCL6/CCR6/CD28/CD40LG/ERCC1/EXO1/EXOSC3/EXOSC6/FOXP3/HMCES/HSPD1/IL10/IL27RA/IL4/KMT5B/KMT5C/LIG4/MLH1/MSH2/NBN/NDFIP1/NFKBIZ/PARP3/RNF8/SANBR/SHLD1/SHLD2/SWAP70/TBX21/THOC1/TNFSF4/UNG"
"somatic diversification of immunoglobulins involved in immune response",0.221298233242842,"APLF/ATAD5/BCL6/CCR6/CD28/CD40LG/ERCC1/EXO1/EXOSC3/EXOSC6/FOXP3/HMCES/HSPD1/IL10/IL27RA/IL4/KMT5B/KMT5C/LIG4/MLH1/MSH2/NBN/NDFIP1/NFKBIZ/PARP3/RNF8/SANBR/SHLD1/SHLD2/SWAP70/TBX21/THOC1/TNFSF4/UNG"
"isotype switching",0.221298233242842,"APLF/ATAD5/BCL6/CCR6/CD28/CD40LG/ERCC1/EXO1/EXOSC3/EXOSC6/FOXP3/HMCES/HSPD1/IL10/IL27RA/IL4/KMT5B/KMT5C/LIG4/MLH1/MSH2/NBN/NDFIP1/NFKBIZ/PARP3/RNF8/SANBR/SHLD1/SHLD2/SWAP70/TBX21/THOC1/TNFSF4/UNG"
"NAD metabolic process",0.221298233242842,"AFMID/ASPDH/GPD1/GPD1L/IDO1/LDHB/MACROH2A1/MDH1/MDH1B/MDH2/ME1/NADK2/NAMPT/NAPRT/NAXD/NMNAT2/NMNAT3/NNMT/NUDT12/NUDT13/NUDT17/PARP16/PARP9/PC/QPRT/SARM1/SLC22A13"
"snRNA metabolic process",0.230609299887587,"CC2D1A/ELL2/EXOSC2/EXOSC3/EXOSC5/EXOSC6/EXOSC7/EXOSC8/ICE2/INTS10/INTS11/INTS13/INTS14/INTS2/INTS5/INTS6L/INTS7/INTS8/INTS9/MEPCE/METTL16/METTL4/MTREX/NHP2/NOP10/RPAP2/SAGE1/SNAPC1/SNAPC2/SNAPC3/SNAPC5/TUT1/USB1/ZC3H8/ZCCHC7"
"tricarboxylic acid cycle",0.230783963338366,"ACLY/ACO1/DLAT/FH/IDH2/IDH3B/MDH1/MDH1B/MDH2/MRPS36/NNT/OGDH/PDHA1/PDHB/SDHA/SDHAF2/SDHB/SDHC/SDHD/SUCLA2/SUCLG1/SUCLG2"
"protein methylation",0.232485809177683,"ANTKMT/ASH2L/ATPSCKMT/BAZ2A/CSKMT/EEF1AKMT1/EEF1AKMT2/EEF1AKMT3/EEF2KMT/EHMT2/ETF1/FAM86B1/FAM86B2/FAM98A/FAM98B/GCG/GSPT1/ICMT/KANSL3/KAT8/LCMT1/MCRS1/METTL18/METTL21A/N6AMT1/NELFA/NELFE/NTMT1/PCMT1/PRDM12/PRMT1/PRMT2/PRMT6/PRMT7/PRMT8/RAB6A/SETD3/SETD4/SETD6/SETDB2/SMYD2/SMYD3/SNRPB/SNRPD3/TRMT112/WDR5/WDR5B"
"protein alkylation",0.232485809177683,"ANTKMT/ASH2L/ATPSCKMT/BAZ2A/CSKMT/EEF1AKMT1/EEF1AKMT2/EEF1AKMT3/EEF2KMT/EHMT2/ETF1/FAM86B1/FAM86B2/FAM98A/FAM98B/GCG/GSPT1/ICMT/KANSL3/KAT8/LCMT1/MCRS1/METTL18/METTL21A/N6AMT1/NELFA/NELFE/NTMT1/PCMT1/PRDM12/PRMT1/PRMT2/PRMT6/PRMT7/PRMT8/RAB6A/SETD3/SETD4/SETD6/SETDB2/SMYD2/SMYD3/SNRPB/SNRPD3/TRMT112/WDR5/WDR5B"
"negative regulation of leukocyte apoptotic process",0.232485809177683,"ADA/ARG2/BCL11B/BCL2/BCL3/BCL6/BMP4/CCL19/CCL5/CCR5/CCR7/CD27/CXCL12/FOXP1/GPAM/HIF1A/IDO1/IL7R/IRS2/ITPKB/KIFAP3/MERTK/MIR17HG/NOC2L/NOD2/ORMDL3/PDCD1/PIP/PRKCQ/PTCRA/RAG1/SELENOS/SLC39A10/SLC46A2/ST6GAL1/VHL"
"purine ribonucleoside monophosphate biosynthetic process",0.232485809177683,"ADA/ADK/ADSL/ADSS1/ADSS2/APRT/ATIC/GART/GMPS/HPRT1/NUDT2/PAICS/PFAS/PPAT"
"pyrimidine deoxyribonucleotide catabolic process",0.232485809177683,"DCTPP1/DUT/MBD4/NEIL1/NEIL2/NT5C/NT5M/NTHL1/OGG1/SMUG1/TDG/UNG/UPB1/UPP1"
"regulation of telomere maintenance in response to DNA damage",0.232485809177683,"ACTL6A/ACTR5/ACTR8/ERCC1/ERCC4/INO80B/INO80C/INO80E/MCRS1/RUVBL1/RUVBL2/TFPT/UCHL5/XRCC1"
"cellular response to light stimulus",0.232485809177683,"ACTR5/AKT2/AQP1/ATR/BAX/CAMKMT/CASP9/CDC25A/COPS9/CREBBP/CRIP1/CRY1/CUL4A/DDB1/DDB2/EIF2S1/EP300/ERCC1/ERCC4/GNB5/GPR52/GRK1/GRK4/GRK7/GUCY2F/H2AC25/HYAL2/HYAL3/KCNE1/KDM1A/MAP3K20/MAPK11/MAPK14/MC1R/METTL3/MFAP4/MMP1/MMP2/MMP9/MYC/NEDD4/NFATC4/NMT1/NMT2/NOC2L/NPM1/NSMCE3/OPN3/PARP1/PCNA/POLD1/POLH/PPID/PTPRK/RBX1/RDH11/RHBDD1/RHNO1/RPL26/RRH/RUVBL2/SIRT1/SMPD1/STK11/TMEM161A/TP53/TRIAP1/USP28/XPA"
"lymphocyte apoptotic process",0.232485809177683,"ADA/ARG2/BAX/BCL11B/BCL2/BCL3/BCL6/BIRC7/BMP4/CCL5/CD27/CD274/CD3G/CHEK2/CLC/DFFA/DNAJA3/EBF4/FASLG/FOXP1/GIMAP8/GLI3/GPAM/HIF1A/IDO1/IL10/IL2RA/IL7R/IRS2/KDELR1/KIFAP3/MIR17HG/NFKBIZ/NOC2L/ORMDL3/PDCD1/PIP/PKN1/PRKCQ/PTCRA/RAG1/RPS6/SLC39A10/SLC46A2/TP53/VHL/WNT5A/ZC3H8"
"glycosyl compound metabolic process",0.232485809177683,"ABHD10/ADA/ADAL/ADK/AKR1A1/AKR1B1/AKR1C1/AKR1C2/AKR1C3/AKR7A2/APOBEC3A/APOBEC3B/APOBEC3C/APOBEC3D/APOBEC3G/APOBEC3H/APRT/CBR4/CDADC1/DERA/DGUOK/DHFR2/DNPH1/DTYMK/ERH/FUCA1/GBA2/GUSB/HPRT1/ICMT/LCMT2/MACROD1/MACROD2/MTAP/NME4/NT5C1A/NT5C2/NT5E/NUDT1/PGM2/PTGDR/QNG1/TRMT12/TYW1/TYW3/UCKL1/UPB1/UPP1"
"ribosomal subunit export from nucleus",0.232485809177683,"ABCE1/EIF6/LTV1/MDN1/NPM1/NUP88/RAN/RIOK2/RPS15/SDAD1/XPO1"
"RNA splicing, via endonucleolytic cleavage and ligation",0.232485809177683,"DDX1/FAM98A/FAM98B/RTCB/RTRAF/TRPT1/TSEN15/TSEN2/TSEN34/TSEN54/ZBTB8OS"
"fructose metabolic process",0.232485809177683,"AKR1B1/ALDOB/ALDOC/FBP1/GLYCTK/KHK/PFKFB1/PFKFB2/PFKFB3/SORD/TKFC"
"GMP biosynthetic process",0.232485809177683,"ADA/ADK/ADSL/APRT/ATIC/GART/GMPS/HPRT1/PAICS/PFAS/PPAT"
"CTP biosynthetic process",0.232485809177683,"CTPS2/NME1/NME2/NME3/NME4/NME6/NME7/NME9/UCK1/UCK2/UCKL1"
"ribosome localization",0.232485809177683,"ABCE1/EIF6/LTV1/MDN1/NPM1/NUP88/RAN/RIOK2/RPS15/SDAD1/XPO1"
"post-fertilization epigenetic regulation of gene expression",0.232485809177683,"DCAF13/DDB1/DNMT1/DPPA3/METTL23/PICK1/STPG4/SUV39H1/SUV39H2/TET3/TRIM28"
"regulation of thymocyte apoptotic process",0.232485809177683,"ADA/BCL11B/BMP4/HIF1A/KIFAP3/PTCRA/RAG1/TP53/VHL/WNT5A/ZC3H8"
"nuclear RNA surveillance",0.232485809177683,"DXO/EXOSC2/EXOSC3/EXOSC5/EXOSC6/EXOSC7/EXOSC8/WDR82/XRN1/ZC3H4/ZCCHC7"
"regulation of protein localization to chromosome, telomeric region",0.232485809177683,"CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/GNL3/MACROH2A1/TCP1/WRAP53"
"negative regulation of cardiocyte differentiation",0.232485809177683,"BMP2/DKK1/DLL1/FZD7/HDAC3/HEY2/MIR222/MIR590/PRICKLE1/SMAD4/SOX6"
"signal transduction in response to DNA damage",0.233535764452159,"ABRAXAS1/ACER2/ANKRD1/ATAD5/ATM/ATR/ATRIP/BABAM1/BABAM2/BCL3/BLM/BRCC3/BRSK1/CASP9/CCNG1/CDC14B/CDK2/CDK5RAP3/CDKN1B/CHEK2/CLOCK/CLSPN/COPS3/CRADD/CRY1/CUL4A/DONSON/E2F7/EEF1E1/EME2/ETAA1/FANCD2/FBXO31/FBXO4/GADD45A/H2AX/HINFP/HUS1B/IER3/ING4/INTS7/KAT5/KDM1A/MAP2K6/MAP3K20/MAPK14/MBTPS1/MBTPS2/MRE11/MRNIP/MSH2/MUC1/MUS81/NBN/NEK11/NOP53/NPM1/PARP9/PIDD1/PLA2R1/PLK2/PLK3/PMAIP1/PML/PRAP1/PRPF19/PSMD10/PYHIN1/RAD1/RAD17/RAD9A/RAD9B/RHNO1/RNF8/RPA2/RPA4/RPL26/RPS27L/RPS6KA6/SESN2/SIRT1/SMYD2/SP100/SPRED2/TAOK2/TELO2/TFAP4/THOC1/TICRR/TIPIN/TIPRL/TP53/TRIAP1/TRIM39/TTI1/TTI2/UFL1/USP28/WDR76/WNT1/YJU2/ZNF830"
"positive regulation of T cell cytokine production",0.233535764452159,"B2M/CD81/FZD5/GATA3/HLA-A/IL18R1/IL1R1/IL4/MALT1/MAP3K7/NLRP3/RSAD2/SLAMF1/TBX21/TNFSF4/TRAF2/TRAF6/XCL1"
"response to unfolded protein",0.233551069775202,"ABCB10/AMFR/ATF6B/BAG3/BAX/BFAR/BOK/CDK5RAP3/COMP/COPS5/CREB3L1/CREB3L3/CREB3L4/CREBRF/CREBZF/DAXX/DDRGK1/DERL2/DNAJB1/DNAJB2/DNAJB5/DNAJC4/EIF2AK2/EIF2S1/ERLEC1/ERMP1/ERP27/HSF1/HSP90AB1/HSPA1L/HSPA4/HSPA4L/HSPA6/HSPA8/HSPB1/HSPB3/HSPB7/HSPD1/HSPE1/HSPH1/JKAMP/MANF/MBTPS1/MBTPS2/MFN2/MIR199A1/NCK1/NCK2/OPTN/PACRG/PARP16/PIGBOS1/PPP1R15A/PPP1R15B/PRKN/RACK1/RHBDD1/RHBDD2/SELENOS/SERP1/SERP2/SERPINH1/STT3B/STUB1/TBL2/THBS1/TM7SF3/TMBIM6/TMEM129/TMTC4/UBE2J2/UFL1/VAPB/WFS1/XBP1/YOD1"
"heme metabolic process",0.234080475478836,"ABCB10/ABCB6/ABCB7/ABCC1/ALAD/ALAS2/ATP5IF1/BDH2/BLVRA/BLVRB/COX10/COX15/CPOX/FECH/FLVCR1/HMOX1/HMOX2/PPOX/SLC25A38/SLC46A1/SLC6A9/SLCO2B1/TMEM14A/TMEM14B/TMEM14C/TMEM14DP/TSPO/UROD/UROS"
"response to topologically incorrect protein",0.236069626223852,"ABCB10/AMFR/ATF6B/AUP1/BAG3/BAG6/BAX/BFAR/BOK/CDK5RAP3/COMP/COPS5/CREB3L1/CREB3L3/CREB3L4/CREBRF/CREBZF/DAXX/DDRGK1/DERL2/DNAJB1/DNAJB2/DNAJB5/DNAJC18/DNAJC4/EIF2AK2/EIF2S1/ERLEC1/ERMP1/ERP27/F12/HDAC6/HSF1/HSP90AB1/HSPA1L/HSPA4/HSPA4L/HSPA6/HSPA8/HSPB1/HSPB3/HSPB7/HSPD1/HSPE1/HSPH1/JKAMP/KLHL15/MANF/MBTPS1/MBTPS2/MFN2/MIR199A1/NCK1/NCK2/NGLY1/OPTN/PACRG/PARP16/PIGBOS1/PPP1R15A/PPP1R15B/PRKN/RACK1/RHBDD1/RHBDD2/RNF126/RNF5/SDF2L1/SELENOS/SERP1/SERP2/SERPINH1/STT3B/STUB1/TBL2/THBS1/TM7SF3/TMBIM6/TMEM129/TMTC4/UBE2J2/UFD1/UFL1/VAPB/WFS1/XBP1/YOD1"
"somatic recombination of immunoglobulin gene segments",0.239445151150635,"APLF/ATAD5/BCL6/CCR6/CD28/CD40LG/CYREN/ERCC1/EXO1/EXOSC3/EXOSC6/FOXP3/HMCES/HSPD1/IL10/IL27RA/IL4/KMT5B/KMT5C/LIG4/MLH1/MSH2/MSH3/NBN/NDFIP1/NFKBIZ/NHEJ1/PARP3/RNF8/SANBR/SHLD1/SHLD2/SWAP70/TBX21/TCF3/THOC1/TNFSF4/UNG"
"morphogenesis of a polarized epithelium",0.246106549974957,"ACTB/ACTG1/ARHGEF19/ASTN2/BRSK1/CDC42/CELSR2/CELSR3/CTHRC1/DAAM1/DKK1/DLG3/DVL1/DVL2/EXOC5/FUZ/FZD1/FZD2/FZD6/FZD7/GPC3/JHY/LAMA5/MAGI2/MKS1/MLLT3/NHERF1/NKD1/NPHP1/NPHP3/PLEKHA4/PRICKLE1/PRICKLE2/PTK7/RAC1/RHOA/RPGRIP1L/RSPO3/RYK/SCRIB/SFRP2/SH3BP1/SMURF1/SPEF1/SYNE4/TIAM1/TP63/TRAF3IP1/VANGL1/WDPCP/WNT5A/WNT7A/ZNRF3"
"regulation of ncRNA transcription",0.246106549974957,"ATOH8/BMP2/BMP4/BMPR1A/CC2D1A/DDX11/ETS1/FOS/FOSL1/FOXO3/GATA2/GATA3/GATA6/GNL3/HIF1A/IL10/KLF5/MACROH2A1/MACROH2A2/MEPCE/MTOR/MYC/MYCN/NCL/NFATC4/NFIB/NGFR/NOL11/NOP53/PDGFB/PIH1D1/POU2F1/POU5F1/PPARA/PPARD/PPARG/PRL/PWP1/SIRT7/SMAD3/SMAD4/SMAD6/SMARCA4/SMARCB1/SPI1/SREBF2/STAT3/TERT/TP53/WDR82/WT1/ZC3H4/ZNF512B"
"dicarboxylic acid metabolic process",0.248877323354126,"AADAT/AASDHPPT/ACLY/ACOT4/ACOT8/ADHFE1/ADSS1/ADSS2/ALDH18A1/ALDH1L1/ALDH5A1/AMDHD1/ASS1/ATIC/D2HGDH/DHFR2/FH/FOLR1/FPGS/GAD1/GCLC/GLS2/GLUD1/GLUD2/GOT1/GOT2/GRHPR/IDH2/KYAT3/L2HGDH/LIPF/MDH1/MDH1B/MDH2/ME1/ME3/MRPS36/MTHFD1/MTHFD1L/NAGS/NIT2/OGDH/PCK1/PCK2/PHYH/QPRT/SDHA/SHMT1/SHMT2/SLC19A1/SLC46A1/SLC7A11/SUCLA2/SUCLG2"
"selective autophagy",0.25144088560068,"ADRB2/AMBRA1/ARFIP2/ATG13/ATG16L1/ATG2A/ATG4B/ATG5/ATM/AUP1/BAG3/CDC37/CRY1/DDRGK1/HDAC6/HTRA2/IRGM/KLHL3/LRBA/MAP1LC3C/MFN2/NOD2/OPTN/PEX5/PHB2/PJVK/PRKN/RETREG1/RETREG2/RETREG3/RIMOC1/RNF213/SESN2/SLC25A4/SLC25A5/SNX7/SPATA33/STBD1/STING1/TAFAZZIN/TBK1/TEX264/TOMM7/TP53/UBA5/UFC1/UFL1/UFM1/ULK2/ULK3/VDAC1/VHL/WDFY3/WDR81/WIPI2"
"DNA replication initiation",0.252029210516182,"CDC45/CDC6/CDK2/CIZ1/GINS3/KAT7/MCM3/MCM5/MCM6/MCM7/NBN/NOC3L/ORC2/ORC3/ORC4/ORC5/POLA1/POLA2/PRIM1/PRIM2/PURA/RPA4/TICRR/WRNIP1"
"nucleoside diphosphate metabolic process",0.252029210516182,"AK1/AK2/AK3/AK4/AK5/CAD/CARD11/CASK/CMPK1/CMPK2/DHODH/DTYMK/ENTPD1/ENTPD6/ENTPD7/GUK1/NT5E/NUDT18/NUDT5/NUDT7/NUDT9/RRM1/TJP2/UMPS"
"snRNA processing",0.256880759100881,"EXOSC2/EXOSC3/EXOSC5/EXOSC6/EXOSC7/EXOSC8/INTS10/INTS11/INTS13/INTS14/INTS2/INTS5/INTS6L/INTS7/INTS8/INTS9/SAGE1/TUT1/USB1"
"monosaccharide biosynthetic process",0.256880759100881,"ACADM/AKR1A1/AKR1B1/ALDOB/ALDOC/C1QTNF12/C1QTNF3/CHST12/CHST14/CLK2/CRY1/DDB1/DGKQ/ENO2/ENO3/EP300/ERFE/FBP1/FOXO1/G6PC3/GCG/GCK/GOT1/GPD1/GPT/KAT2A/LEP/MDH1/MDH2/MST1/NNMT/PC/PCK1/PCK2/PDK2/PFKFB1/PGAM1/PGD/PGP/PPARA/PPARGC1A/SELENOS/SESN2/SIRT1/SIRT7/SLC25A1/SLC25A11/SLC25A12/SLC35B4/SLC37A4/SLC39A14/SORD/STK11/TCF7L2/TPI1/UST/WDR5/ZNF692"
"microtubule-based transport",0.256880759100881,"ACTR10/AGBL4/AP3B2/AP3D1/APBA1/ARL3/ARL8A/BAG3/BBS12/BICD1/BICD2/BICDL1/BLOC1S1/BLOC1S2/BLOC1S3/BLOC1S4/BLOC1S5/BORCS6/BORCS7/BORCS8/CALY/CDC42/CEP131/CFAP43/CILK1/CLN3/CLUAP1/DAW1/DNAAF1/DNAAF2/DNAAF4/DYNC1I2/DYNC2I2/DYNC2LI1/DYNLL1/DYNLT2B/FBXW11/FEZ1/FUZ/HAP1/HDAC6/HIF1A/HSBP1/HSPA8/HSPB1/IFT140/IFT172/IFT22/IFT25/IFT27/IFT43/IFT46/IFT52/IFT57/IFT70A/IFT70B/IFT74/IFT80/IFT81/IFT88/JHY/KIF13A/KIF1A/KIF1B/KIF28P/KIF3A/KIF3B/KIF5C/KIFAP3/KXD1/LAMP1/LRPPRC/MAP1A/MAPT/MGARP/NEFH/NEFL/NEK10/NHERF1/NPHP3/ODAD4/OFD1/PCM1/PEX14/PURA/RAB1A/RAB6A/RABGEF1/RABL2B/RASGRP1/RHOT2/SNAPIN/SOD1/SPAG16/SPEF2/SPG7/SSNA1/STK11/STK36/SUN1/SUN2/SYBU/TERF2/TMEM201/TRAF3IP1/TRAK2/TRIM46/TTLL1/TUB/UBB/UXT/WDPCP/WDR19/WDR35"
"positive regulation of mast cell activation",0.263157108676453,"ADORA2B/CRLF2/GAB2/GATA1/GATA2/HAVCR1/IL13/IL4/NECTIN2/NR4A3/SNX4/SPHK2/STXBP1/VAMP7/VAMP8"
"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",0.263396567344596,"ARCN1/ARF5/ATP9A/BET1L/BICD2/COG3/COG4/COG7/COPB2/COPE/COPZ1/COPZ2/ERGIC3/GOLPH3/KDELR1/KDELR2/LMAN2/NBAS/PICK1/PITPNB/PLPP3/RAB41/RAB6A/RAB6C/RAB6D/RER1/STX18/TAPBP/TMED10/TMEM115/USE1/ZW10"
"glycolipid biosynthetic process",0.266555183512903,"A3GALT2/B3GALT1/B3GALT2/B3GALT4/B3GNT5/B4GALT3/B4GALT5/B4GALT6/DPM2/DPM3/GAL3ST1/GAL3ST4/GPAA1/LARGE1/PGAP3/PGAP4/PIGA/PIGC/PIGF/PIGG/PIGH/PIGK/PIGL/PIGM/PIGN/PIGO/PIGP/PIGQ/PIGS/PIGU/PIGV/PIGW/PIGZ/SCCPDH/SLC30A5/ST3GAL3/ST3GAL5/ST6GALNAC4/ST6GALNAC6/ST8SIA1/ST8SIA6/TM9SF2/UGCG"
"positive regulation of mitochondrion organization",0.271775097707069,"ADCK1/AMBRA1/ATP5IF1/AURKA/BAX/BBC3/BNIP3/BOK/CHCHD10/DCN/DDHD2/ENDOG/FAM162A/FIS1/GPER1/GSK3A/HIF1A/HIP1R/HTRA2/IRGM/MFF/MGARP/MIEF2/MLLT11/MMP9/NMT1/NOD2/PARK7/PDCD5/PGAM5/PLAUR/PLD6/PMAIP1/PPARGC1A/PRKN/PYCARD/RALA/SLC25A4/SLC25A5/TP53/TREM2/VDAC1/ZDHHC6/ZNF205"
"cellular response to toxic substance",0.272694355691929,"ABCB6/ABCG2/ADH5/AIFM2/AKR1A1/ALB/ALDH1A1/APOM/AQP8/CAT/CCS/DUOX1/EPX/ESD/FANCC/FBLN5/GFER/GPX1/GPX2/GPX4/GPX7/GSTK1/GSTM2/GSTM3/GSTO1/GSTO2/GSTP1/GSTZ1/HBD/HBG1/HBG2/HBZ/HP/IPCEF1/LANCL1/LPO/LTC4S/MGST2/MGST3/MPO/MT3/MTARC2/NNT/NOS3/NQO1/PARK7/PRDX1/PRDX2/PRDX3/PRDX4/PRDX6/PRKN/PRXL2A/PTGES/PTGS2/PTPN13/PXDNL/RDH11/SELENOF/SELENOS/SELENOW/SESN1/SESN2/SLC11A1/SOD1/TPO/TXNDC17/TXNDC2/TXNRD2/TXNRD3/UBIAD1"
"telomere maintenance",0.272694355691929,"ACD/ACTL6A/ACTR5/ACTR8/APEX1/ATM/ATR/BLM/CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/CTC1/DCLRE1B/EID3/ERCC1/ERCC4/EXO1/FBXO4/FEN1/GAR1/GNL3/HSP90AB1/HUS1B/INO80B/INO80C/INO80E/LTO1/MAP3K4/MAPKAPK5/MCRS1/MRE11/MYC/NABP2/NAT10/NBN/NEK2/NHP2/NOP10/NSMCE1/NSMCE2/NSMCE3/NSMCE4A/PARN/PARP1/PARP3/PCNA/PIF1/PINX1/PML/POT1/PRKCQ/PTGES3/RAD50/RAD51C/RAD51D/RECQL4/RPA1/RPA2/RPA3/RUVBL1/RUVBL2/SHLD1/SHLD2/SLX1B/SMARCAL1/SP100/TCP1/TELO2/TERF2/TERT/TFPT/TINF2/TNKS1BP1/UCHL5/WRAP53/XRCC1/XRCC5/XRCC6/XRN1/ZBTB48/ZNF365"
"protein deneddylation",0.272694355691929,"COPS3/COPS4/COPS5/COPS6/COPS7A/COPS7B/COPS8/GPS1/SENP8"
"UMP biosynthetic process",0.272694355691929,"CAD/CMPK1/DHODH/UCK1/UCK2/UCKL1/UMPS/UPP1/UPRT"
"tRNA transcription",0.272694355691929,"BRF1/GTF3C1/GTF3C2/GTF3C3/GTF3C4/GTF3C5/GTF3C6/POLR2F/POLR2L"
"regulation of establishment of protein localization to telomere",0.272694355691929,"CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/TCP1/WRAP53"
"rRNA base methylation",0.272694355691929,"EMG1/FDXACB1/METTL15/METTL16/NOP2/NSUN5/NSUN5P1/NSUN5P2/TRMT112"
"regulation of high voltage-gated calcium channel activity",0.272694355691929,"CACNA2D1/CACNB2/CACNB3/CALM1/NIPSNAP2/NOS1AP/NPPA/PDE4B/SRI"
"regulation of protein localization to Cajal body",0.272694355691929,"CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/MEPCE/TCP1"
"positive regulation of protein localization to Cajal body",0.272694355691929,"CCT2/CCT3/CCT4/CCT5/CCT6A/CCT7/CCT8/MEPCE/TCP1"
"negative regulation of cardiac muscle cell differentiation",0.272694355691929,"BMP2/DKK1/DLL1/FZD7/HDAC3/MIR222/MIR590/SMAD4/SOX6"
"telomere maintenance in response to DNA damage",0.273272674405376,"ACD/ACTL6A/ACTR5/ACTR8/APEX1/DCLRE1B/ERCC1/ERCC4/INO80B/INO80C/INO80E/MCRS1/RUVBL1/RUVBL2/SHLD1/SHLD2/TERF2/TFPT/UCHL5/XRCC1"
"cell redox homeostasis",0.275049051576618,"APEX1/BOLA1/BOLA3/GCLC/GIT1/GLRX3/GLRX5/GPX1/HVCN1/KRIT1/NNT/NOS2/NOS3/NQO1/PRDX1/PRDX2/PRDX3/PRDX4/PRDX6/SELENOS/SLC11A1/SLC2A10/TXN2/TXNDC2/TXNRD2/TXNRD3"
