"Pathway","Adjusted_Pvalue","Genes"
"cytosolic large ribosomal subunit",1.16105812874421e-11,"RPL10/RPL10A/RPL10L/RPL11/RPL12/RPL13/RPL13A/RPL14/RPL15/RPL17/RPL18/RPL18A/RPL19/RPL21/RPL22/RPL23/RPL23A/RPL24/RPL26/RPL26L1/RPL27/RPL27A/RPL28/RPL29/RPL3/RPL30/RPL31/RPL32/RPL34/RPL35/RPL35A/RPL36/RPL36A/RPL36AL/RPL37/RPL37A/RPL38/RPL39/RPL39L/RPL39P5/RPL4/RPL41/RPL5/RPL6/RPL7/RPL7A/RPL7L1/RPL8/RPL9/RPLP0/RPLP1/RPLP2/UBA52/ZCCHC17"
"organellar large ribosomal subunit",1.87522021571366e-11,"GADD45GIP1/MPV17L2/MRPL1/MRPL10/MRPL11/MRPL12/MRPL13/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL27/MRPL28/MRPL3/MRPL30/MRPL32/MRPL33/MRPL34/MRPL35/MRPL36/MRPL37/MRPL38/MRPL39/MRPL4/MRPL40/MRPL41/MRPL42/MRPL43/MRPL44/MRPL45/MRPL46/MRPL47/MRPL48/MRPL49/MRPL50/MRPL51/MRPL52/MRPL54/MRPL55/MRPL57/MRPL58/MRPL9/MRPS18A/MRPS30/MTERF4"
"mitochondrial large ribosomal subunit",1.87522021571366e-11,"GADD45GIP1/MPV17L2/MRPL1/MRPL10/MRPL11/MRPL12/MRPL13/MRPL14/MRPL15/MRPL16/MRPL17/MRPL18/MRPL19/MRPL2/MRPL20/MRPL21/MRPL22/MRPL23/MRPL24/MRPL27/MRPL28/MRPL3/MRPL30/MRPL32/MRPL33/MRPL34/MRPL35/MRPL36/MRPL37/MRPL38/MRPL39/MRPL4/MRPL40/MRPL41/MRPL42/MRPL43/MRPL44/MRPL45/MRPL46/MRPL47/MRPL48/MRPL49/MRPL50/MRPL51/MRPL52/MRPL54/MRPL55/MRPL57/MRPL58/MRPL9/MRPS18A/MRPS30/MTERF4"
"respiratory chain complex",2.96740839231972e-09,"ATP5F1A/ATP5F1B/ATP5F1C/ATP5F1D/ATP5F1E/ATP5F1EP2/ATP5MC1/ATP5MC2/ATP5MC3/ATP5ME/ATP5MF/ATP5MG/ATP5MJ/ATP5MK/ATP5PB/ATP5PD/ATP5PF/ATP5PO/BCS1L/COX15/COX4I1/COX5A/COX5B/COX6A1/COX6B1/COX6B2/COX7A2/COX7A2L/COX7B/COX7C/COX8A/CYC1/DMAC2L/MTCO2P12/NDUFA1/NDUFA10/NDUFA11/NDUFA12/NDUFA13/NDUFA2/NDUFA3/NDUFA4/NDUFA5/NDUFA6/NDUFA7/NDUFA8/NDUFA9/NDUFAB1/NDUFB1/NDUFB10/NDUFB11/NDUFB2/NDUFB3/NDUFB4/NDUFB5/NDUFB6/NDUFB7/NDUFB8/NDUFB9/NDUFC1/NDUFC2/NDUFS1/NDUFS2/NDUFS3/NDUFS4/NDUFS5/NDUFS6/NDUFS7/NDUFS8/NDUFV1/NDUFV2/NDUFV3/NNT/SDHA/SDHB/SDHC/SDHD/STMP1/SURF1/UQCR10/UQCRB/UQCRC1/UQCRC2/UQCRFS1/UQCRFS1P1/UQCRH/UQCRQ/WDR93"
"organellar small ribosomal subunit",9.24252827952603e-09,"AURKAIP1/CHCHD1/DAP3/MRPL42/MRPS10/MRPS11/MRPS12/MRPS14/MRPS15/MRPS16/MRPS17/MRPS18A/MRPS18B/MRPS18C/MRPS2/MRPS21/MRPS22/MRPS23/MRPS24/MRPS25/MRPS26/MRPS27/MRPS28/MRPS31/MRPS33/MRPS34/MRPS35/MRPS5/MRPS6/MRPS7/MRPS9/PTCD3"
"mitochondrial small ribosomal subunit",9.24252827952603e-09,"AURKAIP1/CHCHD1/DAP3/MRPL42/MRPS10/MRPS11/MRPS12/MRPS14/MRPS15/MRPS16/MRPS17/MRPS18A/MRPS18B/MRPS18C/MRPS2/MRPS21/MRPS22/MRPS23/MRPS24/MRPS25/MRPS26/MRPS27/MRPS28/MRPS31/MRPS33/MRPS34/MRPS35/MRPS5/MRPS6/MRPS7/MRPS9/PTCD3"
"small-subunit processome",9.24252827952603e-09,"AATF/BMS1/C1orf131/DCAF13/DHX37/DIMT1/EMG1/EXOSC10/FBL/FCF1/IMP3/IMP4/MPHOSPH10/NAT10/NOC4L/NOL6/NOL7/NOP14/NOP56/NOP58/PDCD11/PNO1/PWP2/RCL1/RPS11/RPS12/RPS13/RPS14/RPS15A/RPS16/RPS17/RPS19/RPS19BP1/RPS23/RPS24/RPS27/RPS27A/RPS28/RPS3A/RPS4X/RPS5/RPS6/RPS7/RPS8/RPS9/RRP7A/RRP9/SNU13/TBL3/UTP11/UTP14A/UTP18/UTP20/UTP23/UTP25/UTP3/UTP4/UTP6/WDR3/WDR36/WDR46/WDR75/XRCC5"
"plasma membrane signaling receptor complex",2.3129256462908e-08,"ABHD12/ABHD6/ACVR1/ACVR1C/ACVR2A/ACVR2B/B2M/BIRC2/BMP2/BMPR1A/BMPR1B/CACNG4/CACNG5/CACNG8/CD247/CD3D/CD3E/CD3G/CD4/CD40/CD6/CD79A/CD79B/CD8A/CD8B/CEACAM1/CHRFAM7A/CHRNA2/CHRNA6/CHRNA7/CHRNA9/CHRNB1/CHRNB3/CHRNE/CNIH2/CNIH3/CPT1C/DIABLO/DLG3/ERBB2/ERBB3/GP1BA/GP5/GPR156/GRIA3/GRIA4/GRIK5/GRIN2A/GRIN3A/GRIN3B/HTR3A/HTRA2/IFNLR1/IGHE/IGHM/IKBKB/IL12RB1/IL18R1/IL18RAP/IL23R/IL2RA/IL2RB/IL6R/IRS1/ITGA10/ITGA11/ITGA2/ITGA3/ITGA4/ITGA5/ITGA6/ITGA7/ITGA9/ITGAE/ITGAL/ITGAM/ITGAV/ITGB2/ITGB4/ITGB5/ITGB7/LIME1/OLFM2/OLFM3/PORCN/RAMP1/RAMP3/SHISA8/SKAP1/TF/TFR2/TGFBR2/TLR2/TMIGD2/TRAC/TRAF1/TRAF2/TRAF3/TRAF5/TRAJ3/TRAT1/TRAV1-1/TRAV1-2/TRAV10/TRAV12-1/TRAV12-2/TRAV12-3/TRAV13-1/TRAV13-2/TRAV14DV4/TRAV16/TRAV17/TRAV18/TRAV19/TRAV2/TRAV20/TRAV21/TRAV22/TRAV23DV6/TRAV24/TRAV25/TRAV26-1/TRAV26-2/TRAV27/TRAV29DV5/TRAV3/TRAV30/TRAV35/TRAV36DV7/TRAV38-1/TRAV38-2DV8/TRAV39/TRAV4/TRAV40/TRAV41/TRAV5/TRAV6/TRAV8-1/TRAV8-2/TRAV8-3/TRAV8-4/TRAV8-6/TRAV9-1/TRAV9-2/TRBC1/TRBC2/TRBD1/TRBJ1-1/TRBJ1-2/TRBJ1-3/TRBJ1-4/TRBJ1-5/TRBJ1-6/TRBJ2-1/TRBJ2-2/TRBJ2-3/TRBJ2-4/TRBJ2-6/TRBJ2-7/TRBV10-2/TRBV10-3/TRBV11-1/TRBV11-2/TRBV11-3/TRBV12-3/TRBV12-4/TRBV12-5/TRBV13/TRBV14/TRBV16/TRBV18/TRBV19/TRBV2/TRBV20-1/TRBV23-1/TRBV24-1/TRBV25-1/TRBV27/TRBV29-1/TRBV3-1/TRBV30/TRBV4-1/TRBV4-2/TRBV5-1/TRBV5-3/TRBV5-4/TRBV5-5/TRBV5-6/TRBV5-7/TRBV6-1/TRBV6-4/TRBV6-5/TRBV6-6/TRBV6-7/TRBV6-8/TRBV7-1/TRBV7-2/TRBV7-3/TRBV7-4/TRBV7-6/TRBV7-7/TRBV7-9/TRBV9/TRDC/TRDV1/TRDV2/TRDV3/TRGC1/TRGC2/TRGV2/TRGV3/TRGV4/TRGV8/TRGV9/TSPAN32/TYK2/ZAP70"
"cytosolic small ribosomal subunit",9.65233474015649e-08,"DHX29/EIF2A/FAU/LARP4/RACK1/RPS10/RPS11/RPS12/RPS13/RPS14/RPS15/RPS15A/RPS16/RPS17/RPS18/RPS19/RPS2/RPS20/RPS21/RPS23/RPS24/RPS25/RPS26/RPS27/RPS27A/RPS27L/RPS28/RPS29/RPS3/RPS3A/RPS4X/RPS4Y1/RPS4Y2/RPS5/RPS6/RPS7/RPS8/RPS9/RPSA"
"organelle outer membrane",1.2330680945359e-05,"ABCB6/ACACB/ACSL1/ACSL3/ACSL5/ACSL6/AGK/AGPAT5/AIFM2/AKAP1/AMBRA1/ANGEL1/APOO/APOOL/ARMC1/ARMC10/ARMCX1/ARMCX2/ARMCX6/ASS1/ATAD1/ATF2/BAX/BBC3/BCL2/BECN1/BID/BNIP3/BOK/BPHL/BRI3BP/C11orf65/CHCHD3/CHCHD6/CISD1/CISD2/COASY/COX14/CPT1A/CPT1B/CPTP/CYB5A/CYB5B/DCAKD/DELE1/DMPK/DNAJC11/EPHA4/EXD2/FIS1/FOXO3/FUNDC1/FUNDC2/GDAP1/GPAM/GRK2/GUCY2F/HADHB/HAX1/HINT2/HMOX1/IFI27/IMMT/ITPRIP/KASH5/KMO/LETMD1/LPIN1/LRPPRC/LTC4S/MAOA/MAOB/MAVS/MFF/MFN1/MGARP/MGST3/MICOS10/MICOS13/MIEF2/MIGA1/MIGA2/MOAP1/MSTO1/MT3/MTARC2/MTCH2/MTERF3/MTFR1L/MTOR/MTX2/MYO19/NAV3/NIPSNAP2/NLRX1/NME3/NUTF2/OPA1/PGAM5/PGRMC1/PHB2/PI4KB/PIGBOS1/PLD6/PMAIP1/PPP1CC/PPP1R15A/PRKN/PTGS2/PTRH2/QTRT1/RAB11FIP5/RETSAT/RHOD/RHOT2/RMDN3/RNF185/RPS27A/RPS6KB1/RSAD2/RTN4IP1/SAMM50/SARM1/SFXN2/SH3GLB1/SIGMAR1/SLC22A3/SLC25A46/SLC29A3/SLC44A2/SMIM26/SOX10/SPART/SPATA18/STARD7/STING1/STMP1/SYNE4/SYNJ2BP/TAFAZZIN/THG1L/TIGAR/TMEM109/TMEM53/TOMM20/TOMM22/TOMM34/TOMM40/TOMM7/TOMM70/TRAF3IP3/TRAPPC2B/TRIM14/TSPO/TUFM/UBA52/UBB/UFL1/UGT2B28/VAMP1/VDAC1/VDAC2/VDAC3/VPS13A/ZNFX1"
"outer membrane",1.29873578626259e-05,"ABCB6/ACACB/ACSL1/ACSL3/ACSL5/ACSL6/AGK/AGPAT5/AIFM2/AKAP1/AMBRA1/ANGEL1/ANKH/APOO/APOOL/ARMC1/ARMC10/ARMCX1/ARMCX2/ARMCX6/ASS1/ATAD1/ATF2/BAX/BBC3/BCL2/BECN1/BID/BNIP3/BOK/BPHL/BRI3BP/C11orf65/CHCHD3/CHCHD6/CISD1/CISD2/COASY/COX14/CPT1A/CPT1B/CPTP/CYB5A/CYB5B/DCAKD/DELE1/DMPK/DNAJC11/EPHA4/EXD2/FIS1/FOXO3/FUNDC1/FUNDC2/GDAP1/GPAM/GRK2/GUCY2F/HADHB/HAX1/HINT2/HMOX1/IFI27/IMMT/ITPRIP/KASH5/KMO/LETMD1/LPIN1/LRPPRC/LTC4S/MAOA/MAOB/MAVS/MFF/MFN1/MGARP/MGST3/MICOS10/MICOS13/MIEF2/MIGA1/MIGA2/MOAP1/MSTO1/MT3/MTARC2/MTCH2/MTERF3/MTFR1L/MTOR/MTX2/MYO19/NAV3/NIPSNAP2/NLRX1/NME3/NUTF2/OPA1/PGAM5/PGRMC1/PHB2/PI4KB/PIGBOS1/PLD6/PMAIP1/PPP1CC/PPP1R15A/PRKN/PTGS2/PTRH2/QTRT1/RAB11FIP5/RETSAT/RHOD/RHOT2/RMDN3/RNF185/RPS27A/RPS6KB1/RSAD2/RTN4IP1/SAMM50/SARM1/SFXN2/SH3GLB1/SIGMAR1/SLC22A3/SLC25A46/SLC29A3/SLC44A2/SMIM26/SOX10/SPART/SPATA18/STARD7/STING1/STMP1/SYNE4/SYNJ2BP/TAFAZZIN/THG1L/TIGAR/TMEM109/TMEM53/TOMM20/TOMM22/TOMM34/TOMM40/TOMM7/TOMM70/TRAF3IP3/TRAPPC2B/TRIM14/TSPO/TUFM/UBA52/UBB/UFL1/UGT2B28/VAMP1/VDAC1/VDAC2/VDAC3/VPS13A/ZNFX1"
